META; english/league-2/crewe-v-morecambe; 2018-04-15 02:20:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 6/5; 1/33
Morecambe; 21/10; 1/50
Draw; 9/4; 1/100
META; english/league-2/crewe-v-morecambe; 2018-04-15 10:20:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 6/5; 1/33
Morecambe; 21/10; 1/33
Draw; 9/4; 1/100
META; english/league-2/crewe-v-morecambe; 2018-04-15 14:22:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 6/5; 1/33
Morecambe; 21/10; 1/33
Draw; 9/4; 1/100
META; english/league-2/crewe-v-morecambe; 2018-04-15 18:21:49 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 5/4; 6/5; 1/6
Morecambe; 2; 21/10; 21/10; 2; 11/5; 37/19; 85/40; 37/19; 19/10; 2/11; 
Draw; 12/5; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 12/5; 40/17; 21/10; 19/10
META; english/league-2/crewe-v-morecambe; 2018-04-15 22:21:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 7/5; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 6/5; 11/8
Morecambe; 2; 21/10; 52/25; 21/10; 2; 11/5; 9/4; 2; 37/19; 85/40; 37/19; 19/10; 2; 
Draw; 12/5; 9/4; 63/25; 12/5; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 12/5; 40/17; 21/10; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-16 02:21:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 7/5; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 6/5; 11/8
Morecambe; 2; 21/10; 52/25; 21/10; 2; 11/5; 9/4; 21/10; 37/19; 85/40; 37/19; 19/10; 2; 
Draw; 12/5; 9/4; 63/25; 12/5; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 12/5; 40/17; 21/10; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-16 10:21:39 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 6/5; 11/8
Morecambe; 2; 21/10; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 21/10; 19/10; 2; 37/19; 85/40; 37/19; 19/10; 2; 
Draw; 12/5; 9/4; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 23/10; 40/17; 23/10; 27/11; 12/5; 40/17; 21/10; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-16 14:22:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 5/6; 11/8
Morecambe; 2; 21/10; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 21/10; 21/10; 37/19; 2; 37/19; 85/40; 37/19; 1/4; 2; 
Draw; 12/5; 9/4; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 43/20; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; 23/10; 13/8; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-16 18:22:32 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 6/5; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 5/6; 11/8
Morecambe; 2; 21/10; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 21/10; 21/10; 19/10; 2; 37/19; 85/40; 37/19; 1/4; 2; 
Draw; 12/5; 9/4; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 43/20; 23/10; 23/10; 40/17; 23/10; 27/11; 12/5; 40/17; 13/8; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-16 22:22:28 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 5/4; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 5/6; 11/8
Morecambe; 2; 11/5; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 21/10; 21/10; 19/10; 2; 37/19; 85/40; 37/19; 1/4; 2; 
Draw; 12/5; 23/10; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 11/5; 23/10; 23/10; 40/17; 23/10; 27/11; 12/5; 40/17; 13/8; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-17 02:22:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 5/4; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 9/10; 11/8
Morecambe; 2; 11/5; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 21/10; 21/10; 19/10; 2; 37/19; 85/40; 37/19; 1/4; 2; 
Draw; 12/5; 23/10; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 11/5; 23/10; 23/10; 40/17; 23/10; 27/11; 12/5; 40/17; 6/4; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-17 10:22:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 5/4; 5/4; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 5/6; 11/8
Morecambe; 2; 11/5; 19/10; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 9/5; 2; 19/10; 2; 37/19; 85/40; 37/19; 7/5; 2; 
Draw; 12/5; 23/10; 23/10; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 11/5; 21/10; 12/5; 40/17; 23/10; 27/11; 12/5; 40/17; 8/5; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-17 14:22:33 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 5/4; 5/4; 7/5; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 23/18; 13/10; 5/4; 6/5; 11/8
Morecambe; 2; 11/5; 19/10; 52/25; 21/10; 2; 37/19; 21/10; 9/4; 41/20; 9/5; 2; 19/10; 2; 37/19; 85/40; 37/19; 19/10; 2; 
Draw; 12/5; 23/10; 23/10; 63/25; 12/5; 23/10; 11/5; 27/11; 12/5; 11/5; 11/5; 21/10; 12/5; 40/17; 23/10; 27/11; 12/5; 40/17; 21/10; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-17 18:22:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 13/10; 27/20; 5/4; 139/100; 13/10; 13/10; 6/5; 23/18; 27/20; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 23/18; 11/8; 13/10; 6/5; 27/20; 11/8; 
Morecambe; 2; 2; 19/10; 43/20; 21/10; 2; 37/19; 2; 21/10; 2; 39/20; 9/5; 2; 37/19; 2; 37/19; 2; 19/10; 21/10; 21/10; ; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 12/5; 23/10; 11/5; 27/11; 23/10; 12/5; 23/10; 9/4; 21/10; 12/5; 23/10; 23/10; 27/11; 12/5; 23/10; 21/10; 12/5; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-17 22:22:46 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Crewe; 13/10; 13/10; 27/20; 5/4; 139/100; 11/8; 13/10; 13/10; 23/18; 27/20; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 23/18; 11/8; 13/10; 5/4; 27/20; 11/8; 
Morecambe; 2; 2; 43/20; 2; 15/8; 37/19; 2; 2; 39/20; 9/5; 2; 2; 37/19; 2; 9/5; 21/10; 21/10; ; ; ; ; ; 
Draw; 12/5; 12/5; 9/4; 11/5; 49/20; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; 9/4; 21/10; 23/10; 23/10; 23/10; 27/11; 12/5; 23/10; 21/10; 12/5; 12/5
META; english/league-2/crewe-v-morecambe; 2018-04-18 02:21:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
