META; english/league-2/barnet-v-newport-county; 2018-04-15 02:20:46 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 12/5; 11/5; 21/10; 2; 58/25; 12/5; 11/5; 23/10; 27/11; 11/5; 23/10; 11/5; 41/20; 12/5; 11/5; 11/5; 23/10; 27/11; 12/5; 11/5; 11/5; 9/4; 9/4
META; english/league-2/barnet-v-newport-county; 2018-04-18 02:21:40 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 5/4; 13/10; 5/4; 27/20; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; ; 
Newport County; 11/5; 23/10; 11/5; 11/5; 117/50; 9/4; 11/5; 21/10; 39/19; 9/4; 9/4; 11/5; 43/20; 11/5; 9/4; 28/13; 21/10; 39/19; 11/5; 11/5; 2; 23/10; 23/10
Draw; 12/5; 11/5; 21/10; 2; 58/25; 12/5; 11/5; 23/10; 27/11; 11/5; 23/10; 11/5; 41/20; 12/5; 11/5; 11/5; 23/10; 27/11; 12/5; 11/5; 11/5; 9/4; 9/4
META; english/league-2/barnet-v-newport-county; 2018-04-18 10:21:45 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 5/4; 5/4; 67/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 5/4; 17/14; 5/4; 6/5; 5/4; 20/21; 13/10; 13/10; 
Draw; 12/5; 9/4; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 12/5; 11/5; 9/5; 9/4; 9/4
Newport County; 11/5; 12/5; 23/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 23/10; 11/5; 2; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-18 14:22:07 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 5/4; 5/4; 67/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 5/4; 17/14; 5/4; 6/5; 5/4; 20/21; 11/10; 13/10; 13/10; 
Draw; 12/5; 9/4; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 9/5; 15/8; 9/4; 9/4
Newport County; 11/5; 12/5; 23/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 23/10; 9/4; 28/13; 21/10; 133/67; 11/5; 23/10; 11/5; 2; 15/8; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-18 18:22:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 5/4; 5/4; 67/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 5/4; 17/14; 5/4; 6/5; 5/4; 5/4; 10/11; 11/10; 13/10; 13/10; 
Draw; 12/5; 9/4; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 12/5; 9/4; 21/10; 9/5; 15/8; 9/4; 9/4
Newport County; 11/5; 12/5; 23/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 23/10; 9/4; 11/5; 2; 15/8; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-18 22:21:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 5/4; 5/4; 67/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 5/4; 17/14; 5/4; 6/5; 5/4; 5/4; 20/21; 11/10; 13/10; 13/10; 
Draw; 12/5; 9/4; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 21/10; 9/5; 15/8; 9/4; 9/4; 
Newport County; 11/5; 12/5; 23/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 23/10; 2; 9/4; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 23/10; 9/4; 11/5; 2; 15/8; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-19 02:21:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 5/4; 5/4; 67/50; 13/10; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 5/4; 17/14; 5/4; 6/5; 5/4; 5/4; 20/21; 13/10; 13/10; 
Newport County; 11/5; 12/5; 23/10; 11/5; 47/20; 23/10; 11/5; 21/10; 11/5; 23/10; 9/4; 23/10; 2; 9/4; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 23/10; 9/4; 11/5; 19/10; 23/10; 23/10
Draw; 12/5; 9/4; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 21/10; 21/10; 9/4; 9/4; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-19 10:21:13 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 6/5; 13/10; 5/4; 27/20; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 13/10; 13/10; 20/21; 10/9; 13/10; 13/10; 
Newport County; 11/5; 12/5; 11/5; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 11/5; 9/4; 19/10; 9/5; 23/10; 23/10
Draw; 12/5; 9/4; 21/10; 2; 58/25; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 11/5; 21/10; 15/8; 9/4; 9/4; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-19 14:21:26 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 5/4; 13/10; 5/4; 34/25; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 13/10; 13/10; 1; 10/9; 13/10; 13/10; 
Newport County; 11/5; 23/10; 11/5; 11/5; 23/10; 23/10; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 11/5; 11/5; 19/10; 9/5; 9/4; 9/4
Draw; 12/5; 11/5; 21/10; 2; 117/50; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 11/5; 21/10; 2; 9/4; 23/10; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-19 18:21:23 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 5/4; 13/10; 5/4; 27/20; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 13/10; 13/10; 6/5; 23/20; 13/10; 13/10; 
Newport County; 11/5; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 11/5; 11/5; 19/10; 19/10; 9/4; 9/4
Draw; 12/5; 11/5; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-19 22:21:23 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 6/5; 5/4; 13/10; 5/4; 27/20; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 13/10; 13/10; 6/5; 23/20; 13/10; 13/10; 
Newport County; 11/5; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 11/5; 11/5; 2; 21/10; 9/4; 9/4
Draw; 12/5; 11/5; 21/10; 2; 47/20; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 11/5; 21/10; 11/5; 9/4; 23/10; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-20 02:20:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 5/4; 67/50; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 5/4; 5/4; 6/5; 10/9; 23/20; 13/10; 
Newport County; 12/5; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 11/5; 11/5; 2; 9/5; 9/4; 23/10
Draw; 12/5; 11/5; 21/10; 2; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 12/5; 9/4; 9/4; 21/10; 15/8; 23/10; 23/10; ; 
META; english/league-2/barnet-v-newport-county; 2018-04-20 10:20:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 5/4; 67/50; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 5/4; 5/4; 13/10; 6/5; 10/9; 23/20; 13/10; 
Newport County; 12/5; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 11/5; 9/4; 9/4; 21/10; 9/5; 9/4; 23/10
Draw; 12/5; 11/5; 21/10; 2; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 9/4; 21/10; 15/8; 23/10; 23/10; 
META; english/league-2/barnet-v-newport-county; 2018-04-20 14:21:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 13/10; 67/50; 13/10; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 17/14; 5/4; 13/10; 5/4; 13/10; 5/4; 10/9; 23/20; 13/10; 
Newport County; 12/5; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 133/67; 11/5; 23/10; 11/5; 9/4; 21/10; 21/10; 9/4; 23/10
Draw; 12/5; 11/5; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 9/4; 9/4; 21/10; 11/5; 23/10; 23/10; 
META; english/league-2/barnet-v-newport-county; 2018-04-20 18:21:19 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 13/10; 67/50; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 6/5; 23/20; 5/4
Newport County; 12/5; 23/10; 9/4; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 43/20; 23/10; 9/4; 11/5; 21/10; 39/19; 11/5; 23/10; 9/4; 9/4; 21/10; 21/10; 9/4; 23/10
Draw; 12/5; 11/5; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-20 22:21:33 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 13/10; 67/50; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/20; 5/4
Newport County; 12/5; 23/10; 9/4; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 43/20; 23/10; 9/4; 11/5; 21/10; 39/19; 11/5; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10
Draw; 12/5; 11/5; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-21 02:21:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 5/4; 13/10; 13/10; 67/50; 13/10; 13/10; 6/5; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 6/5; 13/10; 5/4
Newport County; 12/5; 23/10; 9/4; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 43/20; 23/10; 9/4; 11/5; 21/10; 39/19; 11/5; 23/10; 9/4; 9/4; 19/10; 23/10; 21/10
Draw; 12/5; 11/5; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 23/10; 11/5; 11/5; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 9/4; 23/10; 12/5
META; english/league-2/barnet-v-newport-county; 2018-04-21 10:21:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 13/10; 13/10; 13/10; 67/50; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 14/11; 23/18; 13/10; 5/4; 5/4; 5/4; 13/10; 13/10; 
Newport County; 12/5; 11/5; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 28/13; 9/4; 11/5; 11/5; 11/5; 43/20; 23/10; 11/5; 11/5; 21/10; 28/13; 28/13; 11/5; 11/5; 9/4; 9/4; 23/10; 9/4
Draw; 12/5; 11/5; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 9/4; 21/10; 9/4; 11/5; 11/5; 41/20; 23/10; 11/5; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-21 14:21:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 13/10; 13/10; 13/10; 13/10; 133/00; 13/10; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 24/19; 23/18; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 
Newport County; 12/5; 11/5; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 28/13; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 28/13; 9/4; 11/5; 9/4; 9/4; 23/10; 9/4
Draw; 12/5; 11/5; 11/5; 11/5; 119/0; 12/5; 9/4; 23/10; 9/4; 11/5; 9/4; 11/5; 9/4; 21/10; 23/10; 11/5; 9/4; 23/10; 23/10; 9/4; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/barnet-v-newport-county; 2018-04-21 18:21:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Barnet; 1/4; 1/4; 1/4; 1/4; 31/00; 1/3; 1/4; 1/4; 3/11; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 3/11; 5/19; 1/4; 3/11; 2/7; 3/10
Draw; 7/2; 7/2; 15/4; 15/4; 79/20; 10/3; 15/4; 16/5; 18/5; 7/2; 10/3; 10/3; 18/5; 7/2; 7/2; 37/10; 10/3; 37/10; 62/17; 7/2; 7/2
Newport County; 16; 14; 14; 14; 23/2; 13; 14; 13; 10; 14; 11; 11; 12; 12; 14; 45/4; 25/2; 21/2; 51/4; 59/5; 61/5
