META; english/premier-league/burnley-v-newcastle; 2017-10-02 18:17:42 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
META; english/premier-league/burnley-v-newcastle; 2017-10-05 02:17:56 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 13/8; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 11/5; ; ; 9/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-05 10:17:58 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 13/8; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 11/5; ; ; 9/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-05 14:18:09 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 13/8; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 11/5; ; ; 9/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-05 18:18:10 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 13/8; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 9/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-05 22:18:06 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 13/8; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 9/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-06 02:19:02 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-06 10:18:00 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-06 14:18:18 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-06 18:18:05 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-06 22:18:18 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-07 02:18:01 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-07 10:18:22 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-07 14:18:14 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-07 18:17:58 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 1/100; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-07 22:18:17 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 1/100; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-08 02:18:02 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 1/100; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-08 10:18:19 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 1/100; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-08 14:18:28 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 1/100; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-08 18:18:15 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-08 22:18:12 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-09 02:17:52 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; ; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-09 10:17:56 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-09 14:17:59 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-09 18:18:18 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/25; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-09 22:18:01 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 1/20; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-10 02:17:58 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-10 10:17:59 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-10 14:18:12 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-10 18:17:54 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-10 22:18:04 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-11 02:17:54 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-11 10:18:02 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-11 14:19:11 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-11 18:17:52 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; 23/10; 11/5; 11/5; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; 23/10; ; ; ; 19/10; ; 
META; english/premier-league/burnley-v-newcastle; 2017-10-11 22:18:02 GMT+3; 2017-10-30 20:00; Nothing; Xlenovo
Burnley; ; ; ; ; ; 31/20; 8/5; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 31/20; ; ; 6/4; ; ; ; 4/11; ; 
Newcastle; ; ; ; ; ; 15/8; 9/5; 13/8; ; ; ; ; ; ; ; ; 9/5; ; 85/40; ; ; 15/8; ; ; ; 4/7; ; 
