META; english/premier-league/stoke-v-crystal-palace; 2018-04-27 22:16:00 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 17/10; 9/5; 17/10; 7/4; 6/4; 17/10; 17/10; 33/20; 13/8; 13/8; 28/17; 52/35; 17/10; 7/4; 17/10; 6/4
Crystal Palace; 13/8; 7/4; 17/10; 17/10; 8/5; 8/5; 17/10; 7/4; 7/4; 13/8; 8/5; 19/12; 8/5; 9/5; 28/17; 13/8
Draw; 9/4; 12/5; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-28 02:15:57 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 8/5; 17/10; 171/00; 17/10; 7/4; 6/4; 17/10; 17/10; 33/20; 13/8; 13/8; 8/5; 52/35; 17/10; 7/4; 28/17; 6/4
Crystal Palace; 7/4; 13/8; 47/25; 17/10; 17/10; 8/5; 8/5; 17/10; 9/5; 7/4; 13/8; 17/10; 19/12; 8/5; 9/5; 17/10; 13/8
Draw; 11/5; 9/4; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-28 10:15:57 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 8/5; 17/10; 171/00; 17/10; 13/8; 6/4; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 52/35; 17/10; 7/4; 28/17; 6/4
Crystal Palace; 7/4; 13/8; 47/25; 17/10; 9/5; 8/5; 8/5; 17/10; 9/5; 7/4; 13/8; 17/10; 19/12; 8/5; 9/5; 17/10; 13/8
Draw; 11/5; 9/4; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-28 14:16:01 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 8/5; 17/10; 43/25; 17/10; 13/8; 6/4; 17/10; 17/10; 13/8; 13/8; 13/8; 13/8; 8/5; 52/35; 17/10; 7/4; 28/17; 6/4
Crystal Palace; 7/4; 13/8; 15/8; 17/10; 7/4; 8/5; 8/5; 17/10; 9/5; 9/5; 7/4; 13/8; 17/10; 19/12; 8/5; 9/5; 17/10; 13/8
Draw; 11/5; 9/4; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-28 18:15:56 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 8/5; 17/10; 43/25; 17/10; 13/8; 8/5; 17/10; 17/10; 17/10; 33/20; 13/8; 13/8; 8/5; 17/10; 7/4; 28/17; 6/4
Crystal Palace; 7/4; 13/8; 15/8; 7/4; 7/4; 13/8; 8/5; 17/10; 7/4; 9/5; 7/4; 13/8; 17/10; 8/5; 9/5; 17/10; 13/8
Draw; 11/5; 9/4; 117/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-28 22:15:31 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 8/5; 17/10; 42/25; 13/8; 13/8; 6/4; 8/5; 17/10; 8/5; 31/20; 6/4; 13/8; 17/11; 17/12; 8/5; 17/10; 8/5; 7/5
Crystal Palace; 7/4; 13/8; 48/25; 9/5; 9/5; 17/10; 17/10; 17/10; 15/8; 37/20; 15/8; 13/8; 7/4; 13/8; 17/10; 15/8; 7/4; 13/8
Draw; 11/5; 9/4; 117/0; 9/4; 11/5; 21/10; 23/10; 21/10; 21/10; 11/5; 23/10; 21/10; 9/4; 23/10; 9/4; 11/5; 21/10; 
META; english/premier-league/stoke-v-crystal-palace; 2018-04-29 02:15:29 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 17/10; 13/8; 13/8; 8/5; 6/4; 8/5; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 17/12; 8/5; 13/8; 6/4; 7/5
Crystal Palace; 15/8; 13/8; 199/00; 9/5; 19/10; 17/10; 17/10; 7/4; 15/8; 17/10; 39/20; 15/8; 17/10; 24/13; 13/8; 17/10; 19/10; 24/13; 17/10
Draw; 11/5; 9/4; 117/0; 9/4; 11/5; 21/10; 23/10; 11/5; 21/10; 12/5; 11/5; 23/10; 21/10; 9/4; 9/4; 23/10; 23/10; 9/4; 21/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-29 10:15:30 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 17/10; 161/00; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 17/12; 8/5; 13/8; 6/4; 7/5; 6/4
Crystal Palace; 15/8; 13/8; 2; 9/5; 19/10; 17/10; 17/10; 7/4; 15/8; 17/10; 39/20; 15/8; 17/10; 9/5; 13/8; 17/10; 19/10; 24/13; 17/10; 19/10
Draw; 11/5; 9/4; 47/20; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 12/5; 11/5; 23/10; 21/10; 9/4; 9/4; 23/10; 23/10; 9/4; 21/10; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-29 14:15:30 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 7/5; 8/5; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 17/12; 8/5; 8/5; 6/4; 7/5; 6/4
Crystal Palace; 15/8; 19/10; 101/0; 9/5; 19/10; 17/10; 17/10; 7/4; 15/8; 17/10; 39/20; 15/8; 9/5; 24/13; 13/8; 17/10; 19/10; 24/13; 7/4; 19/10
Draw; 11/5; 9/4; 47/20; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 12/5; 11/5; 23/10; 21/10; 9/4; 9/4; 23/10; 23/10; 9/4; 11/5; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-29 18:15:31 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 7/5; 6/4; 163/00; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 7/5; 6/4; 17/12; 8/5; 13/8; 17/11; 7/5; 6/4
Crystal Palace; 15/8; 19/10; 15/8; 99/50; 9/5; 15/8; 17/10; 17/10; 9/5; 7/4; 15/8; 17/10; 37/20; 15/8; 7/4; 9/5; 13/8; 17/10; 19/10; 9/5; 7/4; 19/10
Draw; 11/5; 9/4; 21/10; 117/0; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 23/10; 21/10; 9/4; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4
META; english/premier-league/stoke-v-crystal-palace; 2018-04-29 22:15:23 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 6/4; 6/4; 163/00; 13/8; 8/5; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 16/11; 17/12; 6/4; 31/20; 17/11; 13/8; 8/5
Crystal Palace; 15/8; 15/8; 15/8; 15/8; 99/50; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 15/8; 17/10; 37/20; 15/8; 7/4; 9/5; 2; 13/8; 9/5; 2; 24/13; 7/4; 9/5
Draw; 11/5; 9/4; 11/5; 11/5; 117/0; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-30 02:15:22 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 31/20; 6/4; 163/00; 13/8; 8/5; 6/4; 6/4; 6/4; 8/5; 31/20; 6/4; 31/20; 6/4; 7/5; 6/4; 8/5; 17/12; 6/4; 8/5; 6/4; 13/8; 6/4
Crystal Palace; 15/8; 15/8; 9/5; 15/8; 99/50; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 17/10; 15/8; 15/8; 7/4; 24/13; 9/5; 13/8; 9/5; 19/10; 24/13; 7/4; 9/5
Draw; 11/5; 9/4; 11/5; 11/5; 117/0; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-30 10:15:23 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 31/20; 6/4; 169/00; 31/20; 8/5; 7/5; 8/5; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 7/5; 17/11; 8/5; 23/15; 8/5; 13/8; 8/5; 6/4; 13/8
Crystal Palace; 15/8; 9/5; 7/4; 15/8; 183/00; 9/5; 9/5; 17/10; 17/10; 17/10; 7/4; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 9/5; 19/10; 17/10; 19/10; 7/4; 7/4; 9/5
Draw; 11/5; 23/10; 9/4; 11/5; 49/20; 23/10; 11/5; 21/10; 12/5; 11/5; 11/5; 23/10; 12/5; 23/10; 11/5; 21/10; 9/4; 11/5; 23/10; 12/5; 23/10; 9/4; 9/4; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-30 14:15:23 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 31/20; 6/4; 169/00; 31/20; 8/5; 7/5; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 8/5; 7/5; 17/11; 8/5; 14/9; 8/5; 8/5; 8/5; 8/5; 13/8; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 9/5; 7/4; 15/8; 93/50; 9/5; 9/5; 17/10; 17/10; 7/4; 15/8; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 9/5; 24/13; 17/10; 15/8; 7/4; 7/4; 17/10; 6/4; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 11/5; 12/5; 23/10; 11/5; 21/10; 12/5; 11/5; 23/10; 23/10; 12/5; 23/10; 11/5; 21/10; 9/4; 11/5; 23/10; 12/5; 12/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/stoke-v-crystal-palace; 2018-04-30 18:15:23 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 31/20; 8/5; 83/50; 13/8; 8/5; 6/4; 8/5; 6/4; 13/8; 6/4; 13/8; 8/5; 8/5; 7/5; 17/11; 8/5; 14/9; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 7/4; 7/4; 17/10; 37/20; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 7/4; 31/20; 7/4; 7/4; 17/10; 7/4; 9/5; 24/13; 17/10; 15/8; 9/5; 13/8; 17/10; 13/8; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 123/0; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 12/5; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-04-30 22:15:23 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 31/20; 8/5; 83/50; 13/8; 8/5; 6/4; 8/5; 6/4; 13/8; 6/4; 13/8; 8/5; 8/5; 7/5; 8/5; 8/5; 14/9; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 7/4; 7/4; 17/10; 37/20; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 7/4; 31/20; 7/4; 7/4; 17/10; 9/5; 9/5; 24/13; 17/10; 15/8; 9/5; 13/8; 17/10; 13/8; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 123/0; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 23/10; 23/10; 21/10; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 12/5; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-01 02:15:19 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 8/5; 8/5; 171/00; 13/8; 8/5; 6/4; 8/5; 31/20; 13/8; 13/8; 13/8; 13/8; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 181/00; 9/5; 9/5; 7/4; 17/10; 33/20; 7/4; 17/10; 31/20; 17/10; 7/4; 13/8; 7/4; 9/5; 17/10; 17/10; 9/5; 7/4; 13/8; 17/10; 6/4; 7/4; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 49/20; 12/5; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 21/10; 12/5; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-01 10:15:20 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 8/5; 8/5; 171/00; 13/8; 8/5; 6/4; 8/5; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 8/5; 8/5; 8/5; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 181/00; 9/5; 7/4; 7/4; 17/10; 33/20; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 7/4; 9/5; 17/10; 17/10; 9/5; 7/4; 13/8; 17/10; 13/8; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 49/20; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-01 14:15:20 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 8/5; 8/5; 169/00; 13/8; 8/5; 6/4; 8/5; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 8/5; 8/5; 8/5; 13/8; 13/8
Crystal Palace; 9/5; 7/4; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 33/20; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 7/4; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5; 9/4; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 9/4; 11/5; 40/17; 12/5; 12/5; 9/4; 9/4; 23/10; 23/10; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-01 18:15:20 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 8/5; 8/5; 169/00; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 28/17; 8/5; 6/4; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 7/4; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 9/5; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 7/4; 13/8; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-01 22:15:26 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 8/5; 8/5; 8/5; 169/00; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 28/17; 8/5; 6/4; 6/4; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 9/5; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-02 02:15:16 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 6/4; 8/5; 8/5; 169/00; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 28/17; 8/5; 6/4; 7/5; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 9/5; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 9/5; 23/10; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-02 10:15:16 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 8/5; 8/5; 8/5; 169/00; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 13/8; 13/8; 13/8; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 28/17; 8/5; 13/8; 7/5; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 17/10; 31/20; 17/10; 7/4; 13/8; 9/5; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 9/5; 23/10; 12/5
META; english/premier-league/stoke-v-crystal-palace; 2018-05-02 14:15:17 GMT+3; 2018-05-05 12:30; Nothing; Xlenovo
Stoke; 6/4; 8/5; 8/5; 8/5; 17/10; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 8/5; 48/29; 8/5; 13/8; 28/17; 13/8; 13/8; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 17/10; 17/10; 17/10; 93/50; 9/5; 9/5; 7/4; 17/10; 17/10; 9/5; 17/10; 31/20; 7/4; 7/4; 13/8; 9/5; 9/5; 17/10; 17/10; 9/5; 9/5; 7/4; 17/10; 7/4; 9/5; 15/8
