META; english/premier-league/everton-v-brighton; 2018-02-25 18:16:16 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 23/10; 9/4; ; 21/10; 23/10; 23/10; 9/4; 23/10; 12/5; ; 23/10; 11/5; ; 43/20; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; ; 9/4; ; 21/10; ; 
Brighton; 16/5; 3; ; 3; 17/5; 16/5; 16/5; 16/5; 3; ; 16/5; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; 3; 10/3; ; 3; ; 14/5; ; 
META; english/premier-league/everton-v-brighton; 2018-02-27 14:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 10/11; 1; ; 21/20; 53/50; 19/20; 1; 10/11; 19/20; ; 1; 1; ; 21/20; 1; 1; 1; 19/20; 19/20; 19/20; 1; ; 1; ; 10/11; ; 
Draw; 23/10; 9/4; ; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; ; 23/10; 11/5; ; 43/20; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; ; 9/4; ; 21/10; ; 
Brighton; 16/5; 3; ; 3; 17/5; 16/5; 16/5; 16/5; 3; ; 16/5; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; 3; 10/3; ; 3; ; 14/5; ; 
META; english/premier-league/everton-v-brighton; 2018-02-27 18:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 10/11; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 1; 1; ; 21/20; 1; 1; 1; 19/20; 19/20; 19/20; 1; ; 1; ; 10/11; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; ; 9/4; ; 21/10; ; 
Brighton; 16/5; 3; 3; 3; 67/20; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; 3; 17/5; ; 3; ; 14/5; ; 
META; english/premier-league/everton-v-brighton; 2018-03-02 17:39:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 3; ; 
META; english/premier-league/everton-v-brighton; 2018-03-02 22:16:38 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 1; 21/20; 107/00; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 11/5
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 56/19; 3; 
META; english/premier-league/everton-v-brighton; 2018-03-03 02:16:34 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 1; 21/20; 107/00; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 3; ; 
META; english/premier-league/everton-v-brighton; 2018-03-03 10:16:43 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 1; 21/20; 107/00; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 3; ; 
META; english/premier-league/everton-v-brighton; 2018-03-03 14:16:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 1; 21/20; 107/00; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 21/20; 19/20; 19/20; 19/20; 1; 21/20; 10/11; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 117/0; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 9/4; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 21/10
Brighton; 14/5; 3; 3; 33/10; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 45/17; 16/5; 14/5; 3; 17/5; 27/10; 3; 
META; english/premier-league/everton-v-brighton; 2018-03-03 18:16:33 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 11/10; 21/20; 28/25; 1; 10/11; 19/20; 21/20; 19/20; 11/10; 11/10; 23/20; 21/20; 21/20; 21/20; 19/20; 13/12; 19/20; 11/10; 21/20; 11/10; 21/20; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 11/5; 12/5; 43/20; 11/5; 9/4; 23/10; 23/10; 9/4; 12/5; 9/4; 11/5; 23/10; 21/10
Brighton; 14/5; 3; 11/4; 3; 63/20; 3; 16/5; 16/5; 3; 27/10; 16/5; 11/4; 11/4; 11/4; 3; 14/5; 13/5; 16/5; 27/11; 3; 31/10; 29/10; 13/5; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-03 22:16:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 11/10; 21/20; 28/25; 1; 21/20; 10/11; 19/20; 21/20; 19/20; 11/10; 11/10; 23/20; 21/20; 21/20; 21/20; 19/20; 13/12; 19/20; 11/10; 21/20; 21/20; 21/20; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 12/5; 11/5; 12/5; 43/20; 11/5; 9/4; 23/10; 23/10; 9/4; 12/5; 9/4; 11/5; 23/10; 21/10
Brighton; 14/5; 3; 11/4; 3; 63/20; 3; 16/5; 3; 27/10; 16/5; 11/4; 13/5; 11/4; 3; 14/5; 13/5; 16/5; 27/11; 3; 31/10; 29/10; 45/17; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-04 02:16:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 11/10; 21/20; 28/25; 1; 21/20; 10/11; 19/20; 21/20; 19/20; 11/10; 11/10; 23/20; 21/20; 21/20; 21/20; 21/20; 13/12; 19/20; 11/10; 21/20; 21/20; 11/10; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 12/5; 11/5; 12/5; 43/20; 11/5; 9/4; 11/5; 9/4; 9/4; 12/5; 9/4; 11/5; 11/5; 21/10
Brighton; 14/5; 3; 11/4; 3; 63/20; 3; 16/5; 3; 27/10; 16/5; 11/4; 13/5; 11/4; 3; 14/5; 14/5; 29/10; 27/11; 3; 31/10; 29/10; 37/13; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-04 10:16:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 21/20; 11/10; 21/20; 28/25; 1; 21/20; 10/11; 19/20; 21/20; 19/20; 11/10; 23/20; 23/20; 21/20; 21/20; 21/20; 21/20; 13/12; 19/20; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 12/5; 11/5; 23/10; 43/20; 11/5; 9/4; 11/5; 9/4; 9/4; 12/5; 9/4; 11/5; 11/5; 21/10
Brighton; 14/5; 29/10; 11/4; 3; 63/20; 3; 16/5; 3; 27/10; 16/5; 11/4; 13/5; 11/4; 3; 14/5; 14/5; 29/10; 27/11; 3; 31/10; 29/10; 37/13; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-04 14:16:12 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 21/20; 11/10; 21/20; 28/25; 1; 21/20; 10/11; 19/20; 21/20; 19/20; 11/10; 23/20; 23/20; 21/20; 21/20; 21/20; 21/20; 13/12; 19/20; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 12/5; 11/5; 23/10; 43/20; 11/5; 21/10; 23/10; 9/4; 9/4; 12/5; 9/4; 11/5; 23/10; 21/10
Brighton; 14/5; 29/10; 11/4; 3; 63/20; 3; 16/5; 3; 27/10; 16/5; 11/4; 13/5; 11/4; 3; 14/5; 13/5; 29/10; 27/11; 3; 31/10; 29/10; 45/17; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-04 18:16:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 1; 21/20; 11/10; 21/20; 28/25; 11/10; 21/20; 10/11; 1; 11/10; 19/20; 1; 23/20; 23/20; 21/20; 21/20; 21/20; 11/10; 21/20; 1; 23/20; 21/20; 21/20; 21/20
Draw; 23/10; 11/5; 21/10; 21/10; 23/10; 9/4; 11/5; 23/10; 12/5; 21/10; 9/4; 23/10; 23/10; 43/20; 11/5; 21/10; 11/5; 9/4; 9/4; 12/5; 11/5; 11/5; 11/5; 21/10
Brighton; 14/5; 29/10; 11/4; 3; 63/20; 29/10; 29/10; 16/5; 14/5; 27/10; 16/5; 14/5; 13/5; 27/10; 3; 14/5; 14/5; 27/10; 5/2; 14/5; 29/10; 29/10; 37/13; 27/10
META; english/premier-league/everton-v-brighton; 2018-03-04 22:16:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 21/20; 23/20; 11/10; 21/20; 57/50; 11/10; 11/10; 10/11; 1; 11/10; 19/20; 1; 6/5; 23/20; 23/20; 21/20; 21/20; 21/20; 13/12; 1; 23/20; 21/20; 21/20; 21/20; 21/20
Draw; 23/10; 21/10; 21/10; 21/10; 57/25; 9/4; 11/5; 23/10; 9/4; 21/10; 9/4; 23/10; 9/4; 43/20; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 21/10; 11/5
Brighton; 13/5; 13/5; 27/10; 3; 31/10; 29/10; 29/10; 16/5; 3; 27/10; 16/5; 14/5; 13/5; 27/10; 14/5; 14/5; 11/4; 3; 12/5; 3; 29/10; 29/10; 14/5; 27/10; 3
META; english/premier-league/everton-v-brighton; 2018-03-05 02:16:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 5/4; 119/00; 11/10; 6/5; 10/11; 11/10; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 11/10; 15/13; 15/13; 22/19; 11/10; 6/5; 11/10; 15/13; 6/5; 10/9
Draw; 9/4; 21/10; 21/10; 21/10; 57/25; 21/10; 11/5; 23/10; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 11/5; 11/5; 11/5; 28/13; 21/10; 11/5
Brighton; 13/5; 13/5; 13/5; 12/5; 147/0; 29/10; 13/5; 16/5; 14/5; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 14/5; 45/17; 14/5; 14/5; 27/10; 13/5; 13/5; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-05 10:16:00 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 6/5; 6/5; 5/4; 119/00; 23/20; 6/5; 10/11; 11/10; 23/20; 11/10; 6/5; 5/4; 5/4; 6/5; 11/10; 15/13; 15/13; 22/19; 11/10; 5/4; 6/5; 15/13; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 57/25; 11/5; 11/5; 23/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 21/10; 21/10; 21/10
Brighton; 13/5; 5/2; 13/5; 12/5; 147/0; 11/4; 5/2; 16/5; 14/5; 5/2; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 14/5; 45/17; 14/5; 27/10; 13/5; 13/5; 13/5
META; english/premier-league/everton-v-brighton; 2018-03-05 14:16:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 10/11; 11/10; 23/20; 11/10; 6/5; 5/4; 5/4; 6/5; 11/10; 15/13; 15/13; 6/5; 11/10; 5/4; 6/5; 15/13; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 111/0; 11/5; 11/5; 23/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 85/40; 21/10; 21/10; 21/10; 21/10
Brighton; 13/5; 5/2; 13/5; 12/5; 141/0; 11/4; 5/2; 16/5; 14/5; 5/2; 11/4; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 14/5; 45/17; 14/5; 11/4; 13/5; 13/5; 27/10; 11/4
META; english/premier-league/everton-v-brighton; 2018-03-05 18:16:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 6/5; 5/4; 63/50; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 6/5; 5/4; 5/4; 6/5; 11/10; 6/5; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
Draw; 9/4; 21/10; 2; 21/10; 111/0; 21/10; 11/5; 23/10; 28/13; 21/10; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 28/13; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5
Brighton; 13/5; 13/5; 13/5; 12/5; 141/0; 11/4; 5/2; 16/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 14/5; 45/17; 27/10; 14/5; 13/5; 13/5; 13/5; 27/10; 27/10
META; english/premier-league/everton-v-brighton; 2018-03-05 22:16:03 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 5/4; 5/4; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 28/13; 11/5; 2; 11/5; 21/10; 11/5; 21/10
Brighton; 13/5; 13/5; 13/5; 12/5; 139/0; 11/4; 13/5; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 13/5; 13/5; 5/2; 28/11; 14/5; 45/17; 27/10; 14/5; 53/20; 28/11; 13/5; 27/10; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-06 02:15:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 5/4; 5/4; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 11/5; 2; 28/13; 21/10; 2; 21/10
Brighton; 13/5; 13/5; 13/5; 12/5; 139/0; 11/4; 13/5; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 13/5; 13/5; 5/2; 45/17; 14/5; 45/17; 27/10; 14/5; 53/20; 27/10; 13/5; 13/5; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-06 10:15:57 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 31/20; 8/5; 171/00; 13/8; 13/8; 13/10; 32/19; 31/20; 29/20; 13/8; 33/20; 8/5; 8/5; 6/4; 8/5; 17/11; 29/18; 32/19; 13/8; 8/5; 28/17; 13/8; 17/10; 13/8
Liverpool; 13/8; 13/8; 17/10; 17/10; 37/20; 9/5; 7/4; 17/10; 28/17; 33/20; 9/5; 7/4; 31/20; 17/10; 7/4; 13/8; 7/4; 9/5; 9/5; 28/17; 9/5; 33/20; 7/4; 9/5; 9/5; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 119/0; 23/10; 9/4; 11/5; 40/17; 9/4; 9/4; 11/5; 12/5; 47/20; 23/10; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 47/20; 9/4; 11/5; 23/10; 23/10
META; english/premier-league/everton-v-brighton; 2018-03-06 14:15:58 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 8/5; 13/8; 171/00; 13/8; 17/10; 13/10; 32/19; 8/5; 29/20; 13/8; 33/20; 33/20; 8/5; 6/4; 28/17; 17/11; 13/8; 32/19; 8/5; 17/10; 13/8; 17/10; 17/10
Liverpool; 13/8; 13/8; 33/20; 7/4; 37/20; 9/5; 17/10; 17/10; 28/17; 33/20; 9/5; 17/10; 31/20; 33/20; 7/4; 13/8; 17/10; 9/5; 7/4; 28/17; 33/20; 17/10; 7/4; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 11/5; 119/0; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; 9/4; 12/5; 47/20; 23/10; 9/4; 9/4; 23/10; 40/17; 40/17; 47/20; 23/10; 9/4; 23/10; 23/10
META; english/premier-league/everton-v-brighton; 2018-03-06 18:16:00 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 8/5; 13/8; 173/00; 13/8; 13/8; 13/10; 32/19; 8/5; 29/20; 13/8; 33/20; 13/8; 8/5; 6/4; 28/17; 17/11; 13/8; 32/19; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10
Liverpool; 13/8; 13/8; 33/20; 7/4; 179/00; 9/5; 17/10; 17/10; 28/17; 33/20; 9/5; 13/8; 31/20; 33/20; 7/4; 13/8; 17/10; 9/5; 7/4; 28/17; 33/20; 7/4; 17/10; 9/5; 7/4; 
Draw; 23/10; 23/10; 23/10; 11/5; 61/25; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; 23/10; 12/5; 12/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 9/4; 23/10; 23/10
META; english/premier-league/everton-v-brighton; 2018-03-07 10:48:32 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 6/5; 5/4; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 6/5; 6/5; 6/5; 23/20; 11/10; 6/5; 15/13; 22/19; 15/13; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 56/25; 21/10; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 2; 11/5; 21/10; 2; 9/4
Brighton; 13/5; 13/5; 13/5; 5/2; 141/50; 11/4; 13/5; 5/2; 27/10; 13/5; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 14/5; 11/4; 27/10; 14/5; 13/5; 27/10; 14/5; 14/5; 11/4
META; english/premier-league/everton-v-brighton; 2018-03-07 14:15:51 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 6/5; 5/4; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 6/5; 6/5; 6/5; 23/20; 11/10; 6/5; 15/13; 22/19; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
