META; english/premier-league/swansea-v-southampton; 2018-05-02 18:15:50 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 16/11; 7/5; 16/11; 8/5; 16/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 19/10; 9/5; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 2; 19/10; 12/7; 37/19; 2; 19/10; 9/5; 2
Draw; 11/5; 21/10; 117/0; 11/5; 2; 11/5; 21/10; 9/4; 2; 43/20; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 11/5; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-02 22:15:48 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 16/11; 7/5; 16/11; 8/5; 6/4; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 19/10; 9/5; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 2; 19/10; 12/7; 37/19; 2; 19/10; 7/4; 2
Draw; 11/5; 21/10; 117/0; 11/5; 2; 11/5; 21/10; 9/4; 2; 43/20; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 11/5; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-03 02:15:47 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 16/11; 7/5; 16/11; 8/5; 16/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 19/10; 9/5; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 2; 19/10; 12/7; 37/19; 2; 19/10; 7/4; 2
Draw; 11/5; 21/10; 117/0; 11/5; 2; 11/5; 21/10; 9/4; 2; 43/20; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 11/5; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-03 10:15:48 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 29/20; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 8/5; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 19/10; 9/5; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 19/10; 19/10; 12/7; 37/19; 2; 19/10; 7/4
Draw; 11/5; 21/10; 117/0; 11/5; 2; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 11/5; 28/13; 11/5; 11/5; 11/5; 2
META; english/premier-league/swansea-v-southampton; 2018-05-03 14:15:50 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 29/20; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 8/5; 6/4; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 19/10; 9/5; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 19/10; 19/10; 12/7; 37/19; 2; 19/10; 9/5; 2
Draw; 11/5; 21/10; 117/0; 11/5; 2; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 11/5; 28/13; 11/5; 11/5; 11/5; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-03 18:15:49 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 29/20; 79/50; 6/4; 7/5; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 8/5; 6/4; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 2; 15/8; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 19/10; 19/10; 24/13; 12/7; 37/19; 2; 37/19; 15/8; 2
Draw; 11/5; 21/10; 117/0; 9/4; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 11/5; 21/10; 28/13; 11/5; 11/5; 9/4; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-04 22:15:46 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 29/20; 79/50; 31/20; 6/4; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 17/11; 6/4; 7/5; 16/11; 8/5; 17/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 2; 15/8; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 19/10; 37/19; 24/13; 12/7; 37/19; 2; 37/19; 19/10; 2
Draw; 11/5; 21/10; 117/0; 9/4; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 21/10; 28/13; 11/5; 11/5; 9/4; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-05 02:15:42 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 29/20; 79/50; 31/20; 6/4; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 17/11; 6/4; 7/5; 16/11; 8/5; 17/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 2; 15/8; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 19/10; 37/19; 24/13; 12/7; 37/19; 2; 37/19; 19/10; 2
Draw; 11/5; 21/10; 117/0; 9/4; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 21/10; 28/13; 11/5; 11/5; 9/4; 2; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-05 10:15:43 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 79/50; 31/20; 6/4; 16/11; 29/20; 8/5; 29/20; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 8/5; 17/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 2; 15/8; 37/19; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 12/7; 37/19; 2; 37/19; 19/10; 2
Draw; 11/5; 21/10; 117/0; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4; 21/10; 28/13; 11/5; 11/5; 23/10; 21/10; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-05 14:15:48 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 79/50; 31/20; 6/4; 16/11; 29/20; 8/5; 29/20; 6/4; 6/4; 6/4; 17/11; 6/4; 7/5; 16/11; 8/5; 17/11; 6/4; 6/4
Swansea; 15/8; 19/10; 41/20; 2; 15/8; 37/19; 19/10; 19/10; 19/10; 2; 19/10; 19/10; 37/19; 24/13; 12/7; 37/19; 2; 37/19; 19/10; 2
Draw; 11/5; 21/10; 117/0; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 21/10; 28/13; 11/5; 11/5; 9/4; 21/10; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-05 18:15:41 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 3/2; 6/4; 79/50; 31/20; 8/5; 6/4; 16/11; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 8/5; 17/11; 7/5; 6/4
Swansea; 15/8; 9/5; 19/10; 41/20; 2; 19/10; 15/8; 37/19; 19/10; 19/10; 19/10; 2; 19/10; 19/10; 37/19; 37/19; 2; 19/10; ; 
Draw; 11/5; 9/4; 21/10; 117/0; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 9/4; 
META; english/premier-league/swansea-v-southampton; 2018-05-05 22:15:20 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 6/4; 6/4; 159/00; 13/8; 8/5; 6/4; 16/11; 29/20; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 16/11; 31/20; 17/11; 2/5; 6/4
Swansea; 15/8; 19/10; 19/10; 15/8; 51/25; 19/10; 19/10; 9/5; 37/19; 19/10; 19/10; 19/10; 39/20; 19/10; 19/10; 37/19; 37/19; 21/10; 2; 19/10; 
Draw; 11/5; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 9/4; 
META; english/premier-league/swansea-v-southampton; 2018-05-06 02:15:19 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 6/4; 6/4; 8/5; 31/20; 8/5; 7/5; 16/11; 29/20; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 23/17; 11/8; 16/11; 8/5; 17/11; 7/5; 7/5
Swansea; 15/8; 19/10; 19/10; 15/8; 101/0; 21/10; 19/10; 15/8; 37/19; 19/10; 19/10; 2; 39/20; 19/10; 2; 37/19; 21/10; 31/18; 37/19; 2; 19/10; 2; 
Draw; 11/5; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-06 10:15:20 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 6/4; 6/4; 6/4; 6/4; 8/5; 31/20; 6/4; 7/5; 16/11; 6/4; 11/8; 8/5; 6/4; 6/4; 6/4; 17/11; 7/5; 7/5; 16/11; 8/5; 17/11; 7/5; 7/5
Swansea; 15/8; 19/10; 19/10; 15/8; 101/0; 21/10; 2; 15/8; 37/19; 15/8; 2; 19/10; 39/20; 19/10; 2; 37/19; 2; 17/10; 37/19; 2; 2; 21/10; 
Draw; 11/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-06 14:15:20 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 11/8; 6/4; 6/4; 6/4; 151/00; 31/20; 6/4; 7/5; 16/11; 31/20; 11/8; 29/20; 29/20; 6/4; 6/4; 16/11; 7/5; 7/5; 16/11; 31/20; 16/11; 7/5; 7/5
Swansea; 21/10; 19/10; 19/10; 15/8; 43/20; 21/10; 2; 15/8; 37/19; 19/10; 2; 21/10; 21/10; 19/10; 2; 21/10; 2; 17/10; 37/19; 21/10; 21/10; 2; 21/10
Draw; 11/5; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 2; 43/20; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 23/10; 
META; english/premier-league/swansea-v-southampton; 2018-05-06 18:15:17 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 11/8; 6/4; 29/20; 6/4; 149/00; 6/4; 6/4; 7/5; 16/11; 29/20; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 4/3; 16/11; 6/4; 16/11; 7/5; 7/5
Swansea; 21/10; 19/10; 2; 15/8; 109/0; 21/10; 2; 37/19; 2; 21/10; 15/8; 21/10; 21/10; 2; 21/10; 2; 9/5; 37/19; 85/40; 21/10; 2; 21/10; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 23/10; 
META; english/premier-league/swansea-v-southampton; 2018-05-06 22:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 5/4; 13/10; 27/20; 11/8; 69/50; 29/20; 11/8; 11/8; 7/5; 11/8; 7/5; 5/4; 11/8; 5/4; 13/10; 11/8; 23/17; 13/10; 13/10; 7/5; 7/5; 23/17; 5/4; 6/5; 11/8
Draw; 11/5; 11/5; 21/10; 11/5; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 9/4; 9/4; 43/20; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 2; 23/10
Swansea; 23/10; 21/10; 21/10; 2; 119/0; 9/4; 11/5; 21/10; 39/19; 21/10; 11/5; 9/4; 21/10; 12/5; 9/4; 9/4; 9/4; 21/10; 9/5; 39/19; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/premier-league/swansea-v-southampton; 2018-05-07 02:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 13/10; 13/10; 27/20; 13/10; 73/50; 7/5; 7/5; 13/10; 23/17; 11/8; 7/5; 11/8; 11/8; 11/8; 7/5; 11/8; 7/5; 13/10; 4/3; 23/17; 29/20; 7/5; 11/8; 11/8; 27/20; 7/5; 7/5
Swansea; 9/4; 21/10; 21/10; 11/5; 111/0; 23/10; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 21/10; 21/10; 21/10; 11/5; 9/4
Draw; 11/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-07 10:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 11/8; 13/10; 27/20; 13/10; 139/00; 11/8; 11/8; 13/10; 23/17; 27/20; 11/8; 13/10; 11/8; 11/8; 13/10; 11/8; 23/17; 13/10; 4/3; 23/17; 7/5; 23/17; 13/10; 11/8; 7/5; 11/8; 7/5
Swansea; 9/4; 9/4; 11/5; 11/5; 57/25; 12/5; 11/5; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 9/4; 21/10; 21/10; 9/4; 11/5; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; 121/0; 23/10; 11/5; 21/10; 23/10; 21/10; 23/10; 21/10; 21/10; 43/20; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-07 14:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 11/8; 13/10; 27/20; 7/5; 139/00; 11/8; 11/8; 13/10; 26/19; 27/20; 11/8; 13/10; 11/8; 27/20; 13/10; 13/10; 23/17; 13/10; 4/3; 4/3; 7/5; 23/17; 13/10; 11/8; 7/5; 7/5; 7/5
Swansea; 9/4; 9/4; 11/5; 11/5; 57/25; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4
Draw; 12/5; 21/10; 21/10; 11/5; 121/0; 23/10; 11/5; 21/10; 40/17; 21/10; 23/10; 21/10; 2; 43/20; 12/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-07 18:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 7/5; 11/8; 27/20; 7/5; 29/20; 7/5; 7/5; 13/10; 17/12; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 13/10; 23/17; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 7/5; 7/5
Draw; 23/10; 21/10; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 11/5; 2; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 23/10
Swansea; 9/4; 21/10; 11/5; 11/5; 113/0; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 12/5; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-07 22:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 7/5; 11/8; 27/20; 7/5; 36/25; 7/5; 7/5; 13/10; 17/12; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 23/17; 13/10; 23/17; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5
Swansea; 9/4; 21/10; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 21/10; 9/4; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; 9/4; 9/4; 23/10
Draw; 23/10; 21/10; 21/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 11/5; 2; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10
META; english/premier-league/swansea-v-southampton; 2018-05-08 02:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 13/10; 17/12; 7/5; 7/5; 29/20; 11/8; 6/4; 7/5; 7/5; 7/5; 13/10; 17/12; 11/8; 29/20; 16/11; 7/5; 7/5; 7/5; 7/5; 7/5
Swansea; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 11/5; 43/20; 9/4; 21/10; 28/13; 11/5; 21/10; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 11/5; 2; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-08 10:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 31/20; 6/4; 29/20; 6/4; 39/25; 6/4; 6/4; 7/5; 16/11; 29/20; 6/4; 6/4; 7/5; 6/4; 6/4; 7/5; 16/11; 6/4; 22/15; 10/7; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
Swansea; 21/10; 21/10; 2; 21/10; 85/40; 11/5; 21/10; 21/10; 28/13; 2; 21/10; 2; 21/10; 21/10; 21/10; 2; 39/19; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 
Draw; 9/4; 11/5; 2; 11/5; 57/25; 9/4; 11/5; 21/10; 23/10; 21/10; 9/4; 23/10; 21/10; 11/5; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-08 14:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
Southampton; 31/20; 6/4; 29/20; 6/4; 159/00; 31/20; 8/5; 6/4; 6/4; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 22/15; 16/11; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
Swansea; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 2; 39/19; 2; 39/19; 39/19; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; ; 
Draw; 9/4; 11/5; 2; 11/5; 113/0; 9/4; 11/5; 21/10; 23/10; 21/10; 9/4; 23/10; 21/10; 43/20; 9/4; 11/5; 28/13; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/premier-league/swansea-v-southampton; 2018-05-08 18:15:09 GMT+3; 2018-05-08 19:45; Nothing; Xlenovo
