META; english/premier-league/liverpool-v-stoke; 2018-04-16 14:15:52 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4
Draw; 11/2
Stoke; 62/5
META; english/premier-league/liverpool-v-stoke; 2018-04-16 18:15:52 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/11; 1/5; 2/9; 23/100; 1/5; 1/5; 1/5; 2/11; 2/11; 1/5; 2/9; 1/5; 2/9; 1/5; 3/19; 2/11; 1/5; 1/5; 1/4
Draw; 6; 11/2; 11/2; 34/5; 5; 13/2; 5; 13/2; 11/2; 11/2; 6; 76/13; 57/10; 6; 13/2; 59/10; 26/5; ; 
Stoke; 12; 11; 10; 25/2; 8; 12; 13; 12; 11; 13; 12; 12; 11; 10; 12; 14; 45/4; 59/5; 
META; english/premier-league/liverpool-v-stoke; 2018-04-16 22:15:53 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/11; 1/5; 2/9; 23/100; 1/5; 1/5; 1/5; 2/11; 2/11; 1/5; 2/9; 1/5; 2/9; 1/5; 2/11; 1/5; 1/5; 1/4
Draw; 6; 11/2; 11/2; 33/5; 5; 5; 13/2; 11/2; 11/2; 6; 29/5; 6; 13/2; 59/10; 26/5; ; ; 
Stoke; 12; 11; 10; 13; 12; 13; 12; 11; 12; 12; 12; 11; 12; 14; 45/4; 54/5; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-17 02:15:49 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/5; 1/5; 2/9; 27/100; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 2/9; 4/17; 4/17; 4/17; 2/9; 4/17; 1/4
Draw; 6; 11/2; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 9/2; 5; 11/2; 6; 21/4; 51/10; 27/5; 6; 53/10; 24/5
Stoke; 10; 11; 10; 21/2; 8; 10; 9; 12; 10; 11; 11; 81/10; 17/2; 12; 37/4; 19/2; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-17 10:15:49 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 4/17; 2/9; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 6; 26/5; 51/10; 27/5; 6; 21/4; 23/5; 
Stoke; 9; 10; 10; 19/2; 8; 10; 9; 12; 10; 10; 10; 35/4; 81/10; 17/2; 12; 10; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-17 14:15:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 6; 26/5; 51/10; 27/5; 11/2; 21/4; 23/5; 
Stoke; 9; 10; 10; 19/2; 8; 10; 9; 12; 10; 10; 10; 35/4; 81/10; 17/2; 12; 35/4; 52/5; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-17 18:15:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 2/9; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 11/2; 26/5; 51/10; 27/5; 11/2; 21/4; 23/5; 
Stoke; 9; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 35/4; 81/10; 17/2; 12; 35/4; 52/5; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-17 22:15:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 6; 26/5; 51/10; 27/5; 11/2; 21/4; 23/5; 
Stoke; 9; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 35/4; 81/10; 17/2; 12; 35/4; 52/5; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-18 02:15:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 6; 26/5; 11/2; 51/10; 27/5; 11/2; 21/4; 24/5; 
Stoke; 9; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 35/4; 9; 81/10; 17/2; 12; 35/4; 52/5; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-18 10:15:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 2/9; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 6; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 6; 26/5; 11/2; 51/10; 27/5; 11/2; 21/4; 23/5; 
Stoke; 9; 10; 19/2; 8; 10; 9; 12; 10; 10; 10; 35/4; 9; 81/10; 17/2; 12; 35/4; 19/2; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-18 14:15:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 3/11; 1/4; 4/17; 4/17; 1/4; 3/11; 1/4
Draw; 11/2; 5; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 11/2; 96/19; 11/2; 51/10; 27/5; 11/2; 51/10; 23/5
Stoke; 8; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 9; 81/10; 17/2; 12; 19/2; ; ; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-18 18:15:49 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 3/11; 1/4; 4/17; 4/17; 1/4; 3/11; 1/4
Draw; 11/2; 5; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 11/2; 96/19; 11/2; 51/10; 27/5; 11/2; 51/10; 23/5
Stoke; 8; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 9; 81/10; 17/2; 12; 33/4; 19/2; ; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-18 22:15:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 11/2; 67/13; 11/2; 51/10; 27/5; 11/2; 26/5; 23/5
Stoke; 8; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 35/4; 9; 81/10; 17/2; 12; 35/4; 19/2; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-19 02:15:44 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 29/100; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 57/10; 5; 11/2; 5; 27/5; 13/2; 5; 19/4; 11/2; 11/2; 67/13; 11/2; 51/10; 27/5; 11/2; 26/5; 23/5
Stoke; 8; 10; 10; 19/2; 8; 12; 10; 10; 10; 35/4; 9; 81/10; 17/2; 12; 35/4; 19/2; ; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-19 10:15:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 29/100; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 59/10; 5; 11/2; 5; 27/5; 13/2; 9/2; 19/4; 11/2; 11/2; 67/13; 11/2; 51/10; 27/5; 11/2; 26/5; 5
Stoke; 8; 10; 19/2; 8; 19/2; 8; 12; 10; 10; 10; 35/4; 9; 81/10; 17/2; 12; 19/2; ; ; ; 
META; english/premier-league/liverpool-v-stoke; 2018-04-19 14:15:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Liverpool; 1/4; 1/4; 2/9; 2/7; 1/5; 1/4; 1/5; 4/17; 2/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 4/17; 1/4; 5/19; 1/4
Draw; 11/2; 5; 11/2; 61/10; 5; 11/2; 5; 27/5; 13/2; 9/2; 19/4; 11/2; 11/2; 51/10; 11/2; 51/10; 27/5; 11/2; 67/13; 5
