META; english/premier-league/leicester-v-chelsea; 2017-08-16 14:17:18 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 141/50; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-chelsea; 2017-08-16 18:17:22 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 45/17; ; ; 141/50; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-chelsea; 2017-08-16 22:17:15 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; 8/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 45/17; ; ; 141/50; ; ; ; 14/5; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 17/4; ; ; ; ; 
META; english/premier-league/leicester-v-chelsea; 2017-08-17 02:17:15 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; 8/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 45/17; ; ; 141/50; ; ; ; 14/5; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 17/4; ; ; ; ; 
META; english/premier-league/leicester-v-chelsea; 2017-08-17 10:17:18 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; 8/11; 7/10; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 45/17; ; ; 141/50; ; ; ; 14/5; 11/4; ; ; ; 
Leicester; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 17/4; 15/4; ; ; ; 
META; english/premier-league/leicester-v-chelsea; 2017-08-17 14:17:25 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; 8/11; 7/10; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 45/17; ; ; 141/50; ; ; ; 14/5; 11/4; ; ; ; 
