META; english/premier-league/tottenham-v-man-city; 2018-04-02 14:16:27 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 5/4; 13/10; 27/20; 27/20; 6/5; 13/10; 6/5; 5/4; 27/20; 13/10; 11/8; 11/8; 13/10; 13/10; 23/17; 5/4; 9/7; 5/4; 11/8; 27/20; 23/17; 23/20
Tottenham; 9/5; 19/10; 9/5; 19/10; 9/5; 19/10; 9/5; 19/10; 9/5; 15/8; 2; 15/8; 19/10; 19/10; 24/13; 11/5; 8/5; 19/10; 2; 37/20; 24/13; 9/5
Draw; 11/4; 13/5; 5/2; 11/4; 12/5; 13/5; 12/5; 45/17; 5/2; 13/5; 23/10; 5/2; 11/4; 13/5; 28/11; 12/5; 13/5; 45/17; 13/5; 51/20; 28/11; 11/5
META; english/premier-league/tottenham-v-man-city; 2018-04-02 18:16:25 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 11/8; 6/5; 5/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 5/4; 4/3; 5/4; 29/20; 11/8; 7/5; 6/5
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 15/8; 7/4; 19/10; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 11/5; 17/11; 19/10; 15/8; 9/5; 9/5; 17/10
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 11/5
META; english/premier-league/tottenham-v-man-city; 2018-04-02 22:16:24 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 11/8; 6/5; 5/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 23/17; 4/3; 5/4; 29/20; 11/8; 7/5; 6/5
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 15/8; 7/4; 19/10; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 2; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 11/5
META; english/premier-league/tottenham-v-man-city; 2018-04-03 02:16:20 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 11/8; 6/5; 5/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 23/17; 4/3; 5/4; 29/20; 11/8; 7/5; 5/4
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 15/8; 7/4; 19/10; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 2; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 23/10
META; english/premier-league/tottenham-v-man-city; 2018-04-03 10:16:21 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 11/8; 6/5; 5/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 23/17; 4/3; 5/4; 29/20; 11/8; 7/5; 5/4
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 15/8; 7/4; 19/10; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 2; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 21/10
META; english/premier-league/tottenham-v-man-city; 2018-04-03 14:16:23 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 7/5; 6/5; 5/4; 7/5; 11/8; 7/5; 7/5; 7/5; 11/8; 23/17; 7/5; 4/3; 5/4; 29/20; 11/8; 23/17; 5/4
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 19/10; 17/10; 15/8; 9/5; 9/5; 15/8; 9/5; 9/5; 19/10; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-03 18:16:24 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 27/20; 6/5; 7/5; 6/5; 5/4; 7/5; 11/8; 7/5; 7/5; 7/5; 11/8; 23/17; 7/5; 4/3; 5/4; 29/20; 11/8; 23/17; 13/10
Tottenham; 7/4; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 19/10; 17/10; 15/8; 9/5; 9/5; 15/8; 9/5; 9/5; 19/10; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-03 22:16:23 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 13/10; 7/5; 7/5; 7/5; 27/20; 6/5; 7/5; 6/5; 5/4; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 23/17; 7/5; 4/3; 5/4; 29/20; 11/8; 23/17; 13/10
Tottenham; 7/4; 7/4; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 19/10; 17/10; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 19/10; 17/11; 19/10; 15/8; 9/5; 9/5; 7/4
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 23/10; 13/5; 23/10; 45/17; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 13/5; 45/17; 27/10; 51/20; 28/11; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-04 02:16:26 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 8/5; 7/5; 13/8; 7/5; 27/20; 7/5; 8/5; 7/5; 6/4; 8/5; 6/4; 8/5; 33/20; 13/8; 6/4; 8/5; 6/4; 17/12; 6/4; 17/10; 8/5; 28/17; 6/4
Tottenham; 7/5; 7/4; 6/4; 7/4; 19/10; 31/20; 13/8; 6/4; 8/5; 6/4; 13/8; 8/5; 31/20; 8/5; 17/10; 6/4; 17/10; 17/12; 8/5; 13/8; 31/20; 17/11; 6/4
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 5/2; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-04 10:16:23 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 8/5; 7/5; 13/8; 7/5; 27/20; 6/4; 8/5; 6/4; 6/4; 8/5; 8/5; 8/5; 33/20; 13/8; 6/4; 8/5; 6/4; 17/12; 6/4; 17/10; 8/5; 28/17; 6/4
Tottenham; 7/5; 7/4; 6/4; 7/4; 19/10; 29/20; 13/8; 7/5; 8/5; 6/4; 6/4; 8/5; 31/20; 8/5; 17/10; 6/4; 17/10; 17/12; 8/5; 13/8; 31/20; 17/11; 6/4
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 23/10; 13/5; 23/10; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 5/2; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-04 14:16:26 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 8/5; 13/8; 13/8; 7/5; 13/8; 6/4; 13/8; 6/4; 6/4; 8/5; 8/5; 8/5; 33/20; 13/8; 8/5; 8/5; 6/4; 17/12; 6/4; 17/10; 8/5; 28/17; 6/4
Tottenham; 7/5; 6/4; 6/4; 7/4; 13/8; 29/20; 8/5; 7/5; 8/5; 6/4; 8/5; 8/5; 31/20; 8/5; 8/5; 6/4; 17/10; 17/12; 8/5; 13/8; 31/20; 17/11; 6/4
Draw; 11/4; 13/5; 5/2; 13/5; 53/20; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 5/2; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-04 18:16:27 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 8/5; 13/8; 13/8; 7/5; 13/8; 6/4; 13/8; 6/4; 6/4; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 8/5; 6/4; 17/12; 6/4; 17/10; 8/5; 8/5; 6/4
Tottenham; 7/5; 6/4; 6/4; 7/4; 13/8; 29/20; 8/5; 7/5; 8/5; 6/4; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 17/10; 17/12; 8/5; 13/8; 31/20; 17/11; 6/4
Draw; 11/4; 13/5; 5/2; 13/5; 53/20; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 5/2; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-04 22:16:24 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
Man City; 8/5; 13/8; 13/8; 7/5; 13/8; 6/4; 13/8; 6/4; 6/4; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 8/5; 6/4; 6/4; 17/10; 8/5; 8/5; 6/4
Tottenham; 7/5; 6/4; 6/4; 7/4; 13/8; 29/20; 8/5; 7/5; 8/5; 6/4; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 17/10; 8/5; 13/8; 31/20; 17/11; 6/4
Draw; 11/4; 13/5; 5/2; 13/5; 53/20; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 51/20; 5/2; 12/5
META; english/premier-league/tottenham-v-man-city; 2018-04-05 02:16:23 GMT+3; 2018-04-14 19:45; Nothing; Xlenovo
