META; english/premier-league/man-city-v-west-brom; 2018-01-03 18:17:13 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-03 22:17:10 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-04 02:17:08 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-04 10:17:10 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-04 14:17:19 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-04 18:17:14 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-04 22:17:15 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-05 02:17:11 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-05 10:17:07 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-05 14:17:39 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-05 18:18:40 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-05 22:18:06 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; ; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; ; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; ; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-06 02:17:20 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; ; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; ; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; ; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-06 10:17:31 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; ; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; ; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; ; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-06 14:17:54 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-06 18:17:35 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-06 22:17:16 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-07 02:17:08 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-07 10:17:10 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-07 14:18:40 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; ; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; ; ; 
Draw; ; ; ; ; 23/2; ; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; ; ; 
West Brom; ; ; ; ; 28; ; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; ; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-07 18:17:23 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; 1/14; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; 1/12; ; 
Draw; ; ; ; ; 23/2; 13; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; 23/5; ; 
West Brom; ; ; ; ; 28; 28; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; 23/5; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-07 22:17:31 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; 1/14; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; 1/10; ; 
Draw; ; ; ; ; 23/2; 13; ; 10; ; ; ; ; ; ; ; ; 9; ; 9; ; ; 10; ; 9; ; ; 23/5; ; 
West Brom; ; ; ; ; 28; 28; ; 22; ; ; ; ; ; ; ; ; 18; ; 18; ; ; 22; ; 22; ; ; 23/5; ; 
META; english/premier-league/man-city-v-west-brom; 2018-01-08 02:17:31 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Man City; ; ; ; ; 1/9; 1/14; ; 1/16; ; ; ; ; ; ; ; ; 1/9; ; 1/9; ; ; 1/10; ; 1/11; ; ; 1/9; ; 
