META; english/premier-league/man-utd-v-west-ham; 2017-06-15 14:15:14 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Man Utd; 2/7; 4/11; 3/10; 3/10; 4/11; 2/7; 2/7; 3/10; ; 2/7; 2/7; 1/4; 2/7; 3/10; 30/100; 1/3; 3/10; 10/29; 1/3; 3/10; 7/20; 6/19; 6/17; 3/10; 6/17; ; 1/4; ; 
Draw; 15/4; 10/3; 17/4; 7/2; 10/3; 15/4; 21/5; 4; ; 4; 7/2; 4; 15/4; 4; 17/4; 7/2; 39/10; 17/5; 7/2; 39/10; 43/10; 21/5; 15/4; 15/4; 15/4; ; 14/5; ; 
West Ham; 12; 7; 10; 9; 15/2; 11; 14; 8; ; 8; 10; 12; 11; 8; 10; 9; 39/4; 19/2; 8; 39/4; 11; 89/10; 8; 11; 17/2; ; 17/2; ; 
META; english/premier-league/man-utd-v-west-ham; 2017-06-15 18:15:12 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Man Utd; 2/7; 4/11; 3/10; 3/10; 4/11; 2/7; 3/10; 3/10; ; 2/7; 2/7; 3/10; 2/7; 3/10; 30/100; 2/7; 5/19; 3/10; 1/4; 5/19; 31/100; 6/19; 1/4; 3/10; 1/4; ; 1/4; ; 
Draw; 15/4; 10/3; 17/4; 7/2; 10/3; 15/4; 17/4; 4; ; 4; 7/2; 4; 4; 4; 9/2; 15/4; 43/10; 18/5; 9/2; 43/10; 47/10; 21/5; 9/2; 4; 9/2; ; 14/5; ; 
West Ham; 12; 7; 10; 9; 15/2; 11; 12; 8; ; 8; 10; 10; 11; 8; 9; 11; 43/4; 21/2; 23/2; 43/4; 12; 89/10; 23/2; 9; 12; ; 17/2; ; 
META; english/premier-league/man-utd-v-west-ham; 2017-06-15 22:15:13 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Man Utd; 2/7; 4/11; 3/10; 2/7; 4/11; 2/7; 3/10; 3/10; ; 2/7; 2/7; 3/10; 2/7; 3/10; 30/100; 2/7; 3/11; 3/10; 1/4; 3/11; 31/100; 6/19; 1/4; 3/10; 1/4; ; 1/4; ; 
Draw; 15/4; 10/3; 17/4; 19/5; 10/3; 15/4; 17/4; 4; ; 4; 7/2; 4; 4; 4; 9/2; 15/4; 17/4; 18/5; 9/2; 17/4; 47/10; 21/5; 9/2; 4; 9/2; ; 2; ; 
West Ham; 12; 7; 10; 17/2; 15/2; 11; 12; 8; ; 8; 10; 10; 11; 8; 9; 11; 10; 21/2; 23/2; 10; 12; 89/10; 23/2; 9; 12; ; 6/5; ; 
