META; english/premier-league/west-ham-v-crystal-palace; 2018-01-03 18:16:58 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-12 18:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-12 22:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-13 02:16:55 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-13 10:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-13 14:17:23 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-13 18:17:01 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-13 22:16:37 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-14 02:16:37 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; 5/4; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; 9/4; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-14 10:16:36 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; 5/4; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; 9/4; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-14 14:16:39 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 133/100; 6/5; 5/4; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 20/21; ; 
Draw; ; ; ; ; 119/50; 23/10; 9/4; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 49/20; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 23/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-14 18:16:34 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/5; 5/4; 5/4; ; 34/25; 5/4; 5/4; 6/5; ; 5/4; ; ; ; ; ; 5/4; 6/5; 6/5; 6/5; ; ; 13/10; 13/10; 5/4; 6/5; ; 20/21; ; 
Draw; 9/4; 12/5; 21/10; ; 59/25; 23/10; 9/4; 9/4; ; 2; ; ; ; ; ; 23/10; 11/5; 9/4; 11/5; ; ; 11/5; 85/40; 21/10; 23/10; ; 2; ; 
Crystal Palace; 23/10; 21/10; 12/5; ; 12/5; 13/5; 23/10; 5/2; ; 12/5; ; ; ; ; ; 12/5; 5/2; 23/10; 5/2; ; ; 5/2; 13/5; 12/5; 23/10; ; 23/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-14 22:16:32 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 23/20; 5/4; 5/4; ; 123/100; 5/4; 5/4; 6/5; 6/5; 5/4; ; ; ; ; ; 5/4; 5/4; 5/4; 5/4; 16/13; 6/5; 13/10; 5/4; 5/4; 5/4; ; 20/21; ; 
Draw; 9/4; 12/5; 21/10; ; 121/50; 12/5; 23/10; 23/10; 23/10; 21/10; ; ; ; ; ; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; ; 2; ; 
Crystal Palace; 12/5; 21/10; 23/10; ; 66/25; 5/2; 9/4; 12/5; 23/10; 9/4; ; ; ; ; ; 12/5; 12/5; 11/5; 12/5; 21/10; 23/10; 23/10; 5/2; 23/10; 11/5; ; 27/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-15 02:16:31 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 23/20; 5/4; 5/4; ; 123/100; 5/4; 5/4; 6/5; 6/5; 5/4; ; ; ; ; ; 5/4; 5/4; 5/4; 5/4; 16/13; 6/5; 13/10; 5/4; 5/4; 5/4; ; 10/9; ; 
Draw; 9/4; 12/5; 21/10; ; 121/50; 12/5; 23/10; 23/10; 23/10; 21/10; ; ; ; ; ; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Crystal Palace; 12/5; 21/10; 23/10; ; 66/25; 5/2; 9/4; 12/5; 23/10; 9/4; ; ; ; ; ; 12/5; 12/5; 11/5; 12/5; 21/10; 23/10; 23/10; 5/2; 23/10; 11/5; ; 27/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-15 10:16:32 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 23/20; 5/4; 5/4; ; 123/100; 5/4; 5/4; 6/5; 6/5; 5/4; ; ; ; ; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 6/5; 13/10; 5/4; 5/4; 5/4; ; 10/9; ; 
Draw; 9/4; 12/5; 21/10; ; 121/50; 12/5; 23/10; 23/10; 23/10; 21/10; ; ; ; ; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Crystal Palace; 12/5; 21/10; 23/10; ; 66/25; 5/2; 9/4; 12/5; 23/10; 9/4; ; ; ; ; 23/10; 12/5; 12/5; 11/5; 12/5; 21/10; 23/10; 23/10; 5/2; 23/10; 11/5; ; 27/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-15 18:17:45 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 6/5; 23/17; 5/4; 143/100; 7/5; 11/8; 13/10; 15/13; 27/20; ; ; ; 29/20; 13/10; 5/4; 13/10; 13/10; 13/10; 23/18; 15/13; 13/10; 29/20; 13/10; 23/17; ; 10/9; ; 
Draw; 11/5; 9/4; 21/10; 11/5; 109/50; 9/4; 21/10; 21/10; 23/10; 21/10; ; ; ; 43/20; 21/10; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 12/5; 21/10; 23/10; 49/20; 12/5; 9/4; 23/10; 12/5; 21/10; ; ; ; 41/20; 12/5; 21/10; 11/5; 11/5; 11/5; 133/67; 12/5; 23/10; 11/5; 11/5; 11/5; ; 27/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-15 22:16:44 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 6/5; 23/17; 5/4; 143/100; 7/5; 11/8; 13/10; 15/13; 27/20; ; ; ; 29/20; 13/10; 5/4; 23/17; 13/10; 23/17; 23/18; 15/13; 13/10; 29/20; 13/10; 23/17; ; 10/9; ; 
Draw; 11/5; 9/4; 21/10; 11/5; 109/50; 9/4; 21/10; 21/10; 23/10; 21/10; ; ; ; 43/20; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 12/5; 21/10; 23/10; 49/20; 12/5; 9/4; 23/10; 12/5; 21/10; ; ; ; 41/20; 12/5; 21/10; 11/5; 11/5; 11/5; 133/67; 12/5; 23/10; 11/5; 11/5; 11/5; ; 27/20; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-16 02:16:34 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 6/5; 23/17; 5/4; 143/100; 13/10; 11/8; 13/10; 15/13; 27/20; ; ; ; 29/20; 13/10; 5/4; 23/17; 13/10; 23/17; 23/18; 15/13; 13/10; 29/20; 13/10; 13/10; ; 6/5; ; 
Draw; 11/5; 9/4; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 23/10; 21/10; ; ; ; 43/20; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 12/5; 21/10; 23/10; 49/20; 23/10; 9/4; 23/10; 12/5; 21/10; ; ; ; 41/20; 12/5; 21/10; 23/10; 11/5; 23/10; 133/67; 12/5; 23/10; 11/5; 11/5; 11/5; ; 7/4; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-16 10:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 11/8; 23/17; 5/4; 143/100; 13/10; 11/8; 13/10; 15/13; 27/20; ; ; ; 29/20; 13/10; 5/4; 23/17; 13/10; 23/17; 23/18; 15/13; 13/10; 29/20; 13/10; 13/10; ; 6/5; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 23/10; 21/10; ; ; ; 43/20; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 21/10; 21/10; 23/10; 49/20; 23/10; 9/4; 23/10; 12/5; 21/10; ; ; ; 41/20; 12/5; 21/10; 23/10; 11/5; 23/10; 133/67; 12/5; 23/10; 11/5; 11/5; 11/5; ; 7/4; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-16 14:17:40 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 11/8; 23/17; 5/4; 143/100; 13/10; 11/8; 13/10; 15/13; 27/20; ; 7/5; ; 29/20; 13/10; 5/4; 23/17; 13/10; 23/17; 23/18; 15/13; 13/10; 29/20; 13/10; 13/10; ; 5/4; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 23/10; 21/10; ; 2; ; 43/20; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 21/10; 21/10; 23/10; 49/20; 23/10; 9/4; 23/10; 12/5; 21/10; ; 11/5; ; 41/20; 12/5; 21/10; 23/10; 11/5; 23/10; 133/67; 12/5; 23/10; 11/5; 11/5; 11/5; ; 7/4; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-16 18:17:07 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 11/8; 23/17; 5/4; 143/100; 13/10; 11/8; 13/10; 15/13; 27/20; ; 7/5; ; 29/20; 13/10; 5/4; 23/17; 13/10; 23/17; 23/18; 15/13; 13/10; 29/20; 13/10; 13/10; ; 5/4; ; 
Draw; 11/5; 21/10; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 23/10; 21/10; ; 2; ; 43/20; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 11/5; 21/10; ; 21/10; ; 
Crystal Palace; 11/5; 21/10; 21/10; 23/10; 49/20; 23/10; 9/4; 23/10; 12/5; 21/10; ; 11/5; ; 41/20; 12/5; 21/10; 23/10; 9/4; 23/10; 133/67; 12/5; 23/10; 11/5; 11/5; 9/4; ; 7/4; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-17 02:16:49 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 11/8; 7/5; 5/4; 143/100; 13/10; 7/5; 13/10; 15/13; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 23/17; 23/17; 23/17; 23/18; 15/13; 7/5; 29/20; 11/8; 23/17; ; 5/4; ; 
Draw; 11/5; 21/10; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 23/10; 21/10; ; 2; ; 43/20; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
Crystal Palace; 11/5; 21/10; 2; 23/10; 49/20; 23/10; 11/5; 23/10; 12/5; 2; ; 11/5; ; 41/20; 11/5; 21/10; 23/10; 21/10; 23/10; 133/67; 12/5; 9/4; 11/5; 11/5; 28/13; ; 17/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-17 10:16:40 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 5/4; 11/8; 7/5; 5/4; 38/25; 13/10; 7/5; 13/10; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 23/18; 7/5; 7/5; 29/20; 11/8; 7/5; ; 5/4; ; 
Draw; 11/5; 21/10; 21/10; 11/5; 109/50; 11/5; 21/10; 11/5; 2; 21/10; ; 2; ; 43/20; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 
Crystal Palace; 11/5; 21/10; 2; 23/10; 23/10; 23/10; 11/5; 23/10; 11/5; 2; ; 11/5; ; 41/20; 11/5; 21/10; 23/10; 21/10; 23/10; 133/67; 11/5; 9/4; 11/5; 11/5; 21/10; ; 13/8; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-17 14:17:37 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 7/5; 7/5; 7/5; 7/5; 7/5; ; 29/20; ; 6/4; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 13/10; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 9/4; 21/10; 9/4; 11/5; 2; ; 2; ; 2; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 39/19; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-17 18:16:30 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 7/5; 7/5; 7/5; 7/5; 7/5; ; 29/20; ; 6/4; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 13/10; ; 
Crystal Palace; 15/8; 11/5; 2; 23/10; 58/25; 9/4; 21/10; 9/4; 11/5; 2; ; 2; ; 2; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 39/19; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-17 22:16:31 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 7/5; 7/5; 7/5; 7/5; 7/5; ; 29/20; ; 6/4; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 27/20; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 9/4; 21/10; 9/4; 11/5; 2; ; 2; ; 2; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 39/19; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-18 02:16:28 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 7/5; 7/5; 7/5; 7/5; 7/5; ; 29/20; ; 6/4; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 9/4; 21/10; 9/4; 11/5; 2; ; 2; ; 2; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 39/19; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-18 10:16:30 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 7/5; 7/5; 7/5; 7/5; 7/5; ; 11/8; ; 6/4; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 9/4; 21/10; 9/4; 11/5; 2; ; 21/10; ; 2; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 39/19; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 2; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-18 14:16:29 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; ; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; ; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-18 18:16:31 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; ; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; ; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-18 22:17:49 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; ; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-19 02:17:48 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; ; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-19 10:17:36 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; ; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-19 14:17:36 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-19 18:17:33 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
