META; english/premier-league/burnley-v-west-ham; 2017-09-20 22:17:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 6/4; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 15/11; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 17/9; 24/13; ; 19/10; ; ; 4/7; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-26 02:17:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 6/4; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 15/11; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 17/9; 24/13; ; 19/10; ; ; 4/7; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-26 10:17:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 2/5; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-26 14:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; ; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; ; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 2/5; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; ; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-26 18:17:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 2/5; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-26 22:17:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 3/10; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-27 02:17:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 3/10; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-27 10:17:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 1; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 3/10; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-27 14:18:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 6/5; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 17/10; 24/13; 19/10; ; 2; ; 2; 19/10; 19/10; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 3/10; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-27 22:17:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 7/4; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-28 02:17:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 7/4; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-28 10:17:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 7/4; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-28 14:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 7/4; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-28 18:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 9/5; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 28/13; 2; ; 21/10; ; 23/10; 21/10; 21/10; 11/5; 28/13; 28/13; 23/10; 9/4; 28/13; ; 21/10; ; ; 2; ; 
META; english/premier-league/burnley-v-west-ham; 2017-09-28 22:16:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Burnley; 7/5; 3/2; 6/4; ; ; 29/20; 8/5; 6/4; 17/11; 6/4; ; 31/20; ; 8/5; 8/5; 7/5; 16/11; 17/11; 6/4; 13/8; 7/5; 17/11; ; 6/4; ; ; 11/8; ; 
West Ham; 15/8; 9/5; 19/10; ; ; 37/20; 2; 15/8; 24/13; 19/10; ; 2; ; 2; 19/10; 9/5; 24/13; 24/13; 19/10; 101/50; 29/16; 24/13; ; 19/10; ; ; 13/8; ; 
