META; english/premier-league/chelsea-v-liverpool; 2018-04-27 18:16:19 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Liverpool; 19/10; 2; 7/4; 
Draw; 12/5; 28/11; 28/11; 12/5
Chelsea; 23/20; ; ; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-27 22:16:31 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 13/10; 13/10; 13/10; 13/10; 6/5; 5/4; 5/4; 5/4; 13/10; 6/5; 5/4; 17/14; 5/4; 13/10; 5/4; 6/5
Liverpool; 19/10; 11/5; 2; 15/8; 2; 41/20; 2; 19/10; 2; 31/18; 2; 21/10; 2; 7/4; ; 
Draw; 5/2; 11/4; 13/5; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 28/11; 28/11; 5/2; 27/10; 28/11; 12/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-28 02:16:25 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 131/00; 5/4; 13/10; 11/10; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; 17/14; 5/4; 13/10; 5/4; 6/5
Liverpool; 21/10; 19/10; 56/25; 2; 15/8; 2; 41/20; 2; 19/10; 39/19; 31/18; 2; 21/10; 39/19; 7/4; ; 
Draw; 5/2; 5/2; 133/0; 13/5; 13/5; 12/5; 5/2; 5/2; 5/2; 11/4; 23/10; 5/2; 28/11; 5/2; 27/10; 28/11; 12/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-28 10:16:26 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 131/00; 5/4; 5/4; 11/10; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; 17/14; 5/4; 13/10; 5/4; 6/5
Liverpool; 21/10; 19/10; 56/25; 2; 21/10; 15/8; 2; 41/20; 2; 19/10; 39/19; 31/18; 2; 21/10; 39/19; 7/4; 
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 11/4; 23/10; 5/2; 28/11; 5/2; 27/10; 28/11; 12/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-28 14:16:34 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 131/00; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 17/14; 5/4; 13/10; 5/4; 6/5
Liverpool; 21/10; 19/10; 56/25; 2; 21/10; 15/8; 2; 2; 41/20; 2; 19/10; 39/19; 31/18; 2; 21/10; 39/19; 7/4; 
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 11/4; 12/5; 5/2; 28/11; 5/2; 27/10; 28/11; 12/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-28 18:16:26 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 131/00; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 19/16; 5/4; 5/4; 5/4; 6/5
Liverpool; 21/10; 19/10; 56/25; 2; 21/10; 15/8; 2; 2; 41/20; 2; 19/10; 39/19; 23/13; 2; 85/40; 39/19; 7/4; 
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 11/4; 12/5; 5/2; 28/11; 5/2; 27/10; 28/11; 12/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-28 22:16:00 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 131/00; 5/4; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5
Liverpool; 21/10; 19/10; 56/25; 2; 21/10; 15/8; 2; 2; 41/20; 2; 19/10; 21/10; 2; 85/40; 21/10; 7/4
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 5/2; 27/10; 12/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-29 02:15:58 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 127/00; 6/5; 5/4; 11/10; 5/4; 6/5; 23/20; 23/20; 23/20; 11/10; 11/10; 10/9; 5/4; 5/4; 6/5; 10/9
Liverpool; 21/10; 19/10; 58/25; 21/10; 21/10; 2; 2; 9/4; 2; 23/10; 9/4; 2; 21/10; 21/11; 2; 9/4; 21/10; 21/10
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 11/4; 5/2; 11/4; 12/5; 28/11; 5/2; 13/5; 12/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-29 10:15:58 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 127/00; 6/5; 5/4; 11/10; 5/4; 6/5; 23/20; 23/20; 23/20; 11/10; 11/10; 10/9; 5/4; 5/4; 6/5; 10/9
Liverpool; 21/10; 19/10; 58/25; 21/10; 21/10; 2; 2; 9/4; 2; 23/10; 9/4; 2; 21/10; 21/11; 2; 9/4; 21/10; 21/10
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 11/4; 5/2; 11/4; 12/5; 28/11; 5/2; 13/5; 12/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-29 14:15:59 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 127/00; 6/5; 5/4; 11/10; 5/4; 6/5; 23/20; 23/20; 23/20; 11/10; 11/10; 10/9; 5/4; 5/4; 6/5; 10/9
Liverpool; 21/10; 19/10; 58/25; 21/10; 21/10; 2; 2; 9/4; 2; 23/10; 9/4; 2; 21/10; 21/11; 2; 9/4; 21/10; 21/10
Draw; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 11/4; 5/2; 11/4; 12/5; 28/11; 5/2; 13/5; 12/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-29 18:16:00 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 6/5; 13/10; 23/20; 127/00; 6/5; 5/4; 11/10; 5/4; 23/20; 6/5; 23/20; 23/20; 23/20; 11/10; 6/5; 10/9; 5/4; 5/4; 6/5; 10/9
Liverpool; 21/10; 19/10; 9/4; 58/25; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 23/10; 9/4; 2; 21/10; 21/11; 2; 9/4; 21/10; 17/10
Draw; 5/2; 5/2; 5/2; 133/0; 13/5; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 11/4; 5/2; 11/4; 23/10; 28/11; 5/2; 13/5; 5/2; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-29 22:15:52 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 1; 21/20; 21/20; 111/00; 11/10; 11/10; 1; 21/20; 21/20; 6/5; 21/20; 23/20; 21/20; 21/20; 21/20; 21/20; 21/20; 24/23; 21/20; 11/10; 11/10; 10/9; 
Liverpool; 5/2; 5/2; 12/5; 12/5; 131/0; 12/5; 12/5; 23/10; 5/2; 12/5; 2; 5/2; 2; 5/2; 5/2; 9/4; 12/5; 5/2; 39/19; 5/2; 27/10; 12/5; 21/10
Draw; 13/5; 13/5; 5/2; 13/5; 139/0; 13/5; 13/5; 12/5; 5/2; 5/2; 13/5; 5/2; 11/4; 5/2; 13/5; 12/5; 5/2; 13/5; 28/11; 5/2; 13/5; 5/2; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-30 02:15:50 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 1; 21/20; 21/20; 28/25; 11/10; 11/10; 1; 21/20; 21/20; 6/5; 11/10; 23/20; 11/10; 21/20; 21/20; 21/20; 21/20; 24/23; 21/20; 23/20; 11/10; 10/9; 
Liverpool; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 5/2; 23/10; 2; 5/2; 2; 12/5; 5/2; 9/4; 12/5; 5/2; 39/19; 5/2; 5/2; 12/5; 23/10
Draw; 13/5; 13/5; 5/2; 13/5; 69/25; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 11/4; 5/2; 13/5; 12/5; 5/2; 13/5; 28/11; 5/2; 13/5; 5/2; 5/2
META; english/premier-league/chelsea-v-liverpool; 2018-04-30 10:15:50 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 11/10; 11/10; 21/20; 21/20; 23/20; 11/10; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 23/20; 11/10; 21/20; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 20/21; 10/9
Liverpool; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 2; 49/20; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 23/10; 5/2
Draw; 5/2; 5/2; 5/2; 13/5; 67/25; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 11/4; 5/2; 13/5; 23/10; 27/11; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-04-30 14:15:51 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 21/20; 11/10; 11/10; 21/20; 61/50; 11/10; 11/10; 1; 21/20; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 21/20; 9/8; 21/20; 23/20; 11/10; 11/10; 20/21; 23/20; 20/21; 6/5
Liverpool; 12/5; 12/5; 23/10; 12/5; 121/0; 5/2; 12/5; 23/10; 5/2; 9/4; 12/5; 9/4; 2; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 5/2; 12/5; 40/17; 9/4; 23/10; 12/5; 12/5; 23/10
Draw; 5/2; 5/2; 5/2; 13/5; 133/0; 13/5; 5/2; 12/5; 13/5; 12/5; 13/5; 12/5; 11/4; 5/2; 13/5; 23/10; 27/11; 13/5; 13/5; 13/5; 27/10; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2
META; english/premier-league/chelsea-v-liverpool; 2018-04-30 18:15:51 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 23/20; 23/20; 21/20; 123/00; 23/20; 6/5; 1; 6/5; 23/20; 6/5; 6/5; 27/20; 6/5; 23/20; 11/10; 15/13; 15/13; 6/5; 6/5; 5/4; 15/13; 11/10; 10/9; 10/9; 21/20; 6/5
Liverpool; 11/5; 9/4; 11/5; 12/5; 119/0; 12/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 7/4; 11/5; 9/4; 21/10; 11/5; 23/10; 28/13; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10
Draw; 5/2; 5/2; 12/5; 13/5; 67/25; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 13/5; 23/10; 27/11; 5/2; 11/4; 13/5; 13/5; 27/11; 5/2; 5/2; 13/5; 5/2; 5/2; 
META; english/premier-league/chelsea-v-liverpool; 2018-04-30 22:15:50 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 23/20; 23/20; 21/20; 123/00; 23/20; 6/5; 1; 6/5; 23/20; 6/5; 6/5; 27/20; 6/5; 23/20; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 15/13; 11/10; 23/20; 23/20; 21/20; 6/5
Liverpool; 11/5; 9/4; 11/5; 12/5; 119/0; 12/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 7/4; 11/5; 9/4; 21/10; 28/13; 23/10; 28/13; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10
Draw; 5/2; 5/2; 12/5; 13/5; 67/25; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 13/5; 23/10; 12/5; 5/2; 11/4; 13/5; 13/5; 27/11; 5/2; 5/2; 13/5; 5/2; 13/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-05-01 02:15:47 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 63/50; 6/5; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; 27/20; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5
Liverpool; 11/5; 21/10; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 7/4; 21/10; 21/10; 21/10; 28/13; 23/10; 9/4; 11/5; 9/4; 28/13; 21/10; 21/10; 19/10; 11/5; 23/10
Draw; 5/2; 5/2; 12/5; 13/5; 67/25; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 27/11; 12/5; 5/2; 5/2; 5/2; 13/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-05-01 10:15:47 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 27/20; 5/4; 5/4; 11/10; 6/5; 15/13; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4
Liverpool; 11/5; 21/10; 21/10; 9/4; 117/0; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 7/4; 43/20; 21/10; 21/10; 28/13; 23/10; 28/13; 11/5; 9/4; 28/13; 21/10; 11/5; 23/10; 23/10
Draw; 5/2; 5/2; 12/5; 13/5; 67/25; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 27/11; 12/5; 5/2; 13/5; 13/5; 
META; english/premier-league/chelsea-v-liverpool; 2018-05-01 14:15:48 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 32/25; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 27/20; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4
Liverpool; 11/5; 21/10; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 7/4; 43/20; 21/10; 21/10; 28/13; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10
Draw; 5/2; 5/2; 5/2; 13/5; 66/25; 5/2; 12/5; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 12/5; 5/2; 13/5; 13/5; 13/5; 27/11; 12/5; 5/2; 13/5; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-05-01 18:15:48 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 32/25; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 27/20; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
Liverpool; 11/5; 21/10; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 7/4; 43/20; 21/10; 21/10; 28/13; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10
Draw; 5/2; 5/2; 5/2; 13/5; 66/25; 5/2; 12/5; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 27/11; 12/5; 5/2; 13/5; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-05-01 22:15:54 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 32/25; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 27/20; 6/5; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Liverpool; 11/5; 21/10; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 7/4; 43/20; 21/10; 21/10; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10
Draw; 5/2; 5/2; 5/2; 13/5; 66/25; 5/2; 12/5; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-05-02 02:15:46 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 32/25; 6/5; 5/4; 11/10; 6/5; 23/20; 6/5; 6/5; 27/20; 6/5; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 10/9; 13/10; 5/4
Liverpool; 11/5; 21/10; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 7/4; 43/20; 21/10; 21/10; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 2; 9/4; 23/10
Draw; 5/2; 5/2; 12/5; 13/5; 66/25; 5/2; 12/5; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 9/5; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-05-02 10:15:43 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 127/00; 6/5; 5/4; 11/10; 6/5; 23/20; 6/5; 6/5; 27/20; 6/5; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 10/9; 6/5; 6/5
Liverpool; 11/5; 21/10; 21/10; 9/4; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 7/4; 43/20; 21/10; 21/10; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 2; 11/5; 9/4
Draw; 5/2; 5/2; 12/5; 13/5; 131/0; 5/2; 12/5; 23/10; 13/5; 12/5; 5/2; 12/5; 27/10; 5/2; 5/2; 23/10; 27/11; 5/2; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 9/5; 5/2; 13/5
META; english/premier-league/chelsea-v-liverpool; 2018-05-02 14:15:46 GMT+3; 2018-05-06 16:30; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 11/10; 127/00; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 5/4; 27/20; 5/4; 5/4; 11/10; 6/5; 15/13; 16/13; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
