META; english/premier-league/chelsea-v-stoke; 2017-12-18 18:17:13 GMT+2; 2018-01-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; 1/4; 2/9; 1/4; ; ; ; ; ; ; ; ; ; 7/25; ; 1/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5; 9/2; 19/4; ; ; ; ; ; ; ; ; ; 26/5; ; 19/4; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; 12; 14; 12; ; ; ; ; ; ; ; ; ; 13; ; 11; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-18 22:17:13 GMT+2; 2018-01-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; 1/4; 2/9; 1/4; ; ; ; ; ; ; ; ; ; 7/25; ; 1/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5; 9/2; 19/4; ; ; ; ; ; ; ; ; ; 26/5; ; 19/4; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; 12; 12; 12; ; ; ; ; ; ; ; ; ; 13; ; 11; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-19 02:17:15 GMT+2; 2018-01-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; 1/4; 2/9; 1/4; ; ; ; ; ; ; ; ; ; 7/25; ; 1/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5; 9/2; 19/4; ; ; ; ; ; ; ; ; ; 26/5; ; 19/4; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; 12; 12; 12; ; ; ; ; ; ; ; ; ; 13; ; 11; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-19 10:17:12 GMT+2; 2018-01-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; 1/4; 2/9; 1/4; ; ; ; ; ; ; ; ; ; 7/25; ; 1/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5; 9/2; 19/4; ; ; ; ; ; ; ; ; ; 26/5; ; 19/4; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; 12; 12; 12; ; ; ; ; ; ; ; ; ; 13; ; 11; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-19 14:16:54 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; 2/9; 2/9; 1/4; ; ; ; ; ; ; ; ; ; 7/25; ; 1/4; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; 5; 9/2; 19/4; ; ; ; ; ; ; ; ; ; 26/5; ; 19/4; ; ; ; ; ; 1/50; ; 
Stoke; ; ; ; ; ; ; 12; 12; 12; ; ; ; ; ; ; ; ; ; 13; ; 11; ; ; ; ; ; 1/50; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-19 18:16:53 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 2/9; 2/9; 2/9; 1/4; ; ; ; ; ; ; 1/4; ; ; 7/25; ; 1/4; 1/4; ; 2/9; ; ; 1/50; ; 
Draw; ; ; ; ; ; 9/2; 5; 9/2; 19/4; ; ; ; ; ; ; 5; ; ; 26/5; ; 19/4; 5; ; 19/4; ; ; 1/50; ; 
Stoke; ; ; ; ; ; 15; 12; 12; 12; ; ; ; ; ; ; 12; ; ; 13; ; 11; 12; ; 14; ; ; 1/50; ; 
META; english/premier-league/chelsea-v-stoke; 2017-12-19 22:16:53 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 2/9; 2/9; 2/9; 1/4; ; ; ; ; ; ; 1/4; ; ; 7/25; ; 1/4; 1/4; ; 2/9; ; ; 1/50; ; 
