META; english/premier-league/swansea-v-chelsea; 2018-04-16 14:16:09 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Draw; 11/4; 12/5
Chelsea; 8/15; 
Swansea; 3; 
META; english/premier-league/swansea-v-chelsea; 2018-04-16 18:16:13 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 8/13; 8/13; 8/13; 4/6; 13/20; 4/6; 8/13; 13/19; 11/17; 13/20; 11/17; 8/15
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 14/5; 5/2; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 11/4; 11/4; 27/11; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 19/4; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 50/11; 18/5; 22/5; 21/4; 23/5; 7/2
META; english/premier-league/swansea-v-chelsea; 2018-04-16 22:16:13 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 13/20; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 8/15
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 14/5; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-17 02:16:08 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 13/20; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 14/5; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-17 10:16:09 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 13/20; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-17 14:16:11 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 13/20; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-17 18:16:11 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 13/20; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 9/2; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-17 22:16:12 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7; 
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; 5; 22/5; 19/5; 22/5; 21/4; 49/11; 10/3
META; english/premier-league/swansea-v-chelsea; 2018-04-18 02:16:06 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7; 
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 22/5; 9/2; 19/5; 22/5; 21/4; 49/11; 10/3; 
META; english/premier-league/swansea-v-chelsea; 2018-04-18 10:16:07 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 22/5; 9/2; 19/5; 22/5; 21/4; 49/11; 10/3; 
META; english/premier-league/swansea-v-chelsea; 2018-04-18 14:16:09 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 11/17; 13/19; 11/17; 13/20; 9/13; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 14/5; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 11/4; 13/5; 45/17; 14/5; 45/17; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 17/4; 9/2; 19/5; 22/5; 21/4; 43/10; 10/3; 
META; english/premier-league/swansea-v-chelsea; 2018-04-18 18:16:10 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 18/25; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 11/17; 13/19; 11/17; 13/20; 9/13; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 73/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 11/4; 13/5; 45/17; 14/5; 45/17; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 23/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 17/4; 9/2; 19/5; 22/5; 21/4; 43/10; 10/3; 
META; english/premier-league/swansea-v-chelsea; 2018-04-18 22:16:08 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 22/5; 9/2; 19/5; 22/5; 21/4; 49/11; 7/2; 
META; english/premier-league/swansea-v-chelsea; 2018-04-19 02:16:04 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 12/5
Swansea; 9/2; 19/4; 9/2; 9/2; 24/5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 22/5; 9/2; 19/5; 22/5; 21/4; 49/11; 7/2; 
META; english/premier-league/swansea-v-chelsea; 2018-04-19 10:16:04 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 7/10; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 71/25; 5/2; 11/4; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 21/10
Swansea; 9/2; 19/4; 9/2; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 5; 49/11; 9/2; 19/5; 22/5; 21/4; 9/2; 4; 
META; english/premier-league/swansea-v-chelsea; 2018-04-19 14:16:04 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Chelsea; 4/6; 8/13; 4/6; 4/6; 71/100; 4/7; 13/20; 8/15; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 11/17; 11/17; 13/19; 11/17; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 13/5; 13/5; 72/25; 5/2; 14/5; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 45/17; 14/5; 11/4; 21/10
