META; english/premier-league/chelsea-v-bournemouth; 2018-01-03 18:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
META; english/premier-league/chelsea-v-bournemouth; 2018-01-13 02:16:59 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-13 10:17:05 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-13 14:17:28 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-13 18:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 7/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-13 22:16:42 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/9; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 7/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-14 02:16:42 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/9; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 7/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-14 10:16:41 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/9; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 7/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-14 14:16:44 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 13/50; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/9; ; 
Draw; ; ; ; ; 59/10; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 7/2; ; 
Bournemouth; ; ; ; ; 12; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-14 18:16:39 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/11; 2/9; 1/5; ; 23/100; 2/9; ; 1/5; ; 1/5; ; ; ; ; ; 1/5; 1/5; 3/16; 1/5; ; ; 1/5; 2/9; 2/11; 3/16; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; ; 32/5; 6; ; 11/2; ; 11/2; ; ; ; ; ; 6; 6; 60/11; 6; ; ; 6; 11/2; 21/4; 11/2; ; 7/2; ; 
Bournemouth; 14; 10; 16; ; 14; 17; ; 16; ; 16; ; ; ; ; ; 14; 12; 57/4; 12; ; ; 12; 18; 16; 57/4; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-14 22:16:37 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/11; 2/9; 1/5; ; 6/25; 1/5; 2/11; 1/5; 1/5; 1/5; ; ; ; ; ; 2/9; 1/5; 3/14; 1/5; 3/16; 1/5; 1/5; 1/5; 2/11; 3/14; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; ; 32/5; 6; 6; 6; 11/2; 11/2; ; ; ; ; ; 6; 6; 26/5; 6; 53/10; 27/5; 6; 6; 21/4; 21/4; ; 7/2; ; 
Bournemouth; 14; 10; 14; ; 25/2; 17; 14; 16; 13; 14; ; ; ; ; ; 12; 12; 12; 12; 11; 12; 12; 17; 16; 49/4; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-15 02:16:35 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/11; 2/9; 2/9; ; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; ; ; ; ; 2/9; 1/5; 3/14; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 2/9; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; ; 63/10; 6; 6; 6; 11/2; 5; ; ; ; ; ; 11/2; 6; 67/13; 6; 53/10; 27/5; 11/2; 6; 21/4; 26/5; ; 7/2; ; 
Bournemouth; 14; 10; 14; ; 13; 17; 14; 16; 13; 14; ; ; ; ; ; 14; 12; 12; 12; 11; 12; 12; 16; 14; 12; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-15 10:16:38 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/11; 2/9; 2/9; ; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; ; ; ; 2/9; 2/9; 1/5; 3/14; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 2/9; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; ; 63/10; 6; 6; 6; 11/2; 5; ; ; ; ; 11/2; 11/2; 6; 67/13; 6; 53/10; 27/5; 11/2; 6; 21/4; 26/5; ; 7/2; ; 
Bournemouth; 14; 10; 14; ; 13; 17; 14; 16; 13; 14; ; ; ; ; 12; 12; 25/2; 12; 25/2; 11; 12; 12; 16; 14; 12; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-15 18:17:55 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 2/11; 1/5; 1/5; 1/5; ; ; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 31/5; 6; 6; 6; 11/2; 5; ; ; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 28/5; ; 7/2; ; 
Bournemouth; 12; 12; 14; 12; 27/2; 17; 14; 16; 13; 14; ; ; ; 12; 12; 10; 25/2; 25/2; 25/2; 11; 12; 12; 16; 14; 25/2; ; 24/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-15 22:16:50 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 6; 6; 11/2; 11/2; 5; ; ; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 17; 14; 16; 13; 14; ; ; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 29/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-16 02:16:39 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; ; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; ; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; ; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 29/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-16 10:17:01 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; ; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; ; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; ; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 29/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-16 14:17:45 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 17/2; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-16 18:17:14 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 3/16; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 61/11; 6; 53/10; 27/5; 11/2; 6; 21/4; 28/5; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 25/2; 25/2; 11; 12; 12; 16; 14; 51/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-16 22:17:12 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-17 02:16:54 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-17 10:16:45 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/9; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 4; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-17 14:17:46 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 7/2; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-17 18:16:35 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 3/16; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; 53/10; 27/5; 11/2; 6; 21/4; 61/11; ; 7/2; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; 11; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-17 22:16:37 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; ; 
Draw; 11/2; 5; 11/2; 5; 63/10; 11/2; 6; 11/2; 11/2; 5; ; 5; ; 5; 11/2; 5; 6; 11/2; 6; ; 27/5; 11/2; 6; 21/4; 61/11; ; 7/2; ; 
Bournemouth; 12; 12; 14; 12; 13; 16; 14; 16; 13; 14; ; 12; ; 12; 12; 10; 25/2; 49/4; 25/2; ; 12; 12; 16; 14; 49/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-18 02:16:32 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 1/4; 2/9; 27/100; 1/5; 2/9; 1/5; 2/9; 1/4; ; 1/4; ; 1/4; 1/4; 1/5; 1/5; 2/9; 1/5; 4/17; 2/9; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 
Draw; 11/2; 5; 24/5; 5; 28/5; 11/2; 11/2; 11/2; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 6; 26/5; 6; 24/5; 11/2; 21/4; 11/2; 5; 21/4; ; 7/2; ; 
Bournemouth; 12; 12; 12; 12; 12; 16; 12; 16; 11; 12; ; 11; ; 11; 10; 10; 25/2; 45/4; 25/2; 87/10; 21/2; 11; 14; 12; 45/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-18 10:16:35 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 1/5; 2/9; 1/4; 2/9; 27/100; 1/5; 2/9; 1/5; 2/9; 1/4; ; 1/4; ; 1/4; 1/4; 1/5; 1/5; 2/9; 1/5; 4/17; 2/9; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 
Draw; 11/2; 5; 24/5; 5; 28/5; 11/2; 11/2; 11/2; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 6; 26/5; 6; 24/5; 11/2; 21/4; 11/2; 5; 21/4; ; 7/2; ; 
Bournemouth; 12; 12; 12; 12; 12; 16; 12; 16; 11; 12; ; 11; ; 11; 10; 10; 25/2; 45/4; 25/2; 87/10; 21/2; 11; 14; 12; 45/4; ; 9; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-18 14:16:34 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 1/5; 3/13; 1/5; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 1/5; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 6; 96/19; 6; 24/5; 11/2; 21/4; 11/2; 5; 67/13; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 19/2; 25/2; 43/4; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-18 18:16:36 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 1/5; 3/13; 1/5; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 1/5; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 11/2; 51/10; 11/2; 24/5; 11/2; 21/4; 11/2; 5; 67/13; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 19/2; 14; 43/4; 14; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-18 22:17:54 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 2/9; 3/13; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 51/10; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 19/2; 25/2; 43/4; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-19 02:17:53 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 2/9; 3/13; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 51/10; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 19/2; 25/2; 11; 25/2; 87/10; 21/2; 10; 14; 11; 11; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-19 10:17:41 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 2/9; 3/13; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 51/10; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 19/2; 25/2; 43/4; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-19 14:17:41 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 2/9; 3/13; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 67/13; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 10; 25/2; 43/4; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-19 18:17:38 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; 1/4; 2/9; 2/9; 3/13; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; ; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 67/13; ; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 12; 13; 11; 11; ; 11; ; 11; 10; 10; 25/2; 43/4; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; ; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-19 22:17:52 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 1/4; 1/4; 2/9; 2/9; 2/9; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 51/10; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 11; 13; 11; 11; ; 11; ; 11; 10; 10; 25/2; 11; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-20 02:17:38 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 2/9; 1/4; ; 1/4; ; 1/4; 1/4; 2/9; 2/9; 2/9; 2/9; 4/17; 2/9; 1/4; 2/9; 2/9; 3/13; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 28/5; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 96/19; 21/4; 24/5; 11/2; 21/4; 11/2; 5; 51/10; 5; ; 
Bournemouth; 11; 11; 12; 12; 11; 13; 11; 13; 11; 11; ; 11; ; 11; 10; 10; 25/2; 11; 25/2; 87/10; 21/2; 10; 14; 11; 43/4; 57/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-20 10:17:23 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 2/9; 2/7; 2/9; 2/9; 2/9; 3/13; 1/4; ; 1/4; ; 1/4; 1/4; 2/9; 2/9; 2/9; 2/9; 4/17; 3/13; 1/4; 2/9; 2/9; 3/13; 2/9; ; 
Draw; 5; 19/4; 19/4; 5; 11/2; 5; 11/2; 5; 21/4; 19/4; ; 9/2; ; 19/4; 5; 9/2; 21/4; 51/10; 21/4; 24/5; 21/4; 21/4; 11/2; 5; 67/13; 5; ; 
