META; english/premier-league/man-city-v-liverpool; 2017-08-16 14:17:08 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-16 18:17:12 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; ; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 7/2; ; ; 15/4; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-16 22:17:05 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; 13/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 7/2; ; ; 15/4; ; ; ; 19/5; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-17 02:17:05 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; 13/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 7/2; ; ; 15/4; ; ; ; 19/5; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-17 10:17:08 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; 4/5; 3/4; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; 13/5; 11/4; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 7/2; ; ; 15/4; ; ; ; 19/5; 7/2; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-17 14:17:09 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; 4/5; 3/4; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; 13/5; 11/4; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 7/2; ; ; 15/4; ; ; ; 19/5; 7/2; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-08-17 18:17:06 GMT+3; 2017-09-09 12:30; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; 4/5; ; ; 17/20; ; ; ; 4/5; 3/4; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 12/5; ; ; 14/5; ; ; ; 13/5; 11/4; ; ; ; 
