META; english/premier-league/tottenham-v-bournemouth; 2017-09-20 22:17:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-21 22:17:49 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-22 02:17:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-22 10:17:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-22 14:18:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-22 18:17:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-22 22:17:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-23 02:17:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-23 10:17:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-23 14:18:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-23 18:17:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; ; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-23 22:17:29 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; 1/100; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; 1/25; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-24 02:17:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; 12/5; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; 1/25; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-24 10:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 13/50; ; ; ; 2/9; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 31/5; ; ; ; 5; ; ; 12/5; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 11; ; ; ; 11; ; ; 1/25; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-24 14:17:27 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/4; ; ; 6/25; ; ; ; 1/5; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 63/10; ; ; ; 5; ; ; 12/5; ; 
Bournemouth; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 10; ; ; 13; ; ; ; 12; ; ; 1/25; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-24 18:17:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; 1/4; ; ; ; ; ; 1/5; ; 2/9; 2/9; ; ; 2/9; ; 1/4; 1/4; ; ; 6/25; ; ; ; 2/9; ; ; 1/25; ; 
Draw; ; 9/2; ; ; ; ; ; 9/2; ; 5; 5; ; ; 11/2; ; 11/2; 9/2; ; ; 63/10; ; ; ; 5; ; ; 12/5; ; 
Bournemouth; ; 11; ; ; ; ; ; 14; ; 12; 12; ; ; 16; ; 12; 10; ; ; 13; ; ; ; 12; ; ; 1/25; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-24 22:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; ; 1/4; ; ; ; ; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; 1/5; ; 2/9; 1/4; ; 3/13; 6/25; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; ; 9/2; ; ; ; ; 11/2; 9/2; 11/2; 11/2; 11/2; ; ; 6; ; 6; 9/2; ; 27/5; 63/10; 11/2; 27/5; ; 11/2; ; ; 5/2; ; 
Bournemouth; ; 11; ; ; ; ; 14; 14; 13; 12; 12; ; ; 16; ; 12; 10; ; 39/4; 13; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-25 02:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; ; ; ; ; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; 1/5; 2/9; 2/9; 1/4; ; 2/9; 6/25; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; ; ; ; ; 11/2; 9/2; 11/2; 11/2; 11/2; ; ; 6; 6; 6; 9/2; ; 27/5; 63/10; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; ; ; ; ; 14; 14; 13; 12; 12; ; ; 16; 10; 12; 10; ; 41/4; 13; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-25 10:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; ; ; ; ; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; 1/5; 2/9; 2/9; 1/4; ; 2/9; 6/25; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; ; ; ; ; 11/2; 9/2; 11/2; 11/2; 11/2; ; ; 6; 6; 6; 9/2; ; 27/5; 63/10; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; ; ; ; ; 14; 14; 13; 12; 12; ; ; 16; 10; 12; 10; ; 41/4; 13; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-25 14:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; ; 2/9; 1/5; 1/5; 1/5; ; ; ; 1/5; 2/9; 2/9; 1/4; 1/5; 3/14; 6/25; 1/5; ; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; ; 11/2; 9/2; 11/2; 11/2; ; ; ; 6; 6; 6; 9/2; 27/5; 57/10; 63/10; 11/2; ; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; ; 14; 14; 13; 12; ; ; ; 16; 10; 12; 10; 12; 21/2; 13; 19/2; ; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-25 18:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; ; 1/5; 6/25; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; ; 57/10; 63/10; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 21/2; 10; ; 43/4; 13; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-25 22:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 6/25; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 63/10; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 13; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-26 02:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-26 10:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-26 14:17:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; ; 3/14; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; ; 61/11; 31/5; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; ; 43/4; 12; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-26 18:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 2/9; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 3/14; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/6; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 61/11; 31/5; 11/2; 27/5; ; 11/2; ; ; 13/5; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 1/20; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-26 22:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; ; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; ; 27/5; ; 11/2; ; ; 21/10; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; ; 12; ; 11; ; ; 20/21; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-27 02:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 5/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 20/21; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-27 10:17:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 5/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 20/21; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-27 14:18:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 9/2; 11/2; 11/2; ; 11/2; ; 6; 6; 11/2; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 5/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 14; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 20/21; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-27 22:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 3/14; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 19/2; 10; 12; 21/2; 12; 19/2; 12; ; 11; ; ; 3; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-28 02:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 19/2; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 7/2; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-28 10:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 19/2; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 7/2; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-28 14:17:29 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 3/14; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 19/2; 10; 12; 21/2; 12; 19/2; 12; ; 11; ; ; 7/2; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-28 18:17:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 7/2; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-28 22:16:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
Bournemouth; 12; 11; 12; ; ; 11; 14; 16; 13; 12; ; 12; ; 16; 10; 10; 10; 12; 43/4; 12; 19/2; 12; ; 11; ; ; 7/2; ; 
META; english/premier-league/tottenham-v-bournemouth; 2017-09-29 02:16:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Tottenham; 1/5; 1/4; 2/9; ; ; 1/5; 2/9; 1/5; 1/5; 1/5; ; 2/9; ; 1/5; 2/9; 1/5; 1/4; 1/5; 1/5; 1/4; 1/5; 1/5; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 11/2; ; 11/2; ; 6; 6; 5; 9/2; 27/5; 57/10; 31/5; 11/2; 27/5; ; 11/2; ; ; 7/2; ; 
