META; english/premier-league/watford-v-southampton; 2017-12-28 02:17:15 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; ; 6/4; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Southampton; ; ; ; ; 52/25; ; 19/10; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/20; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; 23/10; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/watford-v-southampton; 2017-12-28 10:17:09 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; ; 6/4; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Southampton; ; ; ; ; 52/25; ; 19/10; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/20; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; 23/10; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/watford-v-southampton; 2017-12-28 14:17:08 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; ; 7/5; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; 
Southampton; ; ; ; ; 52/25; ; 2; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 39/20; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; 23/10; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/watford-v-southampton; 2017-12-28 18:17:06 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; ; 7/5; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; 
Southampton; ; ; ; ; 52/25; ; 2; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 39/20; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; 23/10; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/watford-v-southampton; 2017-12-28 22:17:09 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; 1/25; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 39/20; ; ; 1/25; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; 1/50; ; 
META; english/premier-league/watford-v-southampton; 2017-12-29 02:17:06 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; 7/5; ; 7/5; ; ; 2/13; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; 2; ; ; ; ; ; 2; ; 39/20; ; ; 2/13; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 23/10; ; ; 1/50; ; 
META; english/premier-league/watford-v-southampton; 2017-12-29 10:17:04 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; 7/5; ; 7/5; ; ; 2/13; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; 2; ; ; ; ; ; 2; ; 39/20; ; ; 2/13; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 23/10; ; ; 1/50; ; 
META; english/premier-league/watford-v-southampton; 2017-12-29 18:17:06 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; 2/13; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; 2; ; 39/20; ; ; 2/13; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; 1/50; ; 
META; english/premier-league/watford-v-southampton; 2017-12-29 22:17:06 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 7/5; ; ; 4/7; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; ; 21/10; ; 21/10; ; ; 2; ; 39/20; ; ; 1/25; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; ; 11/5; ; 11/5; ; ; 12/5; ; 23/10; ; ; 2; ; 
META; english/premier-league/watford-v-southampton; 2017-12-30 02:17:07 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 7/5; ; ; 10/11; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; ; 21/10; ; 21/10; ; ; 2; ; 39/20; ; ; 11/8; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; ; 11/5; ; 11/5; ; ; 12/5; ; 23/10; ; ; 2; ; 
META; english/premier-league/watford-v-southampton; 2017-12-30 10:17:07 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Watford; ; ; ; ; 6/4; 6/4; 7/5; 11/8; ; ; ; 29/20; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 7/5; ; ; 10/11; ; 
Southampton; ; ; ; ; 52/25; 2; 2; 15/8; ; ; ; 19/10; ; ; ; ; 21/10; ; 21/10; ; ; 2; ; 39/20; ; ; 11/8; ; 
Draw; ; ; ; ; 49/20; 12/5; 23/10; 23/10; ; ; ; 9/4; ; ; ; ; 11/5; ; 11/5; ; ; 12/5; ; 23/10; ; ; 2; ; 
