META; english/premier-league/southampton-v-swansea; 2017-06-15 14:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 7/10; 5/6; 4/6; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 8/11; 7/10; 5/6; 4/6; 10/13; 3/4; 8/11; 10/13; 81/100; 4/5; 3/4; 8/11; 3/4; ; 8/13; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 11/4; 27/10; 13/5; 13/5; 13/5; ; 21/10; ; 
Swansea; 15/4; 7/2; 7/2; 10/3; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 7/2; 4; 7/2; 4; 62/17; 15/4; 7/2; 62/17; 41/10; 17/5; 15/4; 4; 15/4; ; 3; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-15 18:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 7/10; 5/6; 4/6; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 8/11; 7/10; 3/4; 7/10; 14/19; 3/4; 8/11; 14/19; 39/50; 4/5; 3/4; 8/11; 3/4; ; 8/13; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 5/2; 13/5; 45/17; 141/50; 27/10; 13/5; 11/4; 13/5; ; 21/10; ; 
Swansea; 15/4; 7/2; 7/2; 10/3; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 7/2; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 21/5; 17/5; 15/4; 7/2; 15/4; ; 3; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-15 22:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 7/10; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 4/6; 14/19; 3/4; 8/11; 14/19; 39/50; 4/5; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 5/2; 13/5; 45/17; 141/50; 27/10; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 7/2; 7/2; 7/2; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 4; 37/10; 15/4; 7/2; 37/10; 21/5; 17/5; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-16 02:15:17 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 7/10; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 4/6; 14/19; 3/4; 8/11; 14/19; 39/50; 4/5; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 5/2; 13/5; 45/17; 141/50; 27/10; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 7/2; 7/2; 7/2; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 4; 37/10; 15/4; 7/2; 37/10; 21/5; 17/5; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-16 10:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 3/4; 8/11; 14/19; 39/50; 4/5; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 5/2; 13/5; 45/17; 141/50; 27/10; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 21/5; 17/5; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-16 14:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 3/4; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 5/2; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-16 18:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; ; 3/4; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; ; 5/2; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; ; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-16 22:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-17 02:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-17 10:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
