META; english/premier-league/southampton-v-swansea; 2017-06-15 14:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 7/10; 5/6; 4/6; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 8/11; 7/10; 5/6; 4/6; 10/13; 3/4; 8/11; 10/13; 81/100; 4/5; 3/4; 8/11; 3/4; ; 8/13; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-17 14:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-17 18:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-17 22:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 15/4; 15/4; 7/2; 15/4; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-18 02:15:17 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 15/4; 15/4; 7/2; 15/4; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-18 10:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 15/4; 15/4; 7/2; 15/4; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-18 14:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 13/18; 8/11; 14/19; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/4; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 11/4; 13/5; ; 9/4; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 21/5; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 15/4; 15/4; 7/2; 15/4; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-18 18:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 5/6; 8/11; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 18/5; 7/2; 7/2; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-18 22:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 8/11; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 7/2; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-19 02:15:17 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 8/11; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 7/2; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-19 10:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 8/11; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 7/2; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-19 14:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-19 18:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 37/13; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 18/5; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-19 22:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 37/13; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 18/5; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-20 02:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 37/13; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 18/5; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-20 10:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 37/13; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 50/13; 15/4; 7/2; 50/13; 43/10; 18/5; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-20 14:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 11/18; 13/18; 8/11; 11/18; 4/5; 13/17; 3/4; ; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 40/17; 13/5; 13/5; 40/17; 27/10; 14/5; 13/5; ; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 57/17; 15/4; 7/2; 57/17; 43/10; 62/17; 15/4; ; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-20 18:15:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 19/5; 15/4; 7/2; 19/5; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-20 22:15:17 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 19/5; 15/4; 7/2; 19/5; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-21 02:15:17 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 8/13; 8/13; 8/11; 7/10; 7/10; 3/4; 4/6; 5/7; 13/18; 8/11; 5/7; 4/5; 13/17; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 45/17; 27/10; 14/5; 13/5; 14/5; 13/5; ; 9/4; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 9/2; 9/2; 15/4; 15/4; 4; 15/4; 4; 19/5; 15/4; 7/2; 19/5; 43/10; 62/17; 15/4; 7/2; 15/4; ; 1/25; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-21 10:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
