META; english/premier-league/crystal-palace-v-chelsea; 2017-09-20 22:17:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-29 10:16:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 75/19; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-29 14:16:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 3/10; 1/3; 1/3; ; 4/11; ; 3/10; 7/20; 3/10; 6/17; 1/3; 1/3; 37/100; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 75/19; 21/5; 39/10; 4; ; 15/4; ; ; 3; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 8; 27/4; 8; 8; 10; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-29 18:16:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 37/100; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 21/5; 39/10; 4; ; 15/4; ; ; 3; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 10; 17/2; 17/2; 17/2; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 10; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-29 22:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 37/100; 1/3; 1/3; ; 1/3; 1/3; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 39/10; 4; 75/19; 21/5; 39/10; 4; ; 15/4; 15/4; ; 3; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; 17/2; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 10; 7; 8; ; 8; 9; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-30 02:17:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; 4/11; ; 3/10; 4/11; 3/10; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 37/100; 1/3; 1/3; ; 1/3; 1/3; ; 1/3; ; 
Draw; 4; 4; 15/4; 15/4; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 9/2; 4; 15/4; 39/10; 4; 39/10; 21/5; 39/10; 4; ; 15/4; 15/4; ; 3; ; 
Crystal Palace; 9; 8; 17/2; 15/2; ; 9; 10; 10; 17/2; 17/2; 17/2; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 10; 7; 8; ; 17/2; 9; ; 33/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-30 10:17:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 4/11; 4/11; ; 3/10; 4/11; 3/10; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 37/100; 1/3; 1/3; ; 1/3; 1/3; ; 1/3; ; 
Draw; 4; 4; 15/4; 15/4; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 9/2; 4; 15/4; 39/10; 4; 75/19; 21/5; 39/10; 4; ; 15/4; 15/4; ; 3; ; 
Crystal Palace; 9; 8; 17/2; 15/2; ; 9; 10; 10; 17/2; 8; 17/2; 8; ; 10; 8; 15/2; 27/4; 8; 8; 10; 7; 8; ; 17/2; 9; ; 33/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-30 14:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 4/11; 4/11; ; 3/10; 4/11; 3/10; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 6/19; 37/100; 1/3; 1/3; ; 1/3; 1/3; ; 3/10; ; 
Draw; 4; 4; 15/4; 15/4; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 9/2; 4; 15/4; 39/10; 4; 75/19; 21/5; 39/10; 4; ; 15/4; 15/4; ; 3; ; 
Crystal Palace; 9; 8; 17/2; 15/2; ; 9; 10; 10; 17/2; 8; 17/2; 8; ; 10; 8; 8; 27/4; 8; 33/4; 10; 7; 8; ; 17/2; 9; ; 31/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-30 18:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; 4/11; ; 3/10; 4/11; 3/10; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 6/19; 37/100; ; 1/3; ; 1/3; 1/3; ; 2/7; ; 
Draw; 4; 4; 19/5; 15/4; ; 4; 4; 4; 4; 15/4; 15/4; 19/5; ; 9/2; 4; 15/4; 39/10; 4; 4; 21/5; ; 4; ; 4; 15/4; ; 7/2; ; 
Crystal Palace; 9; 8; 17/2; 15/2; ; 9; 10; 10; 17/2; 17/2; 17/2; 8; ; 10; 8; 8; 27/4; 8; 33/4; 10; ; 8; ; 17/2; 10; ; 21/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-30 22:16:56 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 4/11; 4/11; 1/3; 3/10; 4/11; 1/3; 1/3; 4/11; 4/11; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 6/19; 9/25; 10/29; 1/3; ; 1/3; 3/10; ; 4/11; ; 
Draw; 4; 4; 15/4; 15/4; 4; 4; 4; 4; 4; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 39/10; 4; 4; 43/10; 50/13; 4; ; 15/4; 4; ; 10/3; ; 
Crystal Palace; 8; 8; 8; 15/2; 9; 9; 10; 10; 17/2; 8; 8; 8; ; 10; 8; 8; 27/4; 8; 17/2; 10; 34/5; 8; ; 8; 10; ; 37/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-01 02:17:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 4/11; 1/3; 3/10; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 9/25; 10/29; 1/3; ; 1/3; 3/10; ; 4/11; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 4; 4; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 15/4; 4; 39/10; 43/10; 50/13; 4; ; 15/4; 4; ; 7/2; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 9; 19/2; 10; 17/2; 17/2; 17/2; 17/2; ; 10; 8; 8; 31/4; 8; 33/4; 10; 34/5; 8; ; 8; 10; ; 38/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-01 10:16:56 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 4/11; 1/3; 3/10; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 9/25; 10/29; 1/3; ; 1/3; 3/10; ; 4/11; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 4; 4; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 15/4; 4; 39/10; 43/10; 50/13; 4; ; 15/4; 4; ; 7/2; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 9; 19/2; 10; 17/2; 17/2; 17/2; 17/2; ; 10; 8; 8; 31/4; 8; 33/4; 10; 34/5; 8; ; 8; 10; ; 38/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-01 14:16:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 4/11; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 19/50; 10/29; 1/3; ; 1/3; 3/10; ; 1/3; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 4; 4; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 15/4; 4; 39/10; 41/10; 50/13; 4; ; 15/4; 4; ; 7/2; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 8; 19/2; 10; 17/2; 17/2; 9; 17/2; ; 10; 8; 8; 31/4; 8; 8; 19/2; 34/5; 8; ; 17/2; 10; ; 38/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-01 18:16:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 4/11; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 19/50; 10/29; 1/3; ; 1/3; 3/10; ; 1/3; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 19/5; 4; 4; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 15/4; 4; 39/10; 41/10; 50/13; 4; ; 15/4; 4; ; 7/2; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 8; 19/2; 10; 17/2; 17/2; 9; 17/2; ; 10; 8; 8; 31/4; 8; 8; 19/2; 34/5; 8; ; 17/2; 10; ; 38/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-01 22:16:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 1/3; 4/11; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 10/29; 1/3; 6/19; 19/50; 10/29; 1/3; ; 1/3; 3/10; ; 1/3; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 4; 4; 15/4; 15/4; 15/4; ; 4; 4; 15/4; 15/4; 4; 4; 41/10; 50/13; 4; ; 15/4; 4; ; 4; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 17/2; 19/2; 10; 17/2; 17/2; 9; 17/2; ; 10; 8; 8; 31/4; 8; 17/2; 19/2; 34/5; 8; ; 17/2; 10; ; 9; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-02 02:16:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 1/3; 4/11; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 1/3; 7/20; 1/3; 3/10; 1/3; 4/13; 19/50; 10/29; 1/3; ; 1/3; 3/10; ; 3/10; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 4; 4; 15/4; 15/4; 15/4; ; 4; 4; 15/4; 4; 4; 77/19; 41/10; 50/13; 4; ; 15/4; 4; ; 21/5; ; 
Crystal Palace; 8; 8; 17/2; 15/2; 9; 17/2; 19/2; 10; 17/2; 17/2; 9; 17/2; ; 10; 8; 8; 35/4; 8; 17/2; 19/2; 34/5; 8; ; 17/2; 10; ; 19/2; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-02 10:16:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 1/3; 4/11; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 1/3; 7/20; ; 1/3; 7/20; 1/3; 3/10; 1/3; 4/13; 19/50; 1/3; 1/3; ; 1/3; 3/10; ; 3/10; ; 
Draw; 4; 18/5; 19/5; 15/4; 4; 17/4; 4; 4; 4; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 4; 4; 41/10; 39/10; 4; ; 15/4; 4; ; 21/5; ; 
Crystal Palace; 8; 9; 17/2; 15/2; 9; 17/2; 10; 10; 17/2; 17/2; 9; 17/2; ; 10; 8; 8; 35/4; 8; 35/4; 19/2; 71/10; 8; ; 17/2; 10; ; 19/2; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-02 14:16:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 1/3; 1/3; 7/20; ; 3/10; 7/20; 3/10; 3/10; 3/10; 4/11; 1/3; 6/19; ; 4/11; 3/10; ; 3/10; ; 
Draw; 4; 18/5; 19/5; 15/4; 4; 21/5; 4; 4; 21/5; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 77/19; 43/10; 39/10; 41/10; ; 4; 4; ; 4; ; 
Crystal Palace; 8; 9; 9; 17/2; 9; 9; 9; 11; 17/2; 17/2; 9; 17/2; ; 11; 8; 15/2; 35/4; 9; 10; 71/10; 8; ; 10; 10; ; 19/2; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-02 18:16:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 1/3; 1/3; 7/20; ; 3/10; 7/20; 3/10; 3/10; 3/10; 4/11; 1/3; 6/19; ; 4/11; 3/10; ; 3/10; ; 1/3
Draw; 4; 18/5; 19/5; 15/4; 4; 21/5; 4; 4; 21/5; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 77/19; 43/10; 39/10; 41/10; ; 4; 4; ; 21/5; ; 21/5
Crystal Palace; 8; 9; 9; 17/2; 9; 9; 9; 11; 17/2; 17/2; 9; 17/2; ; 11; 8; 15/2; 35/4; 9; 10; 71/10; 8; ; 10; 10; ; 19/2; ; 49/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-02 22:16:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 1/3; 1/3; 7/20; ; 3/10; 7/20; 3/10; 3/10; 6/19; 9/25; 1/3; 6/19; ; 4/11; 3/10; ; 1/3; ; 4/11
Draw; 4; 18/5; 15/4; 15/4; 4; 21/5; 15/4; 4; 21/5; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 4; 22/5; 39/10; 41/10; ; 4; 4; ; 4; ; 21/5
Crystal Palace; 8; 9; 9; 17/2; 9; 9; 17/2; 11; 17/2; 17/2; 9; 17/2; ; 11; 8; 15/2; 35/4; 17/2; 10; 71/10; 8; ; 10; 10; ; 19/2; ; 46/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-03 02:16:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 1/3; 1/3; 7/20; ; 3/10; 7/20; 3/10; 3/10; 4/13; 9/25; 1/3; 6/19; ; 4/11; 3/10; ; 1/3; ; 4/11
Draw; 4; 18/5; 19/5; 15/4; 4; 21/5; 4; 4; 21/5; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 4; 22/5; 39/10; 41/10; ; 4; 4; ; 4; ; 21/5
Crystal Palace; 8; 9; 9; 17/2; 9; 9; 17/2; 11; 9; 17/2; 9; 17/2; ; 11; 8; 15/2; 35/4; 35/4; 10; 71/10; 17/2; ; 10; 10; ; 52/5; ; 19/2
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-03 10:16:49 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 1/3; 1/3; 7/20; ; 3/10; 7/20; 3/10; 3/10; 6/19; 9/25; 1/3; ; ; 4/11; 3/10; ; 1/3; ; 4/11
Draw; 4; 18/5; 15/4; 15/4; 4; 21/5; 15/4; 4; 21/5; 15/4; 15/4; 19/5; ; 4; 4; 15/4; 4; 4; 22/5; 39/10; ; ; 4; 4; ; 4; ; 21/5
Crystal Palace; 8; 8; 17/2; 17/2; 9; 9; 17/2; 11; 9; 17/2; 9; 17/2; ; 11; 8; 15/2; 35/4; 17/2; 10; 71/10; ; ; 10; 10; ; 52/5; ; 47/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-03 14:16:54 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 3/10; 6/19; 4/11; 1/3; 4/11; ; 3/10; 4/11; 3/10; 3/10; 1/3; 37/100; 1/3; 6/19; 1/3; 4/11; 3/10; ; 1/3; ; 4/11
Draw; 4; 19/5; 15/4; 15/4; 4; 21/5; 15/4; 4; 21/5; 18/5; 15/4; 15/4; ; 4; 4; 15/4; 4; 39/10; 21/5; 39/10; 41/10; 4; 4; 4; ; 4; ; 4
Crystal Palace; 8; 17/2; 17/2; 17/2; 9; 9; 17/2; 11; 9; 17/2; 9; 17/2; ; 11; 15/2; 15/2; 35/4; 33/4; 10; 71/10; 17/2; 17/2; 19/2; 10; ; 10; ; 43/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-03 18:16:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 7/20; 1/3; 6/19; 4/11; 4/11; 4/11; ; 1/3; 1/3; 3/10; 3/10; 1/3; 37/100; 1/3; 6/19; 1/3; 4/11; 3/10; ; 1/3; 1/3; 4/11
Draw; 4; 7/2; 18/5; 15/4; 4; 21/5; 15/4; 4; 21/5; 18/5; 7/2; 37/10; ; 4; 4; 7/2; 4; 39/10; 21/5; 39/10; 41/10; 4; 4; 15/4; ; 4; 4; 4
Crystal Palace; 8; 9; 8; 17/2; 9; 9; 8; 9; 9; 8; 8; 8; ; 9; 9; 15/2; 35/4; 8; 10; 71/10; 17/2; 17/2; 19/2; 10; ; 10; 43/5; 43/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-03 22:16:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 1/3; 1/3; 6/19; 4/11; 4/11; 4/11; ; 1/3; 1/3; 3/10; 3/10; 1/3; 37/100; 1/3; 6/19; 1/3; 4/11; 3/10; ; 1/3; 4/11; 4/11
Draw; 4; 7/2; 18/5; 15/4; 4; 21/5; 15/4; 4; 21/5; 18/5; 7/2; 37/10; ; 4; 4; 7/2; 4; 39/10; 21/5; 39/10; 41/10; 4; 19/5; 15/4; ; 4; 4; 4
Crystal Palace; 8; 8; 8; 17/2; 9; 9; 8; 9; 9; 8; 8; 8; ; 9; 9; 15/2; 35/4; 33/4; 10; 71/10; 17/2; 17/2; 19/2; 10; ; 10; 43/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-04 02:16:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 1/3; 6/17; 4/11; 4/11; 4/11; ; 1/3; 1/3; 1/3; 3/10; 6/17; 37/100; 1/3; 6/17; 2/5; 4/11; 7/20; ; 1/3; 4/11; 2/5
Draw; 4; 18/5; 18/5; 15/4; 4; 21/5; 7/2; 4; 4; 18/5; 7/2; 37/10; ; 4; 4; 7/2; 4; 15/4; 21/5; 39/10; 39/10; 19/5; 4; 7/2; ; 7/2; 7/2; 7/2
Crystal Palace; 13/2; 17/2; 8; 17/2; 9; 9; 8; 9; 17/2; 8; 8; 8; ; 9; 9; 7; 35/4; 31/4; 10; 71/10; 8; 8; 19/2; 9; ; 19/2; 17/2; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-04 10:16:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 4/11; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 4/11; ; 1/3; 1/3; 1/3; 4/11; 6/17; 2/5; 1/3; 6/17; 2/5; 4/11; 7/20; ; 4/11; ; 2/5
Draw; 4; 7/2; 18/5; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 37/10; ; 4; 4; 7/2; 15/4; 15/4; 41/10; 39/10; 39/10; 19/5; 4; 7/2; ; 7/2; ; 7/2
Crystal Palace; 13/2; 15/2; 8; 17/2; 9; 15/2; 8; 9; 17/2; 8; 8; 8; ; 9; 9; 7; 7; 31/4; 43/5; 71/10; 8; 8; 9; 9; ; 19/2; ; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-04 14:16:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 4/11; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 10/29; 2/5; 7/19; 6/17; 2/5; 2/5; 4/11; ; 4/11; 4/11; 4/11
Draw; 15/4; 7/2; 7/2; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 15/4; 41/10; 62/17; 39/10; 19/5; 15/4; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 17/2; 15/2; 8; 17/2; 9; 15/2; 8; 17/2; 17/2; 15/2; 8; 15/2; ; 9; 9; 7; 7; 8; 43/5; 31/5; 8; 15/2; 17/2; 8; ; 17/2; 41/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-04 18:16:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 2/5; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 10/29; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 4/11
Draw; 15/4; 7/2; 7/2; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 15/4; 41/10; 19/5; 39/10; 19/5; 15/4; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 17/2; 7; 8; 17/2; 9; 15/2; 8; 17/2; 17/2; 15/2; 8; 15/2; ; 9; 9; 7; 7; 8; 43/5; 38/5; 8; 15/2; 17/2; 8; ; 9; 41/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-04 22:16:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 1/3; 2/5; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 6/17; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 4/11
Draw; 15/4; 7/2; 7/2; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 37/10; 41/10; 19/5; 39/10; 19/5; 19/5; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 17/2; 7; 8; 17/2; 9; 15/2; 15/2; 17/2; 17/2; 15/2; 8; 15/2; ; 9; 9; 7; 7; 8; 17/2; 38/5; 8; 15/2; 17/2; 8; ; 9; 41/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-05 02:16:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 2/5; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 6/17; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 4/11
Draw; 7/2; 7/2; 7/2; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 37/10; 41/10; 19/5; 39/10; 19/5; 19/5; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 8; 7; 8; 17/2; 9; 15/2; 15/2; 17/2; 17/2; 8; 8; 15/2; ; 9; 9; 7; 7; 8; 17/2; 38/5; 8; 15/2; 17/2; 8; ; 9; 41/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-05 10:16:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 2/5; 4/11; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 4/11; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 6/17; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 4/11
Draw; 7/2; 10/3; 7/2; 15/4; 4; 4; 7/2; 4; 4; 7/2; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 37/10; 41/10; 19/5; 39/10; 19/5; 19/5; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 8; 7; 8; 17/2; 9; 15/2; 8; 17/2; 17/2; 8; 8; 15/2; ; 9; 9; 7; 7; 8; 17/2; 38/5; 8; 8; 17/2; 17/2; ; 9; 41/5; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-05 14:16:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 2/5; 2/5; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 2/5; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 4/11; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 2/5
Draw; 7/2; 10/3; 7/2; 15/4; 4; 4; 7/2; 4; 4; 17/5; 7/2; 7/2; ; 4; 4; 7/2; 15/4; 62/17; 41/10; 19/5; 39/10; 19/5; 19/5; 15/4; ; 7/2; 7/2; 7/2
Crystal Palace; 8; 7; 15/2; 17/2; 9; 15/2; 15/2; 17/2; 17/2; 15/2; 15/2; 15/2; ; 9; 9; 7; 7; 31/4; 17/2; 38/5; 8; 8; 9; 17/2; ; 9; 8; 44/5
META; english/premier-league/crystal-palace-v-chelsea; 2017-10-05 18:16:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 4/11; 2/5; 2/5; 1/3; 1/3; 38/100; 4/11; 1/3; 6/17; 2/5; 4/11; 2/5; ; 1/3; 1/3; 1/3; 4/11; 4/11; 2/5; 7/18; 6/17; 2/5; 2/5; 7/20; ; 4/11; 4/11; 2/5
