META; english/premier-league/west-brom-v-tottenham; 2018-04-27 18:16:03 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 1/3; 10/29; 10/29
Draw; 15/4; 77/19; 41/10
META; english/premier-league/west-brom-v-tottenham; 2018-04-27 22:16:15 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 1/3; 4/9; 4/11; 2/5; 3/10; 6/17; 1/3; 4/11; 4/11; 1/3; 10/29; 10/29; 6/17; 4/11; 10/29; 3/10
Draw; 4; 19/5; 4; 7/2; 75/19; 4; 19/5; 17/4; 15/4; 4; 15/4; 39/10; 17/4; 77/19; 7/2; 
West Brom; 8; 32/5; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 59/10; 7; 17/2; 15/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-28 02:16:11 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 19/50; 4/11; 2/5; 3/10; 6/17; 1/3; 4/11; 4/11; 4/11; 3/10; 6/17; 10/29; 6/17; 4/11; 4/11; 3/10
Draw; 15/4; 4; 4; 7/2; 75/19; 4; 15/4; 19/5; 17/4; 15/4; 39/10; 15/4; 39/10; 17/4; 75/19; 7/2; ; 
West Brom; 15/2; 8; 79/10; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 29/4; 59/10; 7; 17/2; 15/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-28 10:16:12 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 19/50; 4/11; 4/11; 3/10; 6/17; 1/3; 4/11; 4/11; 4/11; 3/10; 4/11; 10/29; 6/17; 4/11; 4/11; 3/10
Draw; 15/4; 4; 4; 7/2; 75/19; 4; 15/4; 19/5; 17/4; 15/4; 50/13; 15/4; 39/10; 4; 39/10; 7/2; ; 
West Brom; 15/2; 8; 79/10; 15/2; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 29/4; 59/10; 7; 15/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-28 14:16:18 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 19/50; 4/11; 4/11; 3/10; 6/17; 1/3; 4/11; 4/11; 4/11; 1/3; 4/11; 10/29; 6/17; 4/11; 4/11; 3/10
Draw; 15/4; 4; 4; 7/2; 75/19; 4; 15/4; 19/5; 17/4; 15/4; 50/13; 15/4; 39/10; 4; 39/10; 7/2; ; 
West Brom; 15/2; 8; 79/10; 15/2; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 29/4; 59/10; 7; 15/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-28 18:16:11 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 19/50; 4/11; 4/11; 3/10; 6/17; 1/3; 4/11; 4/11; 4/11; 1/3; 4/11; 6/17; 4/11; 4/11; 1/3
Draw; 15/4; 4; 4; 7/2; 75/19; 4; 15/4; 19/5; 17/4; 15/4; 50/13; 39/10; 4; 39/10; 7/2; ; 
West Brom; 15/2; 8; 79/10; 15/2; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 29/4; 7; 15/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-28 22:15:46 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 19/50; 4/11; 4/11; 3/10; 6/17; 1/3; 4/11; 4/11; 4/11; 1/3; 10/29; 6/17; 4/11; 1/3
Draw; 15/4; 4; 4; 7/2; 75/19; 4; 15/4; 19/5; 17/4; 15/4; 19/5; 15/4; 39/10; 21/5; 50/13; 7/2
West Brom; 15/2; 8; 15/2; 8; 15/2; 15/2; 15/2; 15/2; 7; 15/2; 59/10; 7; 17/2; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-29 02:15:43 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 39/00; 4/11; 4/11; 3/10; 6/17; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 3/8; 10/29; 6/17; 4/11; 3/8; 1/3
Draw; 15/4; 4; 39/10; 4; 7/2; 75/19; 4; 15/4; 17/4; 37/10; 17/4; 15/4; 19/5; 15/4; 39/10; 4; 19/5; 4; 
West Brom; 15/2; 8; 39/5; 15/2; 15/2; 7; 15/2; 13/2; 15/2; 13/2; 7; 13/2; 7; 59/10; 7; 7; 39/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-29 10:15:44 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 39/00; 4/11; 4/11; 3/10; 6/17; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 3/8; 10/29; 6/17; 4/11; 3/8; 1/3; 4/11
Draw; 15/4; 4; 39/10; 4; 7/2; 75/19; 4; 15/4; 17/4; 37/10; 17/4; 15/4; 15/4; 15/4; 39/10; 4; 19/5; 3; 7/2; 
West Brom; 15/2; 8; 39/5; 15/2; 15/2; 7; 15/2; 13/2; 15/2; 13/2; 7; 13/2; 7; 59/10; 7; 17/2; 7; 39/5; 38/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-29 14:15:44 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 39/00; 4/11; 4/11; 3/10; 6/17; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 3/8; 10/29; 6/17; 4/11; 3/8; 1/3; 4/11
Draw; 15/4; 4; 39/10; 4; 7/2; 75/19; 4; 15/4; 17/4; 37/10; 17/4; 15/4; 15/4; 15/4; 39/10; 4; 19/5; 3; 7/2; 
West Brom; 15/2; 8; 39/5; 15/2; 15/2; 7; 15/2; 13/2; 15/2; 13/2; 7; 13/2; 7; 59/10; 7; 17/2; 7; 39/5; 38/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-29 18:15:45 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 1/3; 2/5; 4/11; 4/11; 3/10; 6/17; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 3/8; 10/29; 6/17; 4/11; 3/8; 4/11; 4/11
Draw; 15/4; 4; 39/10; 4; 7/2; 75/19; 4; 7/2; 17/4; 37/10; 17/4; 15/4; 15/4; 15/4; 39/10; 4; 19/5; 7/2; 7/2; 
West Brom; 15/2; 8; 15/2; 15/2; 15/2; 7; 15/2; 13/2; 8; 13/2; 7; 13/2; 7; 59/10; 7; 17/2; 7; 39/5; 41/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-29 22:15:38 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 4/11; 2/5; 4/11; 4/11; 3/10; 6/17; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 7/19; 4/11; 10/29; 6/17; 2/5; 3/8; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 39/10; 4; 15/4; 7/2; 75/19; 4; 7/2; 17/4; 37/10; 17/4; 7/2; 37/10; 4; 15/4; 39/10; 19/5; 15/4; 7/2; 7/2
West Brom; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 15/2; 13/2; 8; 13/2; 7; 13/2; 27/4; 15/2; 59/10; 7; 27/4; 39/5; 41/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-30 02:15:36 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 4/11; 2/5; 4/11; 2/5; 3/10; 6/17; 4/11; 2/5; 4/11; 2/5; 4/11; 4/11; 3/8; 4/11; 10/29; 6/17; 1/3; 3/8; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 39/10; 4; 15/4; 7/2; 75/19; 4; 7/2; 17/4; 18/5; 17/4; 7/2; 62/17; 4; 15/4; 39/10; 4; 37/10; 4; 21/5
West Brom; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 15/2; 13/2; 7; 13/2; 7; 13/2; 7; 15/2; 59/10; 7; 17/2; 7; 39/5; 41/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-30 10:15:37 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 4/11; 2/5; 4/11; 2/5; 3/10; 2/5; 4/11; 2/5; 4/11; 2/5; 2/5; 4/11; 3/8; 4/11; 7/18; 2/5; 1/3; 3/8; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 19/5; 4; 15/4; 7/2; 19/5; 4; 7/2; 17/4; 18/5; 15/4; 7/2; 62/17; 4; 50/13; 15/4; 4; 37/10; 4; 21/5
West Brom; 15/2; 7; 15/2; 39/5; 15/2; 15/2; 7; 15/2; 13/2; 7; 13/2; 7; 13/2; 29/4; 15/2; 38/5; 7; 17/2; 15/2; 39/5; 41/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-30 14:15:37 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 4/11; 37/00; 4/11; 4/11; 3/10; 2/5; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 4/11; 7/19; 2/5; 1/3; 6/17; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 4; 15/4; 7/2; 19/5; 4; 15/4; 17/4; 19/5; 4; 7/2; 19/5; 4; 75/19; 15/4; 21/5; 19/5; 7/2; 7/2; 4; ; 
West Brom; 15/2; 7; 15/2; 42/5; 8; 7; 15/2; 8; 15/2; 13/2; 15/2; 15/2; 13/2; 31/4; 15/2; 8; 9; 31/4; 41/5; 43/5; 41/5; 42/5; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-30 18:15:38 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 4/11; 4/11; 4/11; 39/00; 4/11; 4/11; 3/10; 2/5; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 7/19; 4/11; 3/8; 2/5; 1/3; 7/19; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 19/5; 15/4; 15/4; 39/10; 4; 15/4; 7/2; 19/5; 18/5; 4; 15/4; 7/2; 15/4; 4; 15/4; 50/13; 4; 15/4; 4; 50/13; 7/2; 7/2; 4; ; 
West Brom; 15/2; 15/2; 15/2; 15/2; 39/5; 8; 15/2; 7; 15/2; 7; 7; 15/2; 15/2; 15/2; 13/2; 31/4; 15/2; 15/2; 7; 17/2; 31/4; 17/2; 44/5; 39/5; 42/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-04-30 22:15:37 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 4/11; 4/11; 4/11; 39/00; 4/11; 4/11; 3/10; 2/5; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 1/3; 3/8; 4/11; 2/5; 1/3; 7/19; 4/11; 1/3; 4/11; 4/11
Draw; 15/4; 19/5; 15/4; 15/4; 39/10; 4; 15/4; 7/2; 19/5; 18/5; 4; 15/4; 7/2; 15/4; 4; 15/4; 62/17; 4; 15/4; 4; 50/13; 7/2; 7/2; 4; 
West Brom; 15/2; 15/2; 15/2; 15/2; 39/5; 8; 15/2; 7; 15/2; 7; 15/2; 15/2; 15/2; 15/2; 13/2; 31/4; 15/2; 7; 17/2; 31/4; 17/2; 44/5; 39/5; 42/5; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-01 02:15:33 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 2/5; 4/11; 41/00; 4/11; 4/11; 1/3; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 3/8; 4/11; 3/8; 2/5; 4/11; 3/8; 4/11; 4/11; 1/3; 2/5; 2/5
Draw; 15/4; 18/5; 15/4; 15/4; 39/10; 4; 15/4; 7/2; 19/5; 18/5; 4; 7/2; 7/2; 37/10; 15/4; 7/2; 15/4; 15/4; 4; 15/4; 4; 19/5; 15/4; 7/2; 3; 7/2; 4
West Brom; 15/2; 13/2; 7; 15/2; 71/10; 8; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 7; 7; 13/2; 15/2; 33/4; 15/2; 7; 15/2; 13/2; 39/5; 36/5; 37/5; 8; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-01 10:15:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 2/5; 4/11; 41/00; 4/11; 2/5; 1/3; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 3/8; 4/11; 3/8; 2/5; 4/11; 3/8; 4/11; 2/5; 2/5; 4/11; 2/5
Draw; 15/4; 18/5; 15/4; 15/4; 39/10; 4; 15/4; 7/2; 19/5; 18/5; 4; 7/2; 7/2; 37/10; 15/4; 7/2; 15/4; 15/4; 4; 15/4; 4; 19/5; 15/4; 7/2; 7/2; 4; 
West Brom; 15/2; 13/2; 7; 15/2; 71/10; 8; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 7; 7; 13/2; 15/2; 33/4; 15/2; 7; 15/2; 13/2; 39/5; 41/5; 8; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-01 14:15:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 2/5; 4/11; 41/00; 4/11; 2/5; 1/3; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 3/8; 2/5; 3/8; 2/5; 4/11; 3/8; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 4; 15/4; 7/2; 19/5; 18/5; 19/5; 15/4; 7/2; 37/10; 15/4; 7/2; 15/4; 18/5; 4; 15/4; 4; 19/5; 15/4; 7/2; 7/2; 7/2; 7/2
West Brom; 15/2; 13/2; 7; 15/2; 7; 7; 15/2; 15/2; 7; 15/2; 13/2; 7; 7; 7; 29/4; 15/2; 7; 29/4; 13/2; 38/5; 39/5; 34/5; 8; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-01 18:15:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 2/5; 4/11; 41/00; 4/11; 2/5; 1/3; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 7/18; 2/5; 3/8; 2/5; 4/11; 7/18; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 15/4; 18/5; 18/5; 15/4; 39/10; 4; 15/4; 7/2; 19/5; 15/4; 19/5; 15/4; 7/2; 18/5; 15/4; 7/2; 19/5; 18/5; 4; 15/4; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 7/2
West Brom; 15/2; 13/2; 7; 15/2; 71/10; 8; 15/2; 15/2; 7; 15/2; 13/2; 7; 7; 15/2; 29/4; 15/2; 7; 17/2; 15/2; 13/2; 36/5; 36/5; 7; 37/5; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-01 22:15:40 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 4/11; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 2/5; 2/5; 3/8; 2/5; 4/11; 7/17; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 15/4; 7/2; 18/5; 15/4; 77/20; 15/4; 7/2; 7/2; 19/5; 18/5; 19/5; 7/2; 7/2; 7/2; 7/2; 7/2; 15/4; 18/5; 4; 15/4; 4; 19/5; 15/4; 7/2; 7/2; 7/2; 7/2
West Brom; 7; 13/2; 15/2; 69/10; 15/2; 7; 15/2; 7; 13/2; 15/2; 13/2; 13/2; 6; 29/4; 29/4; 15/2; 7; 29/4; 13/2; 38/5; 38/5; 39/5; 8; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-02 02:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 7/17; 2/5; 3/8; 2/5; 4/11; 7/17; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 15/4; 7/2; 18/5; 15/4; 77/20; 15/4; 15/4; 7/2; 19/5; 18/5; 19/5; 7/2; 7/2; 7/2; 7/2; 7/2; 15/4; 18/5; 4; 15/4; 4; 15/4; 15/4; 7/2; 13/5; 7/2; 7/2
West Brom; 6; 13/2; 15/2; 69/10; 15/2; 7; 15/2; 7; 13/2; 15/2; 13/2; 13/2; 6; 29/4; 15/2; 7; 7; 13/2; 38/5; 38/5; 39/5; 39/5; ; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-02 10:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 2/5; 2/5; 3/8; 2/5; 4/11; 7/17; 2/5; 2/5; 4/11; 2/5; 2/5
Draw; 15/4; 18/5; 18/5; 15/4; 39/10; 15/4; 15/4; 7/2; 19/5; 18/5; 4; 7/2; 7/2; 7/2; 7/2; 7/2; 19/5; 18/5; 4; 15/4; 4; 19/5; 15/4; 7/2; 13/5; 7/2; 7/2
West Brom; 6; 13/2; 13/2; 15/2; 34/5; 15/2; 7; 15/2; 7; 13/2; 15/2; 13/2; 13/2; 6; 29/4; 15/2; 7; 29/4; 13/2; 38/5; 33/5; 39/5; 39/5; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-02 14:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 5/12; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 7/17; 2/5; 2/5; 2/5; 4/9; 2/5
Draw; 15/4; 18/5; 18/5; 15/4; 39/10; 15/4; 15/4; 7/2; 4; 18/5; 4; 7/2; 7/2; 7/2; 7/2; 7/2; 19/5; 18/5; 4; 39/10; 4; 19/5; 15/4; 7/2; 7/2; 7/2; 7/2
West Brom; 6; 13/2; 13/2; 15/2; 34/5; 15/2; 7; 29/4; 7; 13/2; 15/2; 13/2; 13/2; 6; 29/4; 69/10; 7; 15/2; 29/4; 13/2; 38/5; 38/5; 39/5; 39/5; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-02 18:15:32 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 3/7; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 2/5; 2/5; 7/17; 2/5; 7/17; 2/5; 2/5; 2/5; 4/9; 2/5
Draw; 15/4; 7/2; 18/5; 15/4; 39/10; 4; 15/4; 4; 18/5; 4; 7/2; 7/2; 7/2; 15/4; 7/2; 19/5; 18/5; 4; 39/10; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 4; 
West Brom; 6; 13/2; 15/2; 34/5; 7; 13/2; 71/10; 7; 13/2; 7; 13/2; 7; 7; 29/4; 69/10; 7; 15/2; 7; 13/2; 38/5; 38/5; 34/5; 39/5; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-02 22:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 3/7; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 7/17; 2/5; 7/17; 2/5; 2/5; 2/5; 4/9; 2/5
Draw; 15/4; 7/2; 18/5; 15/4; 39/10; 4; 15/4; 4; 18/5; 4; 7/2; 7/2; 18/5; 15/4; 7/2; 19/5; 18/5; 4; 39/10; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 7/2; 
West Brom; 6; 13/2; 15/2; 34/5; 7; 13/2; 71/10; 7; 13/2; 7; 7; 7; 29/4; 69/10; 7; 15/2; 7; 13/2; 38/5; 38/5; 39/5; 39/5; ; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-03 02:15:29 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 2/5; 4/11; 21/50; 2/5; 2/5; 4/11; 3/7; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 7/17; 2/5; 7/17; 2/5; 2/5; 2/5; 4/9; 2/5
Draw; 15/4; 7/2; 18/5; 15/4; 39/10; 4; 15/4; 4; 18/5; 4; 7/2; 7/2; 18/5; 15/4; 7/2; 19/5; 18/5; 4; 39/10; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 4; 
West Brom; 6; 13/2; 15/2; 34/5; 7; 13/2; 71/10; 7; 13/2; 7; 7; 7; 29/4; 69/10; 7; 15/2; 7; 13/2; 38/5; 33/5; 39/5; 39/5; ; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-03 10:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 4/9; 4/11; 11/25; 2/5; 2/5; 4/11; 3/7; 4/9; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 5/12; 2/5; 2/5; 7/17; 2/5; 5/12; 2/5; 2/5; 2/5; 4/9; 4/9
Draw; 15/4; 7/2; 7/2; 15/4; 19/5; 4; 7/2; 4; 7/2; 19/5; 10/3; 10/3; 7/2; 7/2; 7/2; 15/4; 18/5; 4; 39/10; 19/5; 15/4; 15/4; 7/2; 7/2; 7/2; 7/2; 
West Brom; 6; 13/2; 15/2; 13/2; 7; 13/2; 13/2; 71/10; 13/2; 7; 7; 13/2; 13/2; 6; 27/4; 29/4; 69/10; 7; 7; 37/5; 31/5; 33/5; 38/5; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-03 14:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 4/9; 2/5; 11/25; 4/9; 2/5; 2/5; 3/7; 4/9; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 5/12; 2/5; 2/5; 7/17; 2/5; 5/12; 2/5; 2/5; 4/9; 4/9; 4/9
Draw; 15/4; 7/2; 7/2; 7/2; 19/5; 4; 7/2; 7/2; 4; 7/2; 19/5; 10/3; 10/3; 7/2; 7/2; 7/2; 15/4; 18/5; 4; 39/10; 19/5; 19/5; 15/4; 7/2; 7/2; 7/2; 7/2
West Brom; 6; 13/2; 13/2; 13/2; 7; 13/2; 13/2; 71/10; 13/2; 7; 7; 13/2; 13/2; 7; 27/4; 29/4; 69/10; 7; 7; 37/5; 37/5; 33/5; 38/5; ; ; ; 
META; english/premier-league/west-brom-v-tottenham; 2018-05-03 18:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Tottenham; 2/5; 2/5; 4/9; 2/5; 9/20; 4/9; 4/9; 2/5; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 3/7; 2/5; 4/9; 5/12; 2/5; 3/7; 4/9; 2/5; 4/9; 4/9; 4/9
