META; english/premier-league/chelsea-v-leicester; 2017-12-28 02:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; ; 7/20; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 
Draw; ; ; ; ; 9/2; ; 17/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; 
Leicester; ; ; ; ; 37/5; ; 15/2; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8; ; ; ; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-28 10:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; ; 7/20; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 
Draw; ; ; ; ; 9/2; ; 17/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; 
Leicester; ; ; ; ; 37/5; ; 15/2; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8; ; ; ; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-28 14:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; ; 7/20; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 1/3; ; ; ; ; 
Draw; ; ; ; ; 9/2; ; 17/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; 4; ; ; ; ; 
Leicester; ; ; ; ; 37/5; ; 15/2; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7; ; 8; ; ; ; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-28 18:16:56 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; ; 7/20; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 1/3; ; ; ; ; 
Draw; ; ; ; ; 9/2; ; 17/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; 4; ; ; ; ; 
Leicester; ; ; ; ; 37/5; ; 15/2; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7; ; 8; ; ; ; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-28 22:16:59 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; 4/11; 7/20; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 1/3; ; ; 1/25; ; 
Draw; ; ; ; ; 9/2; 4; 17/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; 4; ; ; 1/50; ; 
Leicester; ; ; ; ; 37/5; 9; 15/2; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; 8; ; ; 1/25; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-29 02:16:55 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; 4/11; 7/20; 1/3; ; ; ; 1/3; ; ; ; 4/11; ; ; ; ; ; 1/3; ; 3/10; ; ; 1/9; ; 
Draw; ; ; ; ; 9/2; 4; 17/4; 4; ; ; ; 4; ; ; ; 9/2; ; ; ; ; ; 17/4; ; 4; ; ; 1/50; ; 
Leicester; ; ; ; ; 37/5; 9; 15/2; 17/2; ; ; ; 8; ; ; ; 8; ; ; ; ; ; 8; ; 9; ; ; 1/14; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-29 10:16:54 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; 4/11; 7/20; 1/3; ; ; ; 1/3; ; ; ; 4/11; ; ; ; ; ; 1/3; ; 3/10; ; ; 2/11; ; 
Draw; ; ; ; ; 9/2; 4; 17/4; 4; ; ; ; 4; ; ; ; 9/2; ; ; ; ; ; 17/4; ; 17/4; ; ; 15/8; ; 
Leicester; ; ; ; ; 37/5; 9; 8; 9; ; ; ; 8; ; ; ; 8; ; ; ; ; ; 8; ; 9; ; ; 15/8; ; 
META; english/premier-league/chelsea-v-leicester; 2017-12-29 18:16:55 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; 2/5; 1/3; 7/20; 1/3; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; 1/3; ; 3/10; ; ; 1/5; ; 
