META; english/premier-league/leicester-v-west-ham; 2018-04-27 18:15:59 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 1; ; 
Draw; 12/5; ; 
West Ham; 13/5; 11/4; 14/5
META; english/premier-league/leicester-v-west-ham; 2018-04-27 22:16:08 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 1; 21/20; 20/23; 1; 5/6; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; ; ; 
Draw; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 9/4; 12/5; 12/5; 12/5; 5/2; 27/11; 11/5
West Ham; 11/4; 63/20; 13/5; 29/10; 13/5; 11/4; 11/4; 14/5; 14/5; 13/5; 11/4; 12/5; 11/4; 3; 14/5; 13/5
META; english/premier-league/leicester-v-west-ham; 2018-04-28 02:16:04 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 19/20; 1; 26/25; 20/23; 1; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 1; 1; ; ; 
Draw; 5/2; 12/5; 53/20; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 27/11; 12/5; 12/5; 5/2; 27/11; 23/10
West Ham; 14/5; 11/4; 149/0; 13/5; 29/10; 13/5; 11/4; 11/4; 14/5; 14/5; 14/5; 13/5; 11/4; 12/5; 11/4; 31/10; 14/5; 13/5
META; english/premier-league/leicester-v-west-ham; 2018-04-28 10:16:04 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 19/20; 1; 21/20; 20/23; 1; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 1; 1; ; ; 
Draw; 5/2; 12/5; 53/20; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 49/20; 5/2; 23/10; 27/11; 12/5; 12/5; 13/5; 5/2; 23/10
West Ham; 14/5; 11/4; 147/0; 13/5; 14/5; 13/5; 11/4; 11/4; 11/4; 11/4; 14/5; 13/5; 11/4; 12/5; 11/4; 3; 14/5; 13/5
META; english/premier-league/leicester-v-west-ham; 2018-04-28 14:16:09 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 19/20; 1; 21/20; 20/23; 1; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 1; 1; ; ; 
Draw; 5/2; 12/5; 67/25; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 49/20; 5/2; 23/10; 27/11; 12/5; 12/5; 13/5; 5/2; 9/4
West Ham; 14/5; 11/4; 73/25; 13/5; 14/5; 13/5; 11/4; 11/4; 11/4; 11/4; 14/5; 13/5; 11/4; 12/5; 11/4; 3; 14/5; 5/2
META; english/premier-league/leicester-v-west-ham; 2018-04-28 18:16:03 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 19/20; 1; 21/20; 20/23; 1; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 1; 1; 4/5; ; 
Draw; 5/2; 12/5; 67/25; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 49/20; 5/2; 23/10; 27/11; 12/5; 13/5; 5/2; 23/10
West Ham; 14/5; 11/4; 73/25; 13/5; 14/5; 13/5; 11/4; 11/4; 14/5; 11/4; 14/5; 13/5; 11/4; 11/4; 3; 14/5; 5/2
META; english/premier-league/leicester-v-west-ham; 2018-04-28 22:15:38 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 21/20; 1; 23/20; 21/20; 21/20; 10/11; 21/20; 19/20; 11/10; 23/20; 21/20; 1; 21/20; 13/12; 21/20; 21/20; 21/20; 5/6
Draw; 5/2; 12/5; 131/0; 5/2; 5/2; 23/10; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 13/5; 27/11; 2; 
West Ham; 13/5; 11/4; 133/0; 11/4; 13/5; 13/5; 13/5; 11/4; 5/2; 49/20; 13/5; 12/5; 28/11; 39/19; 13/5; 14/5; 13/5; 12/5
META; english/premier-league/leicester-v-west-ham; 2018-04-29 02:15:36 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 11/10; 1; 121/00; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 23/20; 6/5; 23/20; 21/20; 11/10; 13/12; 21/20; 11/10; 11/10; 23/20
Draw; 5/2; 12/5; 66/25; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 13/5; 27/11; 19/10; 
West Ham; 12/5; 11/4; 62/25; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 11/5; 23/10; 12/5; 23/10; 40/17; 39/19; 13/5; 13/5; 40/17; 
META; english/premier-league/leicester-v-west-ham; 2018-04-29 10:15:37 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 11/10; 1; 121/00; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 23/20; 6/5; 23/20; 21/20; 11/10; 13/12; 21/20; 23/20; 11/10; 6/5; 23/20
West Ham; 12/5; 5/2; 62/25; 5/2; 23/10; 23/10; 13/5; 5/2; 5/2; 11/5; 23/10; 12/5; 23/10; 40/17; 39/19; 13/5; 13/5; 40/17; 12/5; 
Draw; 5/2; 5/2; 66/25; 5/2; 5/2; 23/10; 12/5; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 19/10; 5/2; 
META; english/premier-league/leicester-v-west-ham; 2018-04-29 14:15:37 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 11/10; 23/20; 121/00; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 23/20; 6/5; 23/20; 11/10; 11/10; 13/12; 21/20; 23/20; 15/13; 6/5; 23/20
West Ham; 12/5; 11/5; 62/25; 5/2; 12/5; 23/10; 13/5; 5/2; 5/2; 11/5; 47/20; 12/5; 9/4; 40/17; 39/19; 13/5; 13/5; 40/17; 2/9; 12/5
Draw; 5/2; 5/2; 66/25; 5/2; 5/2; 23/10; 12/5; 5/2; 13/5; 47/20; 12/5; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 19/10; 5/2; 
META; english/premier-league/leicester-v-west-ham; 2018-04-29 18:15:38 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 11/10; 23/20; 121/00; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 23/20; 6/5; 23/20; 11/10; 11/10; 8/7; 21/20; 23/20; 15/13; 6/5; 23/20
West Ham; 12/5; 11/5; 62/25; 5/2; 12/5; 23/10; 13/5; 5/2; 5/2; 11/5; 47/20; 12/5; 9/4; 40/17; 37/19; 13/5; 13/5; 40/17; 19/10; 12/5
Draw; 5/2; 5/2; 66/25; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; 13/5; 47/20; 12/5; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 12/5
META; english/premier-league/leicester-v-west-ham; 2018-04-29 22:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 11/10; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 11/10; 21/20; 5/4; 23/20; 5/4; 6/5; 11/10; 6/5; 6/5; 8/7; 11/10; 6/5; 6/5; 6/5; 23/20
West Ham; 12/5; 11/5; 11/5; 62/25; 12/5; 23/10; 23/10; 40/17; 5/2; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 37/19; 40/17; 12/5; 9/4; 2; 12/5
Draw; 5/2; 12/5; 12/5; 66/25; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 23/10; 5/2; 
META; english/premier-league/leicester-v-west-ham; 2018-04-30 02:15:29 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 23/20; 6/5; 31/25; 23/20; 6/5; 11/10; 11/10; 21/20; 5/4; 23/20; 5/4; 6/5; 11/10; 5/4; 6/5; 8/7; 11/10; 5/4; 6/5; 6/5; 5/4
West Ham; 11/5; 11/5; 11/5; 121/0; 12/5; 23/10; 23/10; 40/17; 5/2; 9/4; 11/5; 43/20; 11/5; 21/10; 11/5; 23/10; 37/19; 40/17; 23/10; 9/4; 11/5; 12/5
Draw; 23/10; 12/5; 12/5; 131/0; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 9/4; 23/10; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 
META; english/premier-league/leicester-v-west-ham; 2018-04-30 10:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 63/50; 23/20; 6/5; 11/10; 6/5; 21/20; 5/4; 23/20; 6/5; 6/5; 11/10; 6/5; 6/5; 19/16; 6/5; 5/4; 6/5; 6/5; 5/4
West Ham; 11/5; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 9/4; 5/2; 9/4; 11/5; 23/10; 11/5; 21/10; 9/4; 23/10; 40/17; 9/4; 23/10; 23/10; 23/10; 12/5
Draw; 23/10; 12/5; 12/5; 129/0; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 9/4; 40/17; 12/5; 5/2; 5/2; 40/17; 23/10; 12/5; 
META; english/premier-league/leicester-v-west-ham; 2018-04-30 14:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 131/00; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 23/20; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4
West Ham; 11/5; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 21/10; 2; 21/10; 21/10; 9/4
Draw; 23/10; 12/5; 12/5; 51/20; 12/5; 12/5; 11/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 9/4; 40/17; 12/5; 5/2; 5/2; 40/17; 12/5; 23/10; 12/5; 23/10; 12/5; 
META; english/premier-league/leicester-v-west-ham; 2018-04-30 18:15:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 5/4; 6/5; 131/00; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 11/10; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4
West Ham; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 23/10; 9/4; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 21/10; 21/10; 11/5; 21/10; 9/4
Draw; 23/10; 12/5; 12/5; 51/20; 12/5; 23/10; 11/5; 5/2; 5/2; 23/10; 5/2; 12/5; 5/2; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 
META; english/premier-league/leicester-v-west-ham; 2018-04-30 22:15:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 5/4; 6/5; 6/5; 131/00; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 5/4; 11/10; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 13/10
West Ham; 11/5; 21/10; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 9/4; 12/5; 11/5; 11/5; 21/10; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 21/10; 21/10; 11/5; 21/10; 9/4
Draw; 23/10; 12/5; 12/5; 12/5; 51/20; 12/5; 12/5; 11/5; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 
META; english/premier-league/leicester-v-west-ham; 2018-05-01 02:15:26 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 131/00; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 6/5; 23/20; 13/10; 5/4; 
West Ham; 11/5; 21/10; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 9/4; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 21/10; 21/10; 2; 11/5; 9/4
Draw; 23/10; 12/5; 12/5; 12/5; 51/20; 12/5; 12/5; 11/5; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; 9/4; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-01 10:15:27 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 133/00; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 13/10; 5/4
West Ham; 11/5; 21/10; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 9/4; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 21/10; 21/10; 9/4; 9/4
Draw; 23/10; 12/5; 12/5; 12/5; 63/25; 12/5; 23/10; 11/5; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 5/2; 40/17; 9/4; 23/10; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-01 14:15:27 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 5/4; 6/5; 133/00; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 13/10; 5/4; 
West Ham; 11/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4
Draw; 23/10; 12/5; 12/5; 12/5; 62/25; 12/5; 23/10; 11/5; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 5/2; 40/17; 9/4; 12/5; 5/2; 12/5; 5/2; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-01 18:15:27 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 5/4; 6/5; 133/00; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 
West Ham; 11/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 11/5; 11/5; 11/5; 9/4; 9/4; 12/5; 11/5; 11/5; 21/10; 23/10; 23/10; 9/4; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10
Draw; 23/10; 12/5; 12/5; 12/5; 62/25; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 12/5; 9/4; 12/5; 5/2; 12/5; 5/2; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-01 22:15:33 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 131/00; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 
West Ham; 11/5; 11/5; 11/5; 11/5; 121/0; 23/10; 23/10; 11/5; 11/5; 11/5; 23/10; 11/5; 12/5; 9/4; 11/5; 21/10; 40/17; 23/10; 9/4; 11/5; 23/10; 40/17; 9/4; 9/4; 23/10; 11/5; 23/10
Draw; 23/10; 12/5; 23/10; 12/5; 49/20; 12/5; 23/10; 11/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 40/17; 9/4; 12/5; 5/2; 12/5; 5/2; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-02 02:15:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 131/00; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 10/9; 13/10; 5/4; 
West Ham; 11/5; 11/5; 11/5; 11/5; 121/0; 23/10; 23/10; 11/5; 11/5; 11/5; 23/10; 11/5; 12/5; 11/5; 11/5; 21/10; 23/10; 23/10; 9/4; 11/5; 23/10; 40/17; 9/4; 9/4; 19/10; 23/10; 23/10
Draw; 23/10; 12/5; 23/10; 12/5; 49/20; 12/5; 23/10; 11/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 40/17; 9/4; 12/5; 9/5; 12/5; 5/2; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-02 10:15:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 5/4; 6/5; 33/25; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 10/9; 13/10; 5/4; 
West Ham; 11/5; 11/5; 11/5; 11/5; 119/0; 23/10; 23/10; 11/5; 11/5; 11/5; 23/10; 11/5; 12/5; 11/5; 11/5; 21/10; 23/10; 23/10; 9/4; 11/5; 23/10; 40/17; 9/4; 9/4; 19/10; 23/10; 23/10
Draw; 23/10; 12/5; 23/10; 12/5; 123/0; 12/5; 23/10; 11/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 40/17; 9/4; 12/5; 9/5; 12/5; 5/2; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-02 14:15:24 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 5/4; 6/5; 27/20; 6/5; 13/10; 11/10; 5/4; 5/4; 13/10; 5/4; 11/10; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 13/10; 13/10; 
West Ham; 11/5; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10
Draw; 23/10; 12/5; 23/10; 12/5; 49/20; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 40/17; 12/5; 5/2; 12/5; 40/17; 9/4; 23/10; 12/5; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-02 18:15:24 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 32/25; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 11/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 
West Ham; 11/5; 21/10; 11/5; 11/5; 121/0; 23/10; 23/10; 11/5; 12/5; 11/5; 23/10; 11/5; 12/5; 9/4; 11/5; 21/10; 40/17; 23/10; 9/4; 40/17; 23/10; 40/17; 9/4; 23/10; 12/5; 23/10; 12/5
Draw; 23/10; 12/5; 12/5; 12/5; 63/25; 12/5; 23/10; 11/5; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-02 22:15:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 32/25; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 11/10; 6/5; 13/10; 5/4; 6/5; 17/14; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 
West Ham; 11/5; 21/10; 11/5; 11/5; 121/0; 23/10; 23/10; 11/5; 12/5; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 21/10; 40/17; 23/10; 23/10; 40/17; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; 23/10
Draw; 23/10; 12/5; 12/5; 12/5; 63/25; 12/5; 23/10; 11/5; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-03 02:15:22 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 32/25; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 6/5; 11/10; 6/5; 13/10; 6/5; 6/5; 17/14; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 13/10; 
West Ham; 11/5; 21/10; 11/5; 11/5; 121/0; 23/10; 23/10; 11/5; 12/5; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 21/10; 40/17; 23/10; 23/10; 40/17; 23/10; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10
Draw; 23/10; 12/5; 12/5; 12/5; 63/25; 12/5; 23/10; 11/5; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; ; 
META; english/premier-league/leicester-v-west-ham; 2018-05-03 10:15:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Leicester; 5/4; 6/5; 6/5; 6/5; 32/25; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 11/10; 6/5; 13/10; 6/5; 6/5; 17/14; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 
West Ham; 11/5; 11/5; 11/5; 11/5; 121/0; 12/5; 23/10; 23/10; 12/5; 9/4; 9/4; 11/5; 12/5; 9/4; 11/5; 21/10; 40/17; 23/10; 23/10; 40/17; 23/10; 12/5; 9/4; 9/4; 23/10; 23/10
