META; english/premier-league/huddersfield-v-man-city; 2017-10-30 02:17:56 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; 14; ; ; ; ; 16; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-30 10:18:09 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; 14; ; ; ; ; 16; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-30 14:18:05 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; 14; ; ; ; ; 16; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-30 18:18:14 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-30 22:18:15 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-31 02:18:06 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-31 10:19:01 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-31 14:19:37 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-31 18:18:59 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-10-31 22:19:04 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-01 02:18:58 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-01 10:18:51 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; ; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; ; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-01 14:19:17 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; ; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-01 18:19:00 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-01 22:18:41 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-02 02:18:57 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-02 10:18:55 GMT+3; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-02 14:04:15 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-02 18:18:00 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-02 22:17:42 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-03 02:16:59 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-03 10:17:00 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-03 14:18:03 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 1/4; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 11/2; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 12; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-03 18:18:08 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-03 22:18:11 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-04 02:18:09 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-04 10:18:13 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-04 14:18:22 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-04 18:18:05 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-04 22:17:48 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-05 02:17:48 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-05 10:17:47 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; 2/7; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 1/4; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; 21/4; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 57/10; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; 9; ; ; 12; ; ; ; ; ; ; ; 10; 9; ; 14; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-05 14:17:45 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; 2/7; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 27/ 100; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; 21/4; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 27/5; ; ; 11/2; ; 5; ; ; ; ; 
Huddersfield; ; ; ; ; 9; ; ; 12; ; ; ; ; ; ; ; 10; 9; ; 13; ; ; 11; ; 12; ; ; ; ; 
META; english/premier-league/huddersfield-v-man-city; 2017-11-05 18:18:01 GMT+2; 2017-11-26 16:00; Nothing; Xlenovo
Man City; ; ; ; ; 2/7; ; ; 2/9; ; ; ; ; ; ; ; 2/9; 1/4; ; 27/ 100; ; ; 1/4; ; 2/9; ; ; ; ; 
Draw; ; ; ; ; 21/4; ; ; 5; ; ; ; ; ; ; ; 5; 5; ; 27/5; ; ; 11/2; ; 5; ; ; ; ; 
