META; english/premier-league/stoke-v-watford; 2018-01-03 18:17:15 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-03 22:17:13 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-04 02:17:11 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-04 10:17:13 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-04 14:17:22 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-04 18:17:16 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-04 22:17:18 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-05 02:17:14 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-05 10:17:10 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-05 14:17:41 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-05 18:18:47 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-05 22:18:11 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; 11/8; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 21/10; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 11/5; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-06 02:17:23 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; 11/8; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 21/10; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 11/5; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-06 10:17:33 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; 11/8; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 21/10; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 11/5; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-06 14:17:58 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 11/8; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 85/40; ; 21/10; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 9/4; ; 11/5; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-06 18:17:38 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 11/8; ; ; ; ; 
Watford; ; ; ; ; 52/25; ; ; 2; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 85/40; ; 21/10; ; ; ; ; 
Draw; ; ; ; ; 49/20; ; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 9/4; ; 11/5; ; ; ; ; 
META; english/premier-league/stoke-v-watford; 2018-01-06 22:17:19 GMT+2; 2018-01-31 20:00; Nothing; Xlenovo
Stoke; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; ; ; ; ; 7/5; ; 7/5; ; ; 7/5; ; 11/8; ; ; ; ; 
