META; english/premier-league/crystal-palace-v-burnley; 2017-12-28 10:17:01 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 61/50; ; 6/5; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; 
Burnley; ; ; ; ; 141/ 50; ; 11/4; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-28 14:17:00 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; ; 6/5; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 23/20; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 
Burnley; ; ; ; ; 11/4; ; 13/5; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-28 18:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; ; 6/5; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 23/20; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 
Burnley; ; ; ; ; 11/4; ; 13/5; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-28 22:17:01 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; 23/20; ; ; 1/25; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 21/10; ; ; 1/50; ; 
Burnley; ; ; ; ; 11/4; 3; 13/5; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 11/4; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-29 02:16:57 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; 11/10; ; 23/20; ; ; 4/9; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; 21/10; ; ; ; ; ; 11/5; ; 21/10; ; ; 1/50; ; 
Burnley; ; ; ; ; 11/4; 3; 13/5; 11/4; ; ; ; 14/5; ; ; ; 14/5; ; ; ; ; ; 14/5; ; 11/4; ; ; 2/13; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-29 10:16:56 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; 11/10; ; 23/20; ; ; 4/9; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; 21/10; ; ; ; ; ; 11/5; ; 21/10; ; ; 1/50; ; 
Burnley; ; ; ; ; 11/4; 3; 13/5; 11/4; ; ; ; 14/5; ; ; ; 14/5; ; ; ; ; ; 14/5; ; 11/4; ; ; 2/13; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-29 18:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; 11/10; ; 23/20; ; ; 4/9; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; ; ; ; ; ; 11/5; ; 21/10; ; ; 1/50; ; 
Burnley; ; ; ; ; 11/4; 3; 13/5; 11/4; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 11/4; ; ; 2/13; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-29 22:16:58 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 4/9; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-30 02:17:00 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 8/11; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 2; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-30 10:16:59 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 8/11; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 2; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-30 14:17:08 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 8/11; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 2; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-30 18:17:01 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; ; ; ; 5/4; 23/20; 6/5; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 8/11; ; 
Draw; ; ; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 2; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-30 22:16:40 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; 1; ; ; 5/4; 23/20; 11/10; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 8/11; ; 
Draw; ; 9/4; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; 14/5; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 2; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-31 02:16:38 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; 1; ; ; 5/4; 23/20; 11/10; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 4/5; ; 
Draw; ; 9/4; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; 14/5; ; ; 11/4; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-31 10:16:39 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Crystal Palace; ; 1; ; ; 6/5; 23/20; 11/10; 19/20; ; ; ; 23/20; ; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; 23/20; ; ; 5/6; ; 
Draw; ; 9/4; ; ; 23/10; 9/4; 11/5; 21/10; ; ; ; 2; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; 14/5; ; ; 72/25; 3; 11/4; 11/4; ; ; ; 14/5; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/crystal-palace-v-burnley; 2017-12-31 14:16:44 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
