META; english/premier-league/liverpool-v-chelsea; 2017-10-29 22:17:50 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-10-31 14:19:28 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; ; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-10-31 18:18:51 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; ; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-10-31 22:18:55 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; ; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-01 02:18:51 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; ; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-01 10:18:44 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; ; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-01 14:19:09 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-01 18:18:52 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-01 22:18:32 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-02 02:18:50 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-02 10:18:47 GMT+3; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-02 14:04:07 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-02 18:17:53 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-02 22:17:34 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-03 02:16:50 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-03 10:16:52 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-03 14:17:55 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 5/2; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-03 18:18:00 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-03 22:18:03 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-04 02:18:01 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-04 10:18:05 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-04 14:18:13 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-04 18:17:57 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-04 22:17:40 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-05 02:17:41 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-05 10:17:40 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-05 14:17:38 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-05 18:17:53 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; ; ; 27/20; ; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; ; 7/5; ; ; 13/10; ; 27/20; ; ; ; ; 
Chelsea; ; ; ; ; 11/5; ; ; 21/10; ; ; ; ; ; ; ; 2; 21/10; ; 43/20; ; ; 85/40; ; 2; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 23/10; 11/5; ; 51/20; ; ; 12/5; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-05 22:17:25 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; ; ; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; ; 5/4; 13/10; 6/5; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 6/5; ; ; ; 
Chelsea; ; ; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; ; 2; 21/10; 21/10; 11/5; 15/8; 21/10; 85/40; 11/5; 21/10; 21/10; ; ; ; 
Draw; ; ; 5/2; ; 23/10; ; ; 5/2; 5/2; 5/2; ; ; ; ; ; 12/5; 11/5; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-06 02:17:27 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; ; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; ; 13/10; 13/10; 13/10; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 13/10; ; ; ; 
Chelsea; 2; ; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; ; 2; 21/10; 2; 11/5; 15/8; 21/10; 85/40; 85/40; 21/10; 39/19; ; ; ; 
Draw; 12/5; ; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; 23/10; 11/5; 40/17; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 40/17; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-06 10:17:22 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; ; 5/4; ; 27/20; ; ; 13/10; 6/5; 6/5; ; ; ; ; 5/4; 13/10; 13/10; 13/10; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 13/10; ; ; ; 
Chelsea; 2; ; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 2; 21/10; 2; 11/5; 15/8; 21/10; 85/40; 85/40; 21/10; 39/19; ; ; ; 
Draw; 12/5; ; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 23/10; 11/5; 40/17; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; ; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-06 14:17:33 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; ; 5/4; ; 27/20; ; ; 13/10; 6/5; 6/5; ; ; ; ; 5/4; 5/4; 13/10; 5/4; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; ; ; 1/20; ; 
Chelsea; 2; ; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 19/10; 21/10; 39/19; 11/5; 15/8; 21/10; 85/40; 11/5; 21/10; ; ; 1; ; 
Draw; 12/5; ; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 9/4; 11/5; 27/11; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; ; ; 1/100; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-06 18:17:24 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; 5/4; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; 5/4; 5/4; 13/10; 5/4; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 5/4; ; 1/20; ; 
Chelsea; 2; 21/10; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 19/10; 21/10; 39/19; 11/5; 15/8; 21/10; 85/40; 11/5; 21/10; 21/10; ; 7/5; ; 
Draw; 12/5; 12/5; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 9/4; 11/5; 27/11; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; ; 7/4; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-06 22:17:31 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; 5/4; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; 5/4; 5/4; 13/10; 5/4; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 5/4; ; 4/11; ; 
Chelsea; 2; 21/10; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 19/10; 21/10; 39/19; 11/5; 15/8; 21/10; 85/40; 11/5; 21/10; 21/10; ; 7/4; ; 
Draw; 12/5; 12/5; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 9/4; 11/5; 27/11; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; ; 9/5; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-07 02:17:22 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; 5/4; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; 5/4; 5/4; 13/10; 5/4; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 5/4; ; 20/21; ; 
Chelsea; 2; 21/10; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 19/10; 21/10; 39/19; 11/5; 15/8; 21/10; 85/40; 9/4; 21/10; 21/10; ; 7/4; ; 
Draw; 12/5; 12/5; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 9/4; 11/5; 27/11; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; ; 9/5; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-07 10:17:23 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; 5/4; 5/4; ; 27/20; ; ; 13/10; 6/5; 5/4; ; ; ; ; 5/4; 5/4; 13/10; ; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; ; ; 1/20; ; 
Chelsea; 2; 21/10; 2; ; 11/5; ; ; 2; 21/10; 2; ; ; ; ; 11/5; 19/10; 21/10; ; 11/5; 15/8; 21/10; 85/40; 9/4; 21/10; ; ; 7/5; ; 
Draw; 12/5; 12/5; 5/2; ; 23/10; ; ; 5/2; 5/2; 12/5; ; ; ; ; 12/5; 9/4; 11/5; ; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; ; ; 9/5; ; 
META; english/premier-league/liverpool-v-chelsea; 2017-11-07 14:17:30 GMT+2; 2017-11-25 17:30; Nothing; Xlenovo
Liverpool; 13/10; 5/4; 5/4; 6/5; 27/20; ; ; 13/10; 6/5; 5/4; ; 5/4; ; ; 5/4; 6/5; 13/10; 5/4; 27/20; 16/13; 6/5; 13/10; 13/10; 5/4; 5/4; ; 1/20; ; 
