META; english/premier-league/burnley-v-west-brom; 2017-06-15 14:15:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 10:20:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 14:16:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 14:21:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 18:16:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 18:21:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 22:16:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-25 22:20:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 02:16:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 02:20:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 10:20:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 10:24:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 14:20:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 14:26:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 18:19:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 18:23:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 22:18:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-26 22:23:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 02:19:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 02:23:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 10:19:40 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 10:24:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 14:20:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 14:25:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 18:21:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 18:26:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 22:20:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-27 22:25:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 02:20:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 02:24:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 10:20:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 10:24:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 14:20:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 21/10; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 14:25:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 21/10; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 18:18:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 21/10; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 18:23:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 21/10; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 22:19:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-28 22:23:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 02:19:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 02:23:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 10:20:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 10:24:46 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 14:20:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 14:25:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 8/11; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 18:19:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 4/5; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 18:24:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 4/5; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 6/5; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/premier-league/burnley-v-west-brom; 2017-06-29 22:17:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Burnley; ; 7/5; ; 13/10; ; ; 6/4; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 7/5; ; 7/5; ; 4/5; ; 
West Brom; ; 7/4; ; 15/8; ; ; 2; ; ; ; ; ; ; ; ; ; 37/19; 19/10; 19/10; 37/19; ; ; 37/19; ; 37/19; ; 3/10; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; ; ; 9/4; ; 9/4; ; 21/10; ; 
