META; english/premier-league/liverpool-v-man-utd; 2017-09-19 18:17:36 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
META; english/premier-league/liverpool-v-man-utd; 2017-09-20 18:17:33 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-20 22:17:33 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-21 02:17:30 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-21 10:17:33 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-21 14:17:34 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-21 18:17:40 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-21 22:17:36 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; ; ; ; ; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-22 02:17:31 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 11/8; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 21/10; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-22 10:17:35 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 11/8; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 21/10; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-22 14:18:16 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 2; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-22 18:17:39 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 11/8; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-22 22:17:47 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-23 02:17:34 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-23 10:17:36 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-23 14:18:03 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-23 18:17:45 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-23 22:17:17 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; ; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 2; ; ; 4/11; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; 4/11; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-24 02:17:14 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; 4/11; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-24 10:17:11 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; 4/11; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-24 14:17:15 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 5/4; 5/4; ; ; ; 13/10; ; ; ; 13/10; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; 4/11; ; 
Man Utd; ; ; ; ; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; 39/19; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; 4/11; ; 
Draw; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 23/10; ; ; ; 9/4; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-24 18:17:12 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; 7/5; ; ; ; ; 13/10; 5/4; ; 16/11; 7/5; 13/10; ; 7/5; ; 23/17; 7/5; ; ; 73/50; ; ; ; 7/5; ; ; 4/11; ; 
Man Utd; ; 19/10; ; ; ; ; 21/10; 21/10; ; 28/15; 9/5; 21/10; ; 11/5; ; 39/19; 19/10; ; ; 11/5; ; ; ; 19/10; ; ; 4/11; ; 
Draw; ; 9/4; ; ; ; ; 9/4; 9/4; ; 23/10; 9/4; 9/4; ; 12/5; ; 28/13; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-24 22:17:10 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; ; 7/5; ; ; ; ; 5/4; 5/4; 8/5; 16/11; 29/20; 29/20; ; 6/4; ; 7/5; 7/5; ; ; 31/20; 23/17; 8/5; ; 7/5; ; ; 4/11; ; 
Man Utd; ; 19/10; ; ; ; ; 2; 21/10; 28/17; 9/5; 9/5; 9/5; ; 2; ; 19/10; 19/10; ; ; 101/50; 23/13; 28/17; ; 19/10; ; ; 4/11; ; 
Draw; ; 9/4; ; ; ; ; 12/5; 9/4; 23/10; 23/10; 9/4; 12/5; ; 12/5; ; 9/4; 11/5; ; ; 121/50; 12/5; 23/10; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-25 02:17:09 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; ; ; ; ; 5/4; 5/4; 8/5; 16/11; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; ; 6/4; 31/20; 23/17; 8/5; ; 6/4; ; ; 1/20; ; 
Man Utd; 17/10; 19/10; ; ; ; ; 2; 21/10; 28/17; 9/5; 7/4; 7/4; ; 19/10; 15/8; 9/5; 19/10; ; 7/4; 101/50; 23/13; 28/17; ; 15/8; ; ; 1/20; ; 
Draw; 12/5; 9/4; ; ; ; ; 12/5; 9/4; 23/10; 23/10; 23/10; 5/2; ; 12/5; 23/10; 19/8; 11/5; ; 23/10; 121/50; 12/5; 23/10; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-25 10:17:07 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; ; ; ; ; 5/4; 5/4; 8/5; 16/11; 7/5; 29/20; ; 8/5; 6/4; 7/5; 7/5; ; 6/4; 31/20; 23/17; 8/5; ; 6/4; ; ; 4/9; ; 
Man Utd; 17/10; 19/10; ; ; ; ; 2; 21/10; 28/17; 9/5; 9/5; 7/4; ; 19/10; 15/8; 9/5; 19/10; ; 7/4; 101/50; 23/13; 28/17; ; 15/8; ; ; 20/21; ; 
Draw; 12/5; 9/4; ; ; ; ; 12/5; 9/4; 23/10; 23/10; 23/10; 5/2; ; 12/5; 23/10; 19/8; 11/5; ; 23/10; 121/50; 12/5; 23/10; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-25 14:17:11 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; ; 5/4; 5/4; 8/5; 7/5; 29/20; ; ; 8/5; 6/4; 7/5; 7/5; ; 16/11; 31/20; 23/17; ; ; 6/4; ; ; 4/9; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; ; 2; 21/10; 28/17; 7/4; 7/4; ; ; 19/10; 15/8; 9/5; 19/10; ; 9/5; 101/50; 23/13; ; ; 9/5; ; ; 5/6; ; 
Draw; 12/5; 9/4; 12/5; ; ; ; 12/5; 9/4; 23/10; 23/10; 5/2; ; ; 12/5; 23/10; 19/8; 11/5; ; 40/17; 121/50; 12/5; ; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-25 18:17:07 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; ; 16/11; 31/20; 23/17; 8/5; ; 6/4; ; ; 4/9; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 15/8; ; 19/10; 15/8; 9/5; 19/10; ; 9/5; 101/50; 23/13; 28/17; ; 9/5; ; ; 5/6; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 19/8; 11/5; ; 40/17; 121/50; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-25 22:17:11 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 31/20; 23/17; 8/5; ; 6/4; ; ; 4/9; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 9/5; 19/10; 28/17; 7/4; 101/50; 23/13; 28/17; ; 9/5; ; ; 5/6; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 121/50; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-26 02:17:06 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 23/17; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 7/4; 19/10; 28/17; 7/4; 97/50; 23/13; 28/17; ; 9/5; ; ; 23/20; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-26 10:17:08 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 7/4; 19/10; 28/17; 7/4; 97/50; 12/7; 28/17; ; 9/5; ; ; 23/20; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-26 14:17:15 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 7/4; 19/10; 28/17; 7/4; 97/50; 12/7; 28/17; ; 9/5; ; ; 23/20; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-26 18:17:10 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 7/4; 19/10; 28/17; 7/4; 97/50; 12/7; 28/17; ; 9/5; ; ; 23/20; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-26 22:17:06 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; ; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 7/4; 37/20; ; 19/10; 15/8; 7/4; 19/10; 28/17; 7/4; 97/50; ; 28/17; ; 9/5; ; ; 23/20; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 5/2; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; ; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-27 02:17:06 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 9/5; 9/5; ; 19/10; 15/8; 9/5; 19/10; 28/17; 7/4; 97/50; 12/7; 28/17; ; 9/5; ; ; 6/5; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-27 10:17:07 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
Man Utd; 17/10; 19/10; 9/5; ; ; 17/10; 19/10; 21/10; 28/17; 7/4; 9/5; 9/5; ; 19/10; 15/8; 9/5; 19/10; 28/17; 7/4; 97/50; 12/7; 28/17; ; 9/5; ; ; 6/5; ; 
Draw; 12/5; 9/4; 12/5; ; ; 23/10; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; ; 12/5; 23/10; 23/10; 11/5; 23/10; 40/17; 5/2; 12/5; 23/10; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/liverpool-v-man-utd; 2017-09-27 14:18:07 GMT+3; 2017-10-14 12:30; Nothing; Xlenovo
Liverpool; 6/4; 7/5; 16/11; ; ; 6/4; 6/4; 5/4; 8/5; 7/5; 29/20; 29/20; ; 8/5; 6/4; 7/5; 7/5; 8/5; 16/11; 157/100; 7/5; 8/5; ; 6/4; ; ; 20/21; ; 
