META; english/premier-league/man-utd-v-stoke; 2017-12-28 02:17:28 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; ; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 57/10; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; 14; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-stoke; 2017-12-28 10:17:21 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; ; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 57/10; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; 14; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-stoke; 2017-12-28 14:17:21 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; ; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 57/10; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; 14; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-stoke; 2017-12-28 18:17:19 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; ; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 57/10; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke; ; ; ; ; 14; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-stoke; 2017-12-28 22:17:22 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; 2/9; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; 1/25; ; 
Draw; ; ; ; ; 57/10; 11/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 1/50; ; 
Stoke; ; ; ; ; 14; 17; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-stoke; 2017-12-29 02:17:18 GMT+2; 2018-01-15 20:00; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/4; 2/9; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; 1/8; ; 
Draw; ; ; ; ; 57/10; 11/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 4/5; ; 
Stoke; ; ; ; ; 14; 17; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; 11/10; ; 
