META; english/premier-league/west-brom-v-bournemouth; 2017-06-15 14:15:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 5/4; 5/4; 5/4; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 13/10; 13/10; 5/4; 6/5; 5/4; ; 21/20; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 113/50; 23/10; 23/10; 9/4; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 2; 23/10; 15/8; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 11/5; 21/10; 13/5; 23/10; 28/13; 11/5; 11/5; 11/5; 11/5; 53/20; 11/5; 11/5; 12/5; 11/5; ; 13/8; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-15 18:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 5/4; 5/4; 5/4; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 131/100; 13/10; 5/4; 13/10; 5/4; ; 21/20; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 59/25; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 2; 23/10; 15/8; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 63/25; 11/5; 11/5; 9/4; 11/5; ; 13/8; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-15 22:15:22 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 5/4; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 131/100; 13/10; 5/4; 13/10; 5/4; ; 1/20; ; 
Draw; 9/4; 23/10; 9/4; 21/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 59/25; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 2; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 63/25; 11/5; 11/5; 9/4; 11/5; ; 1/20; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-16 02:15:22 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 5/4; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 131/100; 13/10; 5/4; 13/10; 5/4; ; 1/20; ; 
Draw; 9/4; 23/10; 9/4; 21/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 59/25; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 2; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 63/25; 11/5; 11/5; 9/4; 11/5; ; 1/20; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-16 10:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 131/100; 13/10; 5/4; 13/10; 5/4; ; 1/20; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 59/25; 23/10; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 63/25; 11/5; 11/5; 9/4; 11/5; ; 1/20; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-16 14:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/20; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 23/10; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 9/4; 11/5; ; 1/20; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-16 18:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; ; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/20; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; ; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; ; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 9/4; 11/5; ; 1/20; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-16 22:15:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; ; 21/10; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 11/5; 11/5; ; 1/25; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-17 02:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; ; 11/5; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 11/5; 11/5; ; 1/25; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-17 10:15:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; ; 11/5; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 11/5; 11/5; ; 1/25; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-17 14:15:25 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; ; 11/5; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 11/5; 11/5; ; 1/25; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-17 18:15:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
Draw; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; ; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 28/13; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; ; 11/5; ; 
Bournemouth; 12/5; 21/10; 23/10; 11/5; 21/10; 12/5; 12/5; 13/5; ; 21/10; 21/10; 9/4; 11/5; 13/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 13/5; 12/5; 11/5; 11/5; 11/5; ; 1/25; ; 
META; english/premier-league/west-brom-v-bournemouth; 2017-06-17 22:15:23 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
West Brom; 23/20; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 1; ; 6/5; 6/5; 5/4; 5/4; 1; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 21/17; 5/4; 13/10; 5/4; ; 1/25; ; 
