META; english/premier-league/southampton-v-newcastle; 2017-09-20 22:17:52 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; 15/4; ; ; ; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-23 10:17:56 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; 3/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; 5/2; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; 15/4; ; ; ; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-23 14:18:26 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; ; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-23 18:18:06 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; 3/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; 5/2; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; 15/4; ; ; ; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-23 22:17:36 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; 3/4; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; 5/2; ; ; 1/100; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; 15/4; ; ; 1/25; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-24 02:17:34 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; ; ; ; 1/100; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 1/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-24 10:17:31 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; ; ; ; 1/100; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 1/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-24 14:17:35 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 7/10; ; ; 73/100; ; ; ; 3/4; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; 139/50; ; ; ; 5/2; ; ; 2; ; 
Newcastle; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; 15/4; ; ; 1/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-24 18:17:32 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; 8/11; ; ; ; ; ; 4/5; ; ; ; ; ; 17/20; ; 8/11; 7/10; ; ; 73/100; ; ; ; 3/4; ; ; 1/20; ; 
Draw; ; 5/2; ; ; ; ; ; 12/5; ; ; ; ; ; 5/2; ; 27/10; 5/2; ; ; 139/50; ; ; ; 5/2; ; ; 2; ; 
Newcastle; ; 4; ; ; ; ; ; 10/3; ; ; ; ; ; 18/5; ; 9/2; 4; ; ; 24/5; ; ; ; 15/4; ; ; 1/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-24 22:17:31 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; ; 8/11; ; ; ; ; 3/4; 4/5; 11/17; 8/11; 8/11; ; ; 8/11; ; 8/11; 7/10; ; 14/19; 18/25; 13/18; 11/17; ; 3/4; ; ; 1/3; ; 
Draw; ; 5/2; ; ; ; ; 13/5; 12/5; 45/17; 5/2; 5/2; ; ; 14/5; ; 27/10; 5/2; ; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; ; 4; ; ; ; ; 17/4; 10/3; 9/2; 4; 4; ; ; 9/2; ; 9/2; 4; ; 19/5; 49/10; 38/11; 22/5; ; 15/4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-25 02:17:28 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; ; ; ; ; 8/11; 4/5; 11/17; 8/11; 8/11; ; ; 3/4; 3/4; 8/11; 7/10; ; 5/7; 18/25; 13/18; 11/17; ; 3/4; ; ; 1/3; ; 
Draw; 13/5; 5/2; ; ; ; ; 13/5; 12/5; 45/17; 5/2; 5/2; ; ; 11/4; 13/5; 27/10; 5/2; ; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; ; ; ; ; 19/4; 10/3; 9/2; 4; 4; ; ; 9/2; 4; 9/2; 4; ; 75/19; 49/10; 38/11; 22/5; ; 15/4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-25 10:17:26 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; ; ; ; ; 8/11; 8/11; 11/17; 8/11; 8/11; ; ; 3/4; 3/4; 8/11; 7/10; ; 5/7; 18/25; 13/18; 11/17; ; 8/11; ; ; 1/3; ; 
Draw; 13/5; 5/2; ; ; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; ; ; 11/4; 13/5; 27/10; 5/2; ; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; ; ; ; ; 19/4; 9/2; 9/2; 4; 4; ; ; 9/2; 4; 9/2; 4; ; 75/19; 49/10; 38/11; 22/5; ; 4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-25 14:17:31 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; ; 8/11; 4/6; 11/17; 8/11; ; ; ; 8/11; 3/4; 8/11; 7/10; ; 14/19; 18/25; 13/18; ; ; 8/11; ; ; 1/20; ; 
Draw; 13/5; 5/2; 5/2; ; ; ; 13/5; 11/4; 45/17; 5/2; ; ; ; 14/5; 13/5; 27/10; 5/2; ; 13/5; 139/50; 45/17; ; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; ; 19/4; 4; 9/2; 4; ; ; ; 9/2; 4; 9/2; 4; ; 15/4; 49/10; 38/11; ; ; 4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-25 18:17:27 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 8/11; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; ; 9/13; 18/25; 13/18; 11/17; ; 7/10; ; ; 1/20; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 28/11; 5/2; ; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 21/5; 4; ; 21/5; 49/10; 38/11; 22/5; ; 4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-25 22:17:32 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 9/13; 18/25; 13/18; 11/17; ; 7/10; ; ; 1/25; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 21/5; 49/10; 38/11; 22/5; ; 4; ; ; 1/16; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-26 02:17:26 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 9/13; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 21/5; 49/10; 38/11; 22/5; ; 4; ; ; 5/4; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-26 10:17:28 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 9/13; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 21/5; 49/10; 38/11; 22/5; ; 4; ; ; 8/5; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-26 14:17:36 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; ; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; ; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; ; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 7/4; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-26 18:17:29 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 19/10; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-26 22:17:25 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 21/10; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-27 02:17:25 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 12/5; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-27 10:17:28 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 23/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-27 14:18:29 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 7/10; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 5/2; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 23/20; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-27 22:17:25 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 12/5; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 15/4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 6/4; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-28 02:17:28 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 12/5; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 15/4; 4; 22/5; 17/4; 49/10; 38/11; 22/5; ; 4; ; ; 13/8; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-28 10:17:29 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 12/5; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 15/4; 4; 22/5; 74/17; 49/10; 38/11; 22/5; ; 4; ; ; 13/8; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-28 14:17:36 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 12/5; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 15/4; 4; 22/5; 43/10; 49/10; 38/11; 22/5; ; 4; ; ; 13/8; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-28 18:17:43 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 4/6; 11/17; 7/10; ; 3/4; ; 8/11; 3/4; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 13/5; 11/4; 45/17; 5/2; ; 13/5; ; 14/5; 13/5; 12/5; 5/2; 45/17; 13/5; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 19/4; 4; 9/2; 4; ; 4; ; 9/2; 4; 4; 4; 22/5; 17/4; 49/10; 38/11; 22/5; ; 4; ; ; 13/8; ; 
META; english/premier-league/southampton-v-newcastle; 2017-09-28 22:17:01 GMT+3; 2017-10-15 16:00; Nothing; Xlenovo
Southampton; 4/6; 8/11; 8/11; ; ; 13/20; 8/11; 8/11; 11/17; 7/10; ; 3/4; ; 8/11; 7/10; 4/6; 7/10; 11/17; 4/6; 18/25; 13/18; 11/17; ; 7/10; ; ; 4/11; ; 
Draw; 13/5; 5/2; 5/2; ; ; 13/5; 27/10; 13/5; 45/17; 5/2; ; 13/5; ; 13/5; 11/4; 5/2; 5/2; 45/17; 27/10; 139/50; 45/17; 45/17; ; 13/5; ; ; 2; ; 
Newcastle; 9/2; 4; 4; ; ; 9/2; 22/5; 4; 9/2; 4; ; 4; ; 4; 4; 15/4; 4; 22/5; 54/13; 49/10; 38/11; 22/5; ; 4; ; ; 13/8; ; 
