META; english/premier-league/crystal-palace-v-liverpool; 2018-03-12 14:15:58 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 1/2; 43/00; 1/3; 1/3; 5/12; 4/9; 9/20; 2/5; 4/9; 10/21; 2/5; 5/12; 2/5; 2/5; 4/9; 4/11
Draw; 7/2; 7/2; 43/10; 7/2; 7/2; 18/5; 18/5; 15/4; 7/2; 62/17; 57/17; 19/5; 18/5; 19/5; 15/4; 62/17; 3
Crystal Palace; 13/2; 5; 34/5; 6; 25/4; 6; 11/2; 60/11; 29/5; 53/10; 6; 15/2; 11/2; 11/2; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-12 18:15:58 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 1/2; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 9/20; 2/5; 7/18; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11
Draw; 7/2; 7/2; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 19/5; 18/5; 19/5; 15/4; 50/13; 3
Crystal Palace; 13/2; 5; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 53/10; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-12 22:15:59 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 1/2; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 9/20; 2/5; 7/18; 5/12; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11
Draw; 7/2; 7/2; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 19/5; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 5; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 53/10; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-13 02:15:55 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 9/20; 4/11; 7/18; 5/12; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 19/5; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 53/10; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-13 10:15:56 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 9/20; 4/11; 7/18; 5/12; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 19/5; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 53/10; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-13 14:15:57 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 9/20; 4/11; 7/18; 5/12; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 19/5; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 6; 13/2; 53/10; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-13 18:15:56 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-13 22:15:57 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 15/2; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-14 02:15:48 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 6; 11/2; 6; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-14 10:15:49 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 15/4; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-14 14:15:52 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 2/5; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 15/4; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-14 18:15:50 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 2/5; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 15/4; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-14 22:15:46 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 2/5; 2/5; 11/25; 1/3; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 19/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3
Crystal Palace; 13/2; 6; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-15 02:15:47 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 4/9; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 11/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-15 10:15:43 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 4/9; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 13/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-15 14:15:44 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 4/9; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 2/5; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 13/2; 25/4; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-15 18:15:44 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 2/5; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 7/18; 5/12; 3/8; 2/5; 2/5; 2/5; 7/18; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 50/13; 18/5; 4; 15/4; 50/13; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 25/4; 13/2; 28/5; 6; 13/2; 25/4; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-15 22:15:30 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 4/9; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 5/12; 5/12; 3/8; 2/5; 2/5; 2/5; 3/7; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 37/10; 15/4; 50/13; 18/5; 4; 15/4; 37/10; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 59/10; 13/2; 28/5; 6; 13/2; 113/9; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-16 02:15:16 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 2/5; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 3/7; 5/12; 3/8; 2/5; 2/5; 2/5; 3/7; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 37/10; 15/4; 50/13; 18/5; 4; 15/4; 37/10; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 13/2; 6; 13/2; 13/2; 6; 11/2; 61/11; 13/2; 28/5; 6; 13/2; 28/5; 11/2; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-16 10:15:17 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
Liverpool; 2/5; 4/9; 2/5; 11/25; 1/3; 4/9; 1/3; 2/5; 2/5; 4/9; 4/9; 4/11; 3/7; 5/12; 3/8; 2/5; 2/5; 2/5; 3/7; 1/3
Draw; 7/2; 18/5; 15/4; 21/5; 7/2; 7/2; 62/17; 7/2; 18/5; 15/4; 7/2; 37/10; 15/4; 50/13; 18/5; 4; 15/4; 37/10; 3; 
Crystal Palace; 13/2; 11/2; 13/2; 34/5; 6; 6; 13/2; 13/2; 6; 11/2; 61/11; 13/2; 28/5; 6; 13/2; 28/5; 11/2; ; ; 
META; english/premier-league/crystal-palace-v-liverpool; 2018-03-16 14:15:38 GMT+2; 2018-03-31 12:30; Nothing; Xlenovo
