META; english/premier-league/leicester-v-arsenal; 2018-05-02 18:15:57 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 6/5; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 15/13; 11/10; 9/8; 6/5; 6/5; 15/13; 20/21; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 12/5; 9/4; 6/4; 2
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 9/5; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-04 14:15:53 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 6/5; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 15/13; 11/10; 9/8; 6/5; 6/5; 15/13; 21/20; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 12/5; 9/4; 21/10; 2
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 2; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-04 18:15:54 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 6/5; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 15/13; 11/10; 9/8; 6/5; 6/5; 15/13; 11/10; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 12/5; 9/4; 21/10; 2
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 2; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-04 22:15:54 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 6/5; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 9/8; 6/5; 6/5; 6/5; 11/10; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 12/5; 23/10; 21/10; 2
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 12/5; 5/2; 27/11; 2; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-05 02:15:49 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 6/5; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 9/8; 6/5; 6/5; 6/5; 10/9; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 12/5; 23/10; 21/10; 2
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 12/5; 13/5; 5/2; 9/5; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-05 10:15:50 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 23/20; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 9/8; 6/5; 6/5; 6/5; 23/20; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 43/20; 21/10; 9/4; 9/4; 9/4; 15/8; 11/5; 23/10; 23/10; 21/10; 21/10
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 27/11; 5/2; 28/11; 12/5; 27/10; 5/2; 9/5; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-05 14:15:56 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 23/20; 23/20; 63/50; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 9/8; 6/5; 6/5; 6/5; 23/20; 6/5
Leicester; 9/4; 21/10; 12/5; 9/4; 21/10; 11/5; 21/10; 23/10; 11/5; 43/20; 21/10; 23/10; 9/4; 9/4; 15/8; 11/5; 23/10; 23/10; 21/10; 23/10
Draw; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 27/11; 5/2; 28/11; 12/5; 27/10; 5/2; 9/5; 5/2
META; english/premier-league/leicester-v-arsenal; 2018-05-05 18:15:48 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 11/10; 6/5; 23/20; 31/25; 6/5; 11/10; 6/5; 23/20; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 11/10; 6/5; 6/5; 15/13; 23/20; 6/5
Leicester; 12/5; 11/5; 21/10; 5/2; 9/4; 21/10; 11/5; 21/10; 23/10; 9/4; 43/20; 11/5; 23/10; 40/17; 9/4; 11/5; 12/5; 40/17; 21/10; 12/5
Draw; 12/5; 12/5; 5/2; 127/0; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 27/11; 5/2; 12/5; 13/5; 27/11; 9/5; 12/5
META; english/premier-league/leicester-v-arsenal; 2018-05-05 22:15:27 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 21/20; 11/10; 117/00; 23/20; 11/10; 6/5; 11/10; 6/5; 11/10; 11/10; 23/20; 11/10; 15/13; 11/10; 21/20; 6/5; 23/20; 15/13; 6/5; 11/10; 
Leicester; 5/2; 21/10; 9/4; 66/25; 12/5; 23/10; 11/5; 11/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 9/4; 45/23; 11/5; 27/11; 9/4; 5/2; 
Draw; 12/5; 5/2; 13/5; 129/0; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 45/17; 12/5; 27/10; 5/2; 9/5; 5/2
META; english/premier-league/leicester-v-arsenal; 2018-05-06 02:15:26 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 21/20; 11/10; 117/00; 23/20; 11/10; 6/5; 11/10; 6/5; 11/10; 23/20; 23/20; 11/10; 15/13; 11/10; 21/20; 6/5; 6/5; 15/13; 6/5; 11/10; 
Leicester; 5/2; 21/10; 9/4; 66/25; 12/5; 23/10; 11/5; 11/5; 23/10; 23/10; 9/4; 23/10; 12/5; 27/11; 9/4; 45/23; 11/5; 27/11; 9/4; 5/2; 
Draw; 12/5; 5/2; 13/5; 129/0; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 45/17; 12/5; 13/5; 28/11; 12/5; 5/2
META; english/premier-league/leicester-v-arsenal; 2018-05-06 10:15:27 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 21/20; 11/10; 117/00; 23/20; 11/10; 6/5; 11/10; 6/5; 11/10; 23/20; 23/20; 11/10; 15/13; 11/10; 21/20; 6/5; 6/5; 6/5; 6/5; 10/9; 
Leicester; 5/2; 21/10; 9/4; 66/25; 12/5; 23/10; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 12/5; 40/17; 9/4; 45/23; 11/5; 40/17; 9/4; 5/2; 
Draw; 12/5; 5/2; 13/5; 129/0; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 28/11; 5/2; 45/17; 12/5; 13/5; 28/11; 12/5; 13/5
META; english/premier-league/leicester-v-arsenal; 2018-05-06 14:15:27 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 21/20; 11/10; 59/50; 23/20; 11/10; 21/20; 11/10; 6/5; 11/10; 23/20; 23/20; 11/10; 15/13; 11/10; 21/20; 21/20; 23/20; 15/13; 23/20; 10/9; 
Leicester; 5/2; 21/10; 9/4; 131/0; 12/5; 23/10; 28/11; 9/4; 11/5; 23/10; 43/20; 23/10; 12/5; 12/5; 9/4; 45/23; 28/11; 12/5; 9/4; 12/5; 
Draw; 12/5; 5/2; 13/5; 64/25; 13/5; 5/2; 27/11; 13/5; 5/2; 5/2; 27/10; 5/2; 13/5; 28/11; 5/2; 45/17; 27/11; 27/10; 13/5; 12/5; 13/5
META; english/premier-league/leicester-v-arsenal; 2018-05-06 18:15:23 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 21/20; 11/10; 59/50; 23/20; 11/10; 11/10; 21/20; 11/10; 6/5; 11/10; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 21/20; 21/20; 15/13; 21/20; 10/9; ; 
Leicester; 5/2; 21/10; 9/4; 131/0; 12/5; 23/10; 23/10; 28/11; 9/4; 11/5; 23/10; 21/10; 43/20; 23/10; 12/5; 12/5; 9/4; 45/23; 28/11; 12/5; 9/4; 12/5; 
Draw; 12/5; 5/2; 13/5; 64/25; 13/5; 5/2; 5/2; 27/11; 13/5; 5/2; 5/2; 13/5; 27/10; 5/2; 13/5; 28/11; 5/2; 45/17; 27/11; 27/10; 13/5; 12/5; 13/5
META; english/premier-league/leicester-v-arsenal; 2018-05-06 22:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 10/11; 19/20; 1; 21/20; 1; 10/11; 21/20; 1; 20/21; 1; 19/20; 1; 1; 10/11; 39/40; 21/20; 1; 10/11; 10/11; 10/11; ; ; ; 
Draw; 5/2; 11/4; 13/5; 53/20; 11/4; 13/5; 13/5; 5/2; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 5/2; 14/5; 45/17; 13/5; 5/2; 14/5
Leicester; 29/10; 5/2; 5/2; 147/0; 13/5; 11/4; 5/2; 28/11; 5/2; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 27/10; 27/10; 21/10; 28/11; 14/5; 11/4; 12/5; 23/10; 13/5
META; english/premier-league/leicester-v-arsenal; 2018-05-07 02:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 19/20; 19/20; 10/11; 1; 10/11; 19/20; 10/11; 1; 10/11; 19/20; 1; 19/20; 19/20; 1; 10/11; 19/20; 19/20; 20/21; 1; 19/20; 10/11; 10/11; 10/11; 20/21; ; 
Draw; 5/2; 11/4; 27/10; 72/25; 14/5; 13/5; 13/5; 5/2; 11/4; 11/4; 13/5; 13/5; 11/4; 11/4; 11/4; 45/17; 13/5; 14/5; 5/2; 14/5; 27/10; 13/5; 27/10; 5/2; 23/10; 27/10
Leicester; 11/4; 5/2; 27/10; 72/25; 14/5; 11/4; 13/5; 37/13; 27/10; 13/5; 14/5; 13/5; 13/5; 11/4; 11/4; 14/5; 27/10; 11/4; 37/13; 29/10; 14/5; 14/5; 27/10; 5/2; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-07 10:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 103/00; 19/20; 1; 10/11; 1; 19/20; 1; 10/11; 1; 1; 19/20; 1; 10/11; 28/29; 1; 1; 19/20; 10/11; 20/21; 1; 20/21; ; 
Leicester; 3; 5/2; 5/2; 139/0; 29/10; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 13/5; 13/5; 14/5; 11/4; 14/5; 27/10; 27/10; 11/4; 27/10; 14/5; 13/5; 5/2; 5/2; 13/5; 14/5
Draw; 13/5; 14/5; 27/10; 72/25; 3; 13/5; 11/4; 45/17; 11/4; 14/5; 13/5; 13/5; 11/4; 11/4; 11/4; 45/17; 13/5; 14/5; 13/5; 29/10; 45/17; 13/5; 27/10; 11/4; 27/10; 11/4
META; english/premier-league/leicester-v-arsenal; 2018-05-07 14:15:15 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 103/00; 19/20; 1; 10/11; 1; 19/20; 19/20; 20/21; 4/5; 19/20; 21/20; 19/20; 1; 19/20; 28/29; 28/29; 1; 19/20; 20/21; 1; 1; ; 
Leicester; 14/5; 5/2; 5/2; 13/5; 137/0; 29/10; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 3; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 27/10; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5
Draw; 14/5; 14/5; 27/10; 11/4; 73/25; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 13/5; 16/5; 11/4; 11/4; 11/4; 11/4; 13/5; 14/5; 37/13; 29/10; 11/4; 11/4; 11/4; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-07 18:15:15 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 21/20; 1; 10/11; 1; 21/20; 20/21; 4/5; 1; 21/20; 1; 19/20; 1; 28/29; 1; 1; 20/21; 1; 1; ; ; ; ; 
Leicester; 27/10; 5/2; 5/2; 13/5; 67/25; 11/4; 13/5; 5/2; 11/4; 5/2; 13/5; 5/2; 3; 13/5; 13/5; 5/2; 45/17; 13/5; 28/11; 27/10; 27/10; 45/17; 5/2; 27/10; 11/4; 27/10; 11/4
Draw; 29/10; 14/5; 27/10; 11/4; 73/25; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-07 22:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 51/50; 1; 10/11; 1; 19/20; 21/20; 20/21; 4/5; 1; 1; 19/20; 1; 28/29; 1; 19/20; 20/21; 1; 1; ; ; ; ; 
Leicester; 27/10; 5/2; 5/2; 13/5; 11/4; 11/4; 13/5; 5/2; 11/4; 5/2; 13/5; 5/2; 3; 13/5; 11/4; 5/2; 45/17; 13/5; 28/11; 27/10; 27/10; 27/10; 13/5; 13/5; 27/10; 27/10; 11/4
Draw; 29/10; 14/5; 27/10; 11/4; 59/20; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-08 02:15:15 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 51/50; 1; 10/11; 1; 19/20; 21/20; 20/21; 4/5; 1; 1; 19/20; 1; 28/29; 1; 19/20; 20/21; 20/21; 1; ; ; ; ; 
Leicester; 27/10; 5/2; 5/2; 13/5; 11/4; 11/4; 13/5; 5/2; 11/4; 5/2; 13/5; 5/2; 14/5; 13/5; 11/4; 5/2; 45/17; 13/5; 28/11; 27/10; 27/10; 27/10; 13/5; 27/10; 27/10; 27/10; 11/4
Draw; 29/10; 14/5; 27/10; 11/4; 59/20; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-08 10:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 51/50; 1; 10/11; 1; 19/20; 1; 20/21; 4/5; 1; 19/20; 1; 19/20; 1; 28/29; 1; 19/20; 20/21; 1; 1; ; ; ; 
Leicester; 11/4; 5/2; 5/2; 13/5; 11/4; 11/4; 13/5; 5/2; 11/4; 5/2; 11/4; 5/2; 14/5; 13/5; 11/4; 13/5; 27/10; 13/5; 28/11; 27/10; 27/10; 27/10; 13/5; 13/5; 13/5; 5/2; 27/10
Draw; 14/5; 14/5; 27/10; 11/4; 147/0; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 11/4; 14/5; 14/5; 14/5; 27/10; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-08 14:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 51/50; 1; 10/11; 1; 19/20; 1; 20/21; 4/5; 1; 19/20; 1; 19/20; 1; 28/29; 1; 19/20; 20/21; 1; 1; ; ; ; 
Leicester; 11/4; 5/2; 5/2; 13/5; 11/4; 11/4; 13/5; 5/2; 11/4; 13/5; 11/4; 5/2; 14/5; 13/5; 11/4; 13/5; 27/10; 13/5; 28/11; 27/10; 27/10; 27/10; 13/5; 27/10; 27/10; 11/4; 27/10
Draw; 14/5; 14/5; 27/10; 11/4; 59/20; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-08 18:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 19/20; 19/20; 1; 103/00; 1; 10/11; 1; 19/20; 1; 20/21; 4/5; 1; 19/20; 1; 19/20; 66/67; 28/29; 1; 1; 20/21; 1; 1; ; ; ; 
Leicester; 11/4; 5/2; 5/2; 13/5; 137/0; 14/5; 13/5; 13/5; 11/4; 5/2; 11/4; 13/5; 14/5; 13/5; 11/4; 13/5; 45/17; 13/5; 28/11; 27/10; 27/10; 27/10; 13/5; 27/10; 27/10; 11/4; 11/4
Draw; 14/5; 14/5; 27/10; 11/4; 73/25; 29/10; 11/4; 13/5; 29/10; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 11/4; 14/5; 37/13; 37/13; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-08 22:15:16 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 1; 10/11; 10/11; 1; 99/00; 1; 10/11; 1; 19/20; 1; 20/21; 19/20; 19/20; 1; 19/20; 19/20; 19/20; 28/29; 28/29; 1; 19/20; 19/20; 20/21; 20/21; 20/21; 20/21; 
Leicester; 11/4; 5/2; 13/5; 13/5; 57/20; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 27/10; 11/4; 37/13; 14/5; 11/4; 14/5; 14/5; 14/5
Draw; 14/5; 14/5; 11/4; 11/4; 59/20; 3; 11/4; 11/4; 29/10; 14/5; 14/5; 14/5; 13/5; 29/10; 14/5; 11/4; 14/5; 14/5; 37/13; 37/13; 29/10; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-09 02:15:12 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 20/21; 5/6; 39/40; 10/11; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 19/20; 19/20; 22/23; 19/20; 20/21; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 3; 14/5; 11/4; 11/4; 149/0; 3; 14/5; 11/4; 29/10; 14/5; 14/5; 11/4; 13/5; 29/10; 14/5; 11/4; 14/5; 14/5; 37/13; 37/13; 3; 37/13; 14/5; 14/5; 14/5; 14/5; 14/5
Leicester; 14/5; 13/5; 13/5; 11/4; 143/0; 29/10; 11/4; 13/5; 14/5; 13/5; 3; 11/4; 13/5; 27/10; 11/4; 13/5; 14/5; 13/5; 45/17; 11/4; 14/5; 37/13; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-arsenal; 2018-05-09 10:15:12 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 17/20; 17/20; 4/5; 5/6; 87/00; 20/23; 20/23; 4/5; 7/8; 4/5; 5/6; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 13/15; 16/19; 11/13; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 5/6
Leicester; 31/10; 13/5; 3; 16/5; 31/10; 3; 11/4; 31/10; 3; 16/5; 3; 31/10; 3; 41/13; 29/10; 3; 14/5; 16/5; 3; 3; 3; ; ; ; ; ; 
Draw; 16/5; 3; 29/10; 3; 63/20; 31/10; 29/10; 11/4; 58/19; 29/10; 3; 14/5; 14/5; 3; 16/5; 14/5; 56/19; 29/10; 58/19; 3; 31/10; 3; 3; 14/5; 3; ; 
META; english/premier-league/leicester-v-arsenal; 2018-05-09 14:15:13 GMT+3; 2018-05-09 19:45; Nothing; Xlenovo
Arsenal; 5/6; 3/4; 4/5; 5/6; 5/6; 17/20; 5/6; 4/5; 9/11; 4/5; 5/6; 4/5; 4/5; 17/20; 4/5; 4/5; 4/5; 5/6; 9/11; 11/14; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5
Draw; 16/5; 3; 29/10; 3; 16/5; 31/10; 3; 11/4; 31/10; 29/10; 3; 14/5; 3; 16/5; 3; 29/10; 3; 31/10; 58/19; 3; 3; 3; ; ; ; ; 
