META; english/premier-league/man-city-v-burnley; 2017-09-20 22:18:02 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
META; english/premier-league/man-city-v-burnley; 2017-09-22 02:18:00 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-22 10:18:05 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-22 14:18:50 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-22 18:18:11 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-22 22:18:17 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-23 02:18:08 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-23 10:18:06 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-23 14:18:36 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-23 18:18:18 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-23 22:17:46 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-24 02:17:43 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-24 10:17:41 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-24 14:17:44 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-24 18:17:42 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 19/100; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-24 22:17:40 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 19/100; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-25 02:17:38 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 19/100; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-25 10:17:36 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 19/100; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-25 14:17:41 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-25 18:17:36 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-25 22:17:41 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-26 02:17:35 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-26 10:17:38 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-26 14:17:46 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-26 18:17:40 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-26 22:17:36 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-27 02:17:35 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-27 10:17:38 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-27 14:18:40 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-27 22:17:35 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-28 02:17:38 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-28 10:17:39 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-28 14:17:46 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-28 18:17:53 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-28 22:17:11 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-29 02:16:37 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-29 10:16:37 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-29 14:16:44 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-29 18:16:39 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-29 22:17:45 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-30 02:17:36 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-30 10:17:39 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-30 14:17:44 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-30 18:17:47 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; ; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; ; ; 
META; english/premier-league/man-city-v-burnley; 2017-09-30 22:17:22 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; 1/100; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; 1/25; ; 
META; english/premier-league/man-city-v-burnley; 2017-10-01 02:17:26 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; 1/100; ; 
Burnley; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; 14; ; ; 20; ; ; ; 18; ; ; 1/25; ; 
META; english/premier-league/man-city-v-burnley; 2017-10-01 10:17:21 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/9; ; ; ; ; ; ; ; ; 2/13; ; ; 2/11; ; ; ; 1/8; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; 73/10; ; ; ; 7; ; ; 1/100; ; 
