META; english/premier-league/west-brom-v-man-city; 2017-10-02 18:17:40 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 44/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-02 22:17:50 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; 10/29; ; 7/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 7/2; ; ; ; ; ; ; ; ; 4; ; 24/5; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; ; 7; ; 44/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-03 02:17:41 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; 10/29; ; 7/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 7/2; ; ; ; ; ; ; ; ; 4; ; 24/5; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; ; 7; ; 44/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-03 10:17:46 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; ; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-03 14:17:53 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-03 18:17:47 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-03 22:17:48 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-04 02:17:44 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-04 10:17:51 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-04 14:17:48 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-04 18:17:44 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-04 22:17:45 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-05 02:17:46 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-05 10:17:48 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-05 14:17:59 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; 4; 4; ; 24/5; ; ; 17/4; ; ; ; ; ; 
West Brom; ; ; ; ; ; ; 8; 8; ; ; ; ; ; ; ; 8; 7; ; 44/5; ; ; 17/2; ; ; ; ; ; 
META; english/premier-league/west-brom-v-man-city; 2017-10-05 18:18:01 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; 10/29; ; 7/20; ; ; 1/3; ; ; ; ; ; 
