META; english/premier-league/newcastle-v-southampton; 2018-02-25 18:16:21 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Southampton; 19/10; 9/5; ; ; 51/25; 19/10; 15/8; 15/8; 19/10; ; 19/10; 15/8; ; 19/10; 19/10; 15/8; 9/5; 19/10; 30/17; 19/10; 2; ; 24/13; ; 9/5; ; 
Draw; 11/5; 9/4; ; ; 59/25; 11/5; ; 21/10; 9/4; ; 9/4; 21/10; ; 21/10; 9/4; 11/5; 11/5; 21/10; 9/4; 9/4; 11/5; ; 11/5; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-26 18:16:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; ; 6/4; 13/8; 31/20; 8/5; 6/4; 16/11; ; 6/4; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; ; 15/8; 52/25; 19/10; 19/10; 15/8; 19/10; ; 2; 19/10; ; 19/10; 19/10; 19/10; 19/10; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; ; 11/5; 56/25; 11/5; 21/10; 21/10; 9/4; ; 11/5; 21/10; ; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-26 22:16:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; ; 6/4; 13/8; 31/20; 8/5; 6/4; 16/11; ; 8/5; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; ; 15/8; 52/25; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 19/10; 19/10; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; ; 11/5; 56/25; 11/5; 21/10; 21/10; 9/4; ; 9/4; 21/10; ; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-27 02:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; ; 6/4; 159/100; 31/20; 8/5; 6/4; 16/11; ; 8/5; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; ; 15/8; 101/50; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; ; 15/8; 19/10; 15/8; 19/10; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; ; 11/5; 59/25; 11/5; 21/10; 21/10; 9/4; ; 9/4; 21/10; ; 21/10; 9/4; 11/5; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-27 10:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; ; 6/4; 33/20; 31/20; 8/5; 6/4; 16/11; ; 8/5; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; ; 15/8; 103/50; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; ; 15/8; 19/10; 19/10; 24/13; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; ; 11/5; 111/50; 11/5; 21/10; 21/10; 9/4; ; 9/4; 21/10; ; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-27 14:16:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; ; 6/4; 159/100; 31/20; 8/5; 6/4; 16/11; ; 8/5; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; ; 15/8; 101/50; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; ; 15/8; 19/10; 19/10; 24/13; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; ; 11/5; 59/25; 11/5; 21/10; 21/10; 9/4; ; 9/4; 21/10; ; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-02-27 18:16:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 17/11; 6/4; ; 31/20; 8/5; 6/4; 16/11; 31/20; 8/5; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 16/11; 8/5; ; 17/11; ; 7/5; ; 
Southampton; 19/10; 15/8; 28/15; 15/8; ; 19/10; 19/10; 15/8; 19/10; 9/5; 19/10; 19/10; ; 15/8; 19/10; 15/8; 24/13; 19/10; 30/17; 19/10; 2; ; 19/10; ; 9/5; ; 
Draw; 11/5; 9/4; 21/10; 11/5; ; 11/5; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; ; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; ; 28/13; ; 2; ; 
META; english/premier-league/newcastle-v-southampton; 2018-03-02 17:39:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 31/20; 6/4; 31/20; 8/5; 7/5; 16/11; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 16/11; 8/5; 7/5; 
Southampton; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 17/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 19/10; 15/8; 24/13; 19/10; 30/17; 19/10; 2; 24/13; 9/5
Draw; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; 28/13; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-02 22:16:45 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 31/20; 6/4; 31/20; 8/5; 7/5; 16/11; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 16/11; 8/5; 7/5; 
Southampton; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 17/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 19/10; 15/8; 24/13; 19/10; 30/17; 19/10; 2; 24/13; 9/5
Draw; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; 28/13; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-03 02:16:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 31/20; 6/4; 31/20; 8/5; 7/5; 16/11; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 16/11; 8/5; 7/5; 
Southampton; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 17/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 19/10; 15/8; 24/13; 19/10; 30/17; 19/10; 2; 24/13; 9/5
Draw; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; 28/13; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-03 10:16:50 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 31/20; 6/4; 31/20; 8/5; 7/5; 16/11; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 16/11; 8/5; 7/5; 
Southampton; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 17/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 19/10; 15/8; 24/13; 19/10; 30/17; 19/10; 2; 24/13; 9/5
Draw; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 11/5; 28/13; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-03 14:16:43 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 29/20; 6/4; 31/20; 6/4; 42/25; 6/4; 8/5; 7/5; 16/11; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 13/9; 16/11; 8/5; 7/5; ; 
Southampton; 19/10; 15/8; 9/5; 15/8; 101/0; 19/10; 19/10; 17/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 19/10; 19/10; 19/10; 30/17; 19/10; 2; 9/5; 9/5
Draw; 11/5; 9/4; 21/10; 11/5; 9/4; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 2
META; english/premier-league/newcastle-v-southampton; 2018-03-03 18:16:40 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 6/4; 8/5; 6/4; 17/10; 8/5; 8/5; 7/5; 16/11; 8/5; 8/5; 8/5; 6/4; 7/4; 17/10; 6/4; 28/17; 6/4; 16/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 15/8; 9/5; 15/8; 197/00; 19/10; 19/10; 17/10; 19/10; 9/5; 19/10; 15/8; 15/8; 17/10; 9/5; 15/8; 17/10; 19/10; 19/10; 15/8; 9/5; 17/10; 9/5
Draw; 11/5; 9/4; 11/5; 56/25; 21/10; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-03 22:16:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 6/4; 13/8; 6/4; 87/50; 8/5; 13/8; 7/5; 16/11; 13/8; 8/5; 13/8; 6/4; 7/4; 17/10; 8/5; 28/17; 6/4; 16/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 15/8; 9/5; 15/8; 97/50; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 9/5; 15/8; 7/4; 9/5; 9/5; 17/10; 19/10; 19/10; 15/8; 9/5; 17/10; 9/5
Draw; 11/5; 9/4; 11/5; 111/0; 21/10; 21/10; 21/10; 9/4; 2; 9/4; 21/10; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-04 02:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 6/4; 33/20; 6/4; 87/50; 8/5; 13/8; 7/5; 17/11; 13/8; 8/5; 13/8; 17/10; 7/4; 17/10; 8/5; 28/17; 6/4; 17/11; 17/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 15/8; 7/4; 15/8; 97/50; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 7/4; 17/10; 7/4; 9/5; 9/5; 7/4; 19/10; 28/17; 19/10; 15/8; 9/5; 7/4; 19/10
Draw; 11/5; 9/4; 11/5; 111/0; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 9/4; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-04 10:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 13/8; 33/20; 6/4; 87/50; 8/5; 13/8; 7/5; 17/11; 13/8; 8/5; 13/8; 13/8; 7/4; 17/10; 8/5; 28/17; 6/4; 17/11; 17/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 9/5; 7/4; 15/8; 97/50; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 15/8; 7/4; 19/10; 28/17; 19/10; 15/8; 9/5; 7/4; 19/10
Draw; 11/5; 21/10; 11/5; 111/0; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-04 14:16:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 13/8; 33/20; 6/4; 87/50; 8/5; 13/8; 7/5; 17/11; 13/8; 8/5; 13/8; 17/10; 17/10; 17/10; 13/8; 28/17; 6/4; 17/11; 17/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 9/5; 7/4; 15/8; 97/50; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 7/4; 17/10; 19/10; 28/17; 19/10; 15/8; 9/5; 7/4; 19/10
Draw; 11/5; 21/10; 11/5; 111/0; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 9/4; 21/10; 21/10; 21/10; 28/13; 11/5; 9/4; 21/10; 11/5; 21/10; 28/13; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-04 18:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 13/8; 33/20; 6/4; 87/50; 8/5; 13/8; 7/5; 17/11; 13/8; 6/4; 13/8; 17/10; 17/10; 17/10; 6/4; 28/17; 6/4; 17/11; 17/11; 17/10; 13/8; 28/17; 6/4
Southampton; 7/4; 9/5; 7/4; 15/8; 97/50; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 7/4; 7/4; 19/10; 28/17; 19/10; 15/8; 9/5; 9/5; 19/10
Draw; 11/5; 21/10; 11/5; 111/0; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 2; 
META; english/premier-league/newcastle-v-southampton; 2018-03-04 22:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 13/8; 33/20; 6/4; 7/4; 8/5; 13/8; 7/5; 17/11; 13/8; 6/4; 13/8; 17/10; 17/10; 17/10; 6/4; 28/17; 8/5; 17/11; 17/11; 7/4; 13/8; 28/17; 6/4; 13/8
Southampton; 7/4; 9/5; 7/4; 15/8; 39/20; 19/10; 15/8; 17/10; 19/10; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 7/4; 7/4; 19/10; 28/17; 19/10; 15/8; 9/5; 9/5; 19/10; 15/8
Draw; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 85/40; 21/10; 21/10; 21/10; 21/10; 
META; english/premier-league/newcastle-v-southampton; 2018-03-05 02:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 8/5; 13/8; 33/20; 6/4; 7/4; 8/5; 13/8; 7/5; 17/11; 13/8; 6/4; 13/8; 13/8; 17/10; 17/10; 13/8; 8/5; 8/5; 17/11; 17/11; 7/4; 13/8; 8/5; 13/8; 13/8
Southampton; 7/4; 9/5; 7/4; 15/8; 39/20; 19/10; 15/8; 17/10; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 19/10; 28/17; 19/10; 15/8; 9/5; 24/13; 9/5; 15/8
Draw; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 21/10; 21/10; 39/19; 21/10; 9/4; 21/10; 85/40; 21/10; 21/10; 21/10; 21/10; ; 
META; english/premier-league/newcastle-v-southampton; 2018-03-05 10:16:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 7/4; 7/4; 17/10; 7/5; 17/10; 17/10; 6/4; 9/5; 7/4; 7/4; 7/4; 13/8; 7/4; 8/5; 22/13; 17/10; 9/5; 9/5; 7/4; 13/8
Southampton; 13/8; 7/4; 17/10; 15/8; 39/20; 9/5; 15/8; 17/10; 7/4; 17/10; 9/5; 17/10; 7/4; 7/4; 9/5; 17/10; 17/10; 19/10; 9/5; 7/4; 9/5; 17/10; 7/4; 17/10
Draw; 21/10; 21/10; 2; 11/5; 11/5; 21/10; 21/10; 21/10; 39/19; 2; 2; 21/10; 21/10; 2; 2; 21/10; 11/5; 39/19; 11/5; 2; 39/19; 21/10; ; 
META; english/premier-league/newcastle-v-southampton; 2018-03-05 14:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 46/25; 7/4; 17/10; 7/5; 17/10; 17/10; 6/4; 17/10; 7/4; 7/4; 7/4; 13/8; 17/10; 17/10; 22/13; 17/10; 9/5; 7/4; 7/4; 17/10; 7/4
Southampton; 13/8; 7/4; 7/4; 15/8; 15/8; 9/5; 15/8; 17/10; 7/4; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 17/10; 9/5
Draw; 21/10; 21/10; 2; 11/5; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 21/10; 21/10; 21/10; 2; 21/10; 39/19; 21/10; 11/5; 39/19; 11/5; 2; 39/19; 21/10; 21/10; 
META; english/premier-league/newcastle-v-southampton; 2018-03-05 18:16:09 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 7/4; 17/10; 6/4; 46/25; 7/4; 17/10; 7/5; 7/4; 17/10; 6/4; 13/8; 17/10; 7/4; 7/4; 13/8; 17/10; 17/10; 22/13; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4
Southampton; 13/8; 17/10; 7/4; 15/8; 15/8; 9/5; 15/8; 17/10; 7/4; 7/4; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 7/4; 9/5
Draw; 21/10; 21/10; 2; 11/5; 109/0; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 21/10; 11/5; 11/5
META; english/premier-league/newcastle-v-southampton; 2018-03-05 22:16:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 9/5; 7/4; 17/10; 7/5; 7/4; 17/10; 6/4; 13/8; 33/20; 7/4; 7/4; 13/8; 7/4; 17/10; 22/13; 7/4; 7/4; 7/4; 7/4; 17/10; 13/8; 7/4
Southampton; 13/8; 7/4; 7/4; 15/8; 37/20; 9/5; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; 93/50; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5
Draw; 21/10; 21/10; 2; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 11/5
META; english/premier-league/newcastle-v-southampton; 2018-03-06 02:16:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 9/5; 7/4; 17/10; 7/5; 7/4; 17/10; 6/4; 13/8; 33/20; 17/10; 7/4; 13/8; 17/10; 17/10; 22/13; 7/4; 7/4; 17/10; 17/10; 17/10; 8/5; 17/10
Southampton; 13/8; 7/4; 7/4; 15/8; 37/20; 9/5; 9/5; 17/10; 7/4; 7/4; 9/5; 7/4; 93/50; 9/5; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5
Draw; 21/10; 21/10; 2; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 21/10; 19/10; 11/5
META; english/premier-league/newcastle-v-southampton; 2018-03-06 10:16:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 77/50; 29/20; 6/4; 7/5; 6/4; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 16/11; 6/4; 13/9; 6/4; 6/4; 29/20; 16/11; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 2; 111/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 19/10; 21/10; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 111/0; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 43/20; 11/5; 2; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 21/10; 2; 19/10; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-06 14:16:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 77/50; 29/20; 6/4; 7/5; 6/4; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 16/11; 6/4; 13/9; 6/4; 29/20; 16/11; 7/5; 6/4; 7/5
Draw; 11/5; 21/10; 2; 111/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 2; 21/10; 21/10; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 111/0; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 11/5; 11/5; 2; 21/10; 21/10; 28/13; 21/10; 2; 21/10; 2; 11/5; 21/10
META; english/premier-league/newcastle-v-southampton; 2018-03-06 18:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 10/11; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 11/10; 15/13; 15/13; 22/19; 15/13; 6/5; 23/20; 15/13; 23/20; 23/20; 23/20
Draw; 9/4; 21/10; 21/10; 21/10; 54/25; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 28/13; 85/40; 2; 11/5; 21/10; 11/5; 21/10
Brighton; 13/5; 13/5; 27/10; 5/2; 61/20; 11/4; 11/4; 16/5; 27/10; 27/10; 11/4; 13/5; 5/2; 27/10; 14/5; 13/5; 14/5; 14/5; 11/4; 27/10; 29/10; 11/4; 37/13; 14/5; 14/5; 14/5
META; english/premier-league/newcastle-v-southampton; 2018-03-07 10:48:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 13/8; 13/8; 33/20; 6/4; 7/4; 17/10; 17/10; 13/8; 7/4; 17/10; 6/4; 13/8; 33/20; 17/10; 7/4; 13/8; 17/10; 17/10; 22/13; 7/4; 7/4; 17/10; 17/10; 13/8; 13/8; 17/10
Southampton; 7/4; 9/5; 7/4; 9/5; 47/25; 15/8; 9/5; 9/5; 7/4; 7/4; 9/5; 7/4; 93/50; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 7/4; 15/8; 9/5; 24/13; 9/5; 9/5; 9/5
