META; english/premier-league/southampton-v-crystal-palace; 2017-12-20 18:17:27 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-20 22:17:33 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-21 02:17:26 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-21 10:17:27 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-21 14:17:35 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; 5/6; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; ; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; 10/3; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-21 18:17:29 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-crystal-palace; 2017-12-21 22:17:29 GMT+2; 2018-01-02 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
