META; english/premier-league/crystal-palace-v-leicester; 2018-04-16 18:15:59 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 117/100; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 63/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 19/10; 13/5; 27/10; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 27/10; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 27/11; 11/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-16 22:15:59 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Draw; 5/2; 5/2; 12/5; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 5/2; 27/11; 11/5
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 27/10; 27/11; 19/10
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 02:15:55 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 13/5; 27/11; 11/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 10:15:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 13/5; 27/11; 9/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 14:15:57 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 13/5; 27/11; 9/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 18:15:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 12/5; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; 40/17; 5/2; 13/5; 27/11; 9/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 22:15:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 13/5; 27/11; 9/4; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-18 02:15:53 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 9/4; ; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-18 10:15:54 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 9/4; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-18 14:15:55 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 11/10; 11/10; 19/17; 1; 11/10; 15/13; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 23/10; 13/5; 11/5; 13/5; 13/5; 23/10; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 9/4; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-18 18:15:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 11/10; 11/10; 19/17; 1; 11/10; 15/13; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 23/10; 13/5; 11/5; 13/5; 13/5; 23/10; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 23/10; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-18 22:15:54 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 9/4; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 02:15:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 5/6; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 2
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 5/2; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 10:15:50 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 117/100; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 21/20; 1/3; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 129/50; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 27/11; 13/5; 11/5; 13/5; 13/5; 27/11; 2
Draw; 5/2; 5/2; 5/2; 66/25; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 13/5; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 14:15:50 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 28/25; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 1/3; ; 
Draw; 5/2; 5/2; 5/2; 66/25; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 13/5; 
Leicester; 23/10; 5/2; 12/5; 12/5; 68/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 18:15:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 28/25; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 11/10; 21/20; 11/10; 17/16; 1; 11/10; 11/10; 8/11; ; 
Draw; 5/2; 5/2; 5/2; 66/25; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 13/5; 
Leicester; 23/10; 5/2; 12/5; 12/5; 68/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 47/20; 23/10; 5/2; 12/5; 13/5; 40/17; 13/5; 13/5; 27/11; 2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 22:15:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 11/10; 21/20; 11/10; 28/25; 1; 11/10; 1; 21/20; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 11/10; 11/10; 8/11; ; 
Draw; 5/2; 5/2; 5/2; 66/25; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 5/2; 13/5; 5/2; 13/5; 
Leicester; 23/10; 5/2; 12/5; 12/5; 68/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 12/5; 23/10; 5/2; 23/10; 13/5; 13/5; 13/5; 40/17; 2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 02:15:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 8/11; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 13/5; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 10:15:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 8/11; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 13/5; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 12/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 14:15:45 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 8/11; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 11/5; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 12/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 18:15:46 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 8/11; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 12/5; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 12/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 22:15:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 5/6; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 23/10; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 5/2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-21 02:15:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 5/6; 
