META; english/premier-league/man-city-v-watford; 2017-12-20 18:17:34 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-20 22:17:40 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-21 02:17:33 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-21 10:17:35 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-21 14:17:43 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; 9; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; 19; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-21 18:17:36 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-watford; 2017-12-21 22:17:36 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-22 02:17:36 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; 9; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; 19; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-22 10:17:43 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; 9; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
Watford; ; ; ; ; ; 19; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-22 14:17:42 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; 9; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Watford; ; ; ; ; ; 19; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-22 18:17:43 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/11; ; ; 2/15; ; 
Draw; ; ; ; ; ; 9; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 23/10; ; 
Watford; ; ; ; ; ; 19; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22; ; ; 22/5; ; 
META; english/premier-league/man-city-v-watford; 2017-12-22 22:17:44 GMT+2; 2018-01-02 20:00; Nothing; Xlenovo
Man City; ; ; ; ; ; 1/12; ; 1/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/11; ; ; 2/15; ; 
