META; english/premier-league/stoke-v-arsenal; 2017-06-15 14:15:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
META; english/premier-league/stoke-v-arsenal; 2017-06-25 10:16:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 10:21:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 14:16:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 14:21:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 18:16:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 18:21:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 22:16:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-25 22:21:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 02:16:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 02:21:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 10:20:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 10:25:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 14:21:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 14:26:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 18:19:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 18:24:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 22:18:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-26 22:23:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 02:19:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 02:24:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 10:19:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 10:24:33 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 14:20:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 14:25:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 18:21:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 18:26:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 22:20:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-27 22:25:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 02:20:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 02:25:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 10:20:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 10:25:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 14:20:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 14:25:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 18:18:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 18:23:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 22:19:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-28 22:23:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 02:19:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 02:24:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 10:20:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 10:24:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 14:20:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 14:25:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 18:19:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 18:24:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/20; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 10/9; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 22:18:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
