META; english/premier-league/newcastle-v-burnley; 2018-01-03 18:17:08 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-12 22:17:10 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-13 02:17:05 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-13 10:17:10 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-13 14:17:34 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-13 18:17:11 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-13 22:16:47 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-14 02:16:46 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-14 10:16:46 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-14 14:16:49 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 11/5; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 5/2; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-14 18:16:44 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 6/5; 13/10; ; 11/8; 13/10; ; 13/10; ; 13/10; ; ; ; ; ; 13/10; 6/5; 5/4; 6/5; ; ; 13/10; 11/8; 13/10; 5/4; ; 1/20; ; 
Draw; 21/10; 9/4; 21/10; ; 56/25; 9/4; ; 21/10; ; 2; ; ; ; ; ; 11/5; 11/5; 21/10; 11/5; ; ; 11/5; 85/40; 21/10; 21/10; ; 19/10; ; 
Burnley; 12/5; 23/10; 23/10; ; 5/2; 5/2; ; 12/5; ; 9/4; ; ; ; ; ; 12/5; 5/2; 12/5; 5/2; ; ; 12/5; 5/2; 47/20; 12/5; ; 13/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-14 22:16:42 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 6/5; 13/10; ; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; ; ; ; ; ; 13/10; 5/4; 13/10; 5/4; 16/13; 5/4; 13/10; 11/8; 13/10; 13/10; ; 1; ; 
Draw; 21/10; 9/4; 2; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; ; ; ; ; ; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 85/40; 21/10; 21/10; 21/10; ; 19/10; ; 
Burnley; 12/5; 23/10; 23/10; ; 51/20; 13/5; 23/10; 5/2; 12/5; 9/4; ; ; ; ; ; 12/5; 12/5; 9/4; 12/5; 28/13; 12/5; 12/5; 5/2; 23/10; 9/4; ; 7/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-15 02:16:40 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 6/5; 13/10; ; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; ; ; ; ; ; 13/10; 5/4; 13/10; 5/4; 16/13; 5/4; 13/10; 11/8; 13/10; 13/10; ; 1; ; 
Draw; 21/10; 9/4; 2; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; ; ; ; ; ; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 85/40; 21/10; 21/10; 21/10; ; 19/10; ; 
Burnley; 12/5; 23/10; 23/10; ; 51/20; 13/5; 23/10; 5/2; 12/5; 9/4; ; ; ; ; ; 12/5; 12/5; 9/4; 12/5; 28/13; 12/5; 12/5; 5/2; 23/10; 9/4; ; 7/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-15 10:16:43 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 6/5; 13/10; ; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; ; ; ; ; 13/10; 13/10; 5/4; 13/10; 5/4; 16/13; 5/4; 13/10; 11/8; 13/10; 13/10; ; 1; ; 
Draw; 21/10; 9/4; 2; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; ; ; ; ; 11/5; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 85/40; 21/10; 21/10; 21/10; ; 19/10; ; 
Burnley; 12/5; 23/10; 23/10; ; 51/20; 13/5; 23/10; 5/2; 12/5; 9/4; ; ; ; ; 23/10; 12/5; 12/5; 9/4; 12/5; 28/13; 12/5; 12/5; 5/2; 23/10; 9/4; ; 7/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-15 22:16:55 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 141/100; 13/10; 11/8; 13/10; 23/17; 13/10; ; ; ; 11/8; 11/8; 13/10; 13/10; 13/10; 13/10; 16/13; 23/17; 13/10; 11/8; 13/10; 13/10; ; 1; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 11/5; 2; 21/10; 2; 2; ; ; ; 41/20; 19/10; 2; 2; 2; 2; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 9/4; 23/10; 66/25; 13/5; 12/5; 5/2; 23/10; 9/4; ; ; ; 47/20; 5/2; 12/5; 5/2; 40/17; 5/2; 28/13; 23/10; 5/2; 5/2; 49/20; 40/17; ; 7/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-16 02:16:45 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 141/100; 13/10; 11/8; 13/10; 23/17; 13/10; ; ; ; 11/8; 11/8; 13/10; 13/10; 13/10; 13/10; 16/13; 23/17; 13/10; 11/8; 13/10; 13/10; ; 1; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; ; ; 41/20; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 9/4; 23/10; 66/25; 12/5; 12/5; 12/5; 23/10; 9/4; ; ; ; 47/20; 5/2; 12/5; 12/5; 40/17; 12/5; 28/13; 23/10; 5/2; 5/2; 49/20; 40/17; ; 6/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-16 10:17:07 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; ; ; 29/20; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 1; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; ; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; ; ; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 6/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-16 14:17:53 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 1; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 6/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-16 18:17:20 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 13/10; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 10/11; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 37/19; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 40/17; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 6/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-16 22:17:17 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 10/11; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 6/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-17 02:16:59 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 6/5; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 19/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-17 10:16:50 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 6/5; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 19/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-17 14:17:52 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 11/8; ; 29/20; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 6/5; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 11/5; ; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 19/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-17 18:16:40 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 6/5; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 12/5; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 19/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-17 22:16:41 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 6/5; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 19/10; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 19/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-18 02:16:37 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 12/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-18 10:16:40 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 12/5; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-18 14:16:39 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 11/8; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 21/10; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 23/10; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 12/5; 12/5; 40/17; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-18 18:16:41 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 11/8; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 21/10; 2; 21/10; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 23/10; 12/5; 40/17; 12/5; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-18 22:17:59 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 11/8; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 2; 2; 2; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 23/10; 5/2; 40/17; 5/2; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-19 02:17:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 11/8; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 11/8; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 2; 2; 2; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 23/10; 5/2; 40/17; 5/2; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-19 10:17:46 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 2; 2; 2; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 12/5; 5/2; 40/17; 5/2; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 9/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-19 14:17:50 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 13/10; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 21/10; 2; 37/19; 2; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 12/5; 5/2; 23/10; 5/2; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 9/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-19 18:17:43 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 5/4; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 2; 37/19; 2; 28/13; 2; 2; 21/10; 2; 2; ; 2; ; 
Burnley; 12/5; 23/10; 11/5; 23/10; 64/25; 12/5; 12/5; 12/5; 23/10; 11/5; ; 9/4; ; 23/10; 5/2; 9/4; 5/2; 23/10; 5/2; 21/10; 23/10; 12/5; 5/2; 23/10; 40/17; ; 9/4; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-19 22:17:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; 5/4; 13/10; 23/17; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; ; 13/10; ; 7/5; 11/8; 5/4; 13/10; 23/17; 13/10; 14/11; 23/17; 7/5; 11/8; 27/20; 23/17; 5/4; ; 
Draw; 21/10; 2; 2; 21/10; 52/25; 21/10; 2; 21/10; 2; 2; ; 21/10; ; 2; 19/10; 2; 2; 37/19; 2; 28/13; 2; 2; 21/10; 2; 2; 2; ; 
