META; english/premier-league/tottenham-v-liverpool; 2017-09-20 22:18:17 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-25 14:17:55 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-25 18:17:51 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-25 22:17:56 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-26 02:17:50 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-26 10:17:53 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-26 14:18:01 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-26 18:17:55 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-26 22:17:50 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-27 02:17:50 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-27 10:17:54 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-27 14:18:54 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-27 22:17:50 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-28 02:17:53 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-28 10:17:54 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-28 14:18:01 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-28 18:18:09 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-28 22:17:26 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-29 02:16:52 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-29 10:16:52 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-29 14:17:01 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-29 18:16:55 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-29 22:18:01 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-30 02:17:51 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-30 10:17:54 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-30 14:18:00 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-30 18:18:02 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; ; 51/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2017-09-30 22:17:37 GMT+3; 2017-10-22 16:00; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 11/10; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 49/20; ; ; ; 23/10; ; ; 4/9; ; 
