META; english/premier-league/liverpool-v-leicester; 2017-12-18 18:16:59 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; ; ; 47/ 100; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; 15/2; 9; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/liverpool-v-leicester; 2017-12-18 22:16:59 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/5; 3/10; ; ; ; ; ; ; ; ; ; ; 47/ 100; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; 15/2; 8; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/liverpool-v-leicester; 2017-12-19 02:17:00 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/5; 3/10; ; ; ; ; ; ; ; ; ; ; 47/ 100; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; 15/2; 8; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/liverpool-v-leicester; 2017-12-19 10:16:58 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/5; 3/10; ; ; ; ; ; ; ; ; ; ; 47/ 100; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; 15/2; 8; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/liverpool-v-leicester; 2017-12-19 14:16:59 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/5; 3/10; ; ; ; ; ; ; ; ; ; ; 47/ 100; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; 6/5; ; 
Leicester; ; ; ; ; ; ; 15/2; 8; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 2; ; 
