META; english/premier-league/southampton-v-brighton; 2018-01-03 18:17:10 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-03 22:17:08 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 20/21; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 18/5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-04 02:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 20/21; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 18/5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-04 10:17:08 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-04 14:17:17 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-04 18:17:11 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-04 22:17:13 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-05 02:17:09 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-05 10:17:05 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 89/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 129/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 77/20; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-05 14:17:36 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-05 18:18:35 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-05 22:18:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; ; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-06 02:17:18 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; ; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-06 10:17:28 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; ; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-06 14:17:52 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-06 18:17:30 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-06 22:17:14 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-07 02:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-07 10:17:07 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
META; english/premier-league/southampton-v-brighton; 2018-01-07 14:18:37 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Southampton; ; ; ; ; 83/100; ; ; 8/13; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 4/6; ; 4/6; ; ; ; ; 
Draw; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 5/2; ; ; ; ; 
Brighton; ; ; ; ; 43/10; ; ; 9/2; ; ; ; ; ; ; ; ; 5; ; 5; ; ; 19/4; ; 19/4; ; ; ; ; 
