META; english/premier-league/everton-v-man-utd; 2017-12-20 18:17:24 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-20 22:17:30 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-21 02:17:23 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-21 10:17:25 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-21 14:17:33 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 1/2; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; ; ; ; ; 29/10; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; 9/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-21 18:17:26 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 1/2; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 29/10; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Everton; ; ; ; ; ; 9/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/everton-v-man-utd; 2017-12-21 22:17:27 GMT+2; 2018-01-01 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Everton; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
