META; english/premier-league/leicester-v-southampton; 2018-04-02 14:16:51 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 1
Draw; 23/10; 47/20; 11/5
Southampton; 5/2; 63/20; 3
META; english/premier-league/leicester-v-southampton; 2018-04-02 18:16:49 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 1
Draw; 23/10; 47/20; 11/5
Southampton; 5/2; 63/20; 3
META; english/premier-league/leicester-v-southampton; 2018-04-02 22:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 1
Draw; 23/10; 47/20; 11/5
Southampton; 5/2; 63/20; 3
META; english/premier-league/leicester-v-southampton; 2018-04-03 02:16:44 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 1
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 3
META; english/premier-league/leicester-v-southampton; 2018-04-03 10:16:45 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-03 14:16:47 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-03 18:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-03 22:16:47 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-04 02:16:50 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-04 10:16:47 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-04 14:16:49 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-04 18:16:51 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5
Southampton; 5/2; 63/20; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-04 22:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 11/5; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-05 02:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 11/5; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 14/5; 29/10
META; english/premier-league/leicester-v-southampton; 2018-04-05 10:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-southampton; 2018-04-05 14:16:49 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 14/5
META; english/premier-league/leicester-v-southampton; 2018-04-05 18:16:50 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 23/10; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 11/4; 14/5
META; english/premier-league/leicester-v-southampton; 2018-04-05 22:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 23/10; 11/5
Southampton; 5/2; 63/20; 14/5; 14/5; 11/4; 14/5
META; english/premier-league/leicester-v-southampton; 2018-04-06 02:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Leicester; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20
Draw; 23/10; 47/20; 9/4; 11/5; 23/10; 11/5
