META; english/premier-league/leicester-v-west-brom; 2017-09-20 22:17:55 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 16/5; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-23 02:17:57 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-23 10:17:58 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 9/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 16/5; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-23 14:18:28 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 9/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 16/5; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-23 18:18:09 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-23 22:17:39 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; ; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-24 02:17:36 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; 4/9; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-24 10:17:34 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; 4/9; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-24 14:17:37 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; 19/20; ; ; 21/20; ; ; ; 17/20; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; 2; ; 
West Brom; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-24 18:17:34 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; 10/11; ; ; ; ; ; 7/10; ; ; ; ; ; 3/4; ; ; 19/20; ; ; 21/20; ; ; ; 20/23; ; ; 1/20; ; 
Draw; ; 12/5; ; ; ; ; ; 5/2; ; ; ; ; ; 13/5; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; 2; ; 
West Brom; ; 3; ; ; ; ; ; 15/4; ; ; ; ; ; 4; ; ; 11/4; ; ; 33/10; ; ; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-24 22:17:33 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; ; 10/11; ; ; ; ; 9/10; 7/10; 9/10; 5/6; 4/5; ; ; 17/20; ; ; 4/5; ; 10/11; 22/25; 11/14; 9/10; ; 5/6; ; ; 1/20; ; 
Draw; ; 12/5; ; ; ; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; ; 11/4; ; ; 5/2; ; 40/17; 63/25; 5/2; 12/5; ; 12/5; ; ; 2; ; 
West Brom; ; 3; ; ; ; ; 18/5; 15/4; 16/5; 7/2; 17/5; ; ; 18/5; ; ; 57/17; ; 16/5; 4; 33/10; 16/5; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-25 02:17:31 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 5/6; 10/11; ; ; ; ; 20/23; 7/10; 9/10; 5/6; 4/5; ; ; 17/20; 5/6; ; 4/5; ; 13/15; 22/25; 11/14; 9/10; ; 5/6; ; ; 1/20; ; 
Draw; 12/5; 12/5; ; ; ; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; ; 11/4; 5/2; ; 5/2; ; 12/5; 63/25; 5/2; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 7/2; 3; ; ; ; ; 15/4; 15/4; 16/5; 7/2; 17/5; ; ; 18/5; 7/2; ; 57/17; ; 33/10; 4; 33/10; 16/5; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-25 10:17:29 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 5/6; 10/11; ; ; ; ; 20/23; 7/10; 9/10; 5/6; 4/5; ; ; 17/20; 5/6; ; 4/5; ; 13/15; 22/25; 11/14; 9/10; ; 5/6; ; ; 1/20; ; 
Draw; 12/5; 12/5; ; ; ; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; ; 11/4; 5/2; ; 5/2; ; 12/5; 63/25; 5/2; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 7/2; 3; ; ; ; ; 15/4; 15/4; 16/5; 7/2; 17/5; ; ; 18/5; 7/2; ; 57/17; ; 33/10; 4; 33/10; 16/5; ; 10/3; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-25 14:17:33 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 4/5; 10/11; 10/11; ; ; ; 20/21; 7/10; 9/10; 10/11; ; ; ; 10/11; 19/20; ; 4/5; 9/10; 19/20; 10/11; 8/9; ; ; 20/23; ; ; 1/20; ; 
Draw; 12/5; 12/5; 23/10; ; ; ; 12/5; 5/2; 12/5; 9/4; ; ; ; 13/5; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; ; ; 12/5; ; ; 2; ; 
West Brom; 15/4; 3; 16/5; ; ; ; 10/3; 15/4; 16/5; 16/5; ; ; ; 18/5; 3; ; 57/17; 16/5; 56/19; 15/4; 14/5; ; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-25 18:17:29 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 4/5; 10/11; 10/11; ; ; ; 37/40; 7/10; 9/10; 10/11; ; 19/20; ; 10/11; 19/20; ; 4/5; ; 10/11; 10/11; 8/9; 9/10; ; 9/10; ; ; 1/20; ; 
Draw; 12/5; 12/5; 23/10; ; ; ; 12/5; 5/2; 12/5; 9/4; ; 12/5; ; 13/5; 5/2; ; 5/2; ; 40/17; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 15/4; 3; 16/5; ; ; ; 18/5; 15/4; 16/5; 16/5; ; 16/5; ; 18/5; 3; ; 57/17; ; 16/5; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-25 22:17:34 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 10/11; ; ; 4/5; 37/40; 7/10; 9/10; 10/11; ; 19/20; ; 10/11; 19/20; ; 4/5; 9/10; 10/11; 10/11; ; 9/10; ; 9/10; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 40/17; 51/20; ; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 18/5; 15/4; 16/5; 16/5; ; 16/5; ; 18/5; 3; ; 57/17; 16/5; 41/13; 15/4; ; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-26 02:17:28 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 10/11; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; ; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 40/17; 51/20; ; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 16/5; ; 16/5; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; ; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-26 10:17:30 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-26 14:17:39 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; ; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; ; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; ; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-26 18:17:32 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-26 22:17:28 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-27 02:17:28 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-27 10:17:30 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-27 14:18:32 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 7/10; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 5/2; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 15/4; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-27 22:17:28 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 10/11; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-28 02:17:30 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 10/11; 9/10; 10/11; ; 19/20; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 23/10; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 16/5; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 31/10; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-28 10:17:32 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 1; 10/11; 9/10; 19/20; ; 1; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 9/4; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 3; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 3; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-28 14:17:39 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 1; 10/11; 9/10; 19/20; ; 1; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 9/4; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 3; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 3; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-28 18:17:45 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 1; 10/11; 9/10; 19/20; ; 1; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 9/4; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 3; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 3; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
META; english/premier-league/leicester-v-west-brom; 2017-09-28 22:17:03 GMT+3; 2017-10-16 20:00; Nothing; Xlenovo
Leicester; 10/11; 10/11; 19/20; ; ; 4/5; 20/21; 10/11; 9/10; 19/20; ; 1; ; 20/21; 19/20; ; 4/5; 9/10; 10/11; 10/11; 8/9; 9/10; ; 10/11; ; ; 1/25; ; 
Draw; 23/10; 12/5; 9/4; ; ; 5/2; 12/5; 12/5; 12/5; 9/4; ; 47/20; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; ; ; 2; ; 
West Brom; 16/5; 3; 3; ; ; 10/3; 10/3; 7/2; 16/5; 3; ; 3; ; 7/2; 3; ; 57/17; 16/5; 41/13; 15/4; 14/5; 16/5; ; 16/5; ; ; 4/9; ; 
