META; english/premier-league/arsenal-v-swansea; 2017-10-02 18:17:33 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; ; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-12 18:17:33 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-12 22:17:49 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-13 02:17:40 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-13 10:18:00 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-13 14:18:21 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-13 18:17:40 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-13 22:18:01 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 23/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 19/10; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-14 02:17:47 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 12/5; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 13/8; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-14 10:17:50 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 27/100; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 28/5; ; ; 11/2; ; ; ; ; 12/5; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 12; ; ; 11; ; ; ; ; 13/8; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-14 14:17:55 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 12/5; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 13/8; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-14 18:17:36 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 12/5; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 7/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-14 22:17:18 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 12/5; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 7/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-15 02:17:33 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 21/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 1/25; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-15 10:17:23 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 21/10; ; 
Swansea; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 1/25; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-15 14:17:24 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 29/5; ; ; 11/2; ; ; ; ; 21/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 25/2; ; ; 11; ; ; ; ; 1/25; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-15 18:17:18 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 2/9; 2/9; ; ; ; ; ; ; ; ; 1/5; ; 13/50; ; ; 1/5; ; 2/9; ; ; 1/4; ; 
Draw; ; ; ; ; ; ; 5; 9/2; ; ; ; ; ; ; ; ; 11/2; ; 57/10; ; ; 11/2; ; 21/4; ; ; 21/10; ; 
Swansea; ; ; ; ; ; ; 11; 11; ; ; ; ; ; ; ; ; 11; ; 13; ; ; 12; ; 11; ; ; 1/25; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-15 22:17:15 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 1/5; ; ; ; 1/5; ; 1/4; 2/9; 2/9; ; 1/4; ; ; 1/4; ; ; 1/5; 1/4; 27/100; 3/14; 2/9; 1/4; 1/4; 2/9; 1/4; ; 2/9; ; 
Draw; 11/2; ; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 11/2; ; ; 11/2; 49/10; 28/5; 49/10; 21/4; 11/2; 11/2; 5; 94/19; ; 21/10; ; 
Swansea; 12; ; ; ; 12; ; 10; 13; 23/2; ; 10; ; ; 14; ; ; 11; 39/4; 12; 87/10; 11; 11; 12; 12; 10; ; 21/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-16 02:17:15 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 1/5; ; ; ; 1/5; ; 2/9; 2/9; 2/9; ; 1/4; ; ; 1/4; ; ; 1/5; 4/17; 27/100; 3/14; 2/9; 1/4; 1/4; 2/9; 1/4; ; 2/9; ; 
Draw; 11/2; ; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; ; ; 11/2; 49/10; 28/5; 49/10; 21/4; 11/2; 11/2; 5; 94/19; ; 3; ; 
Swansea; 12; ; ; ; 12; ; 10; 12; 23/2; ; 10; ; ; 13; ; ; 11; 39/4; 12; 87/10; 11; 11; 12; 12; 10; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-16 10:17:13 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 1/5; 1/4; ; ; 1/5; ; 2/9; 2/9; 2/9; ; 1/4; ; ; 1/4; ; ; 1/5; 4/17; 27/100; 3/14; 2/9; 1/4; 1/4; 2/9; 1/4; ; 1/4; ; 
Draw; 11/2; 5; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; ; ; 11/2; 49/10; 28/5; 49/10; 21/4; 11/2; 11/2; 5; 94/19; ; 3; ; 
Swansea; 12; 10; ; ; 12; ; 10; 12; 23/2; ; 10; ; ; 13; ; ; 11; 39/4; 12; 87/10; 11; 10; 12; 12; 10; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-16 14:17:28 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 1/5; 1/4; ; ; 1/5; ; 2/9; 2/9; 2/9; ; 1/4; ; ; 1/4; 1/4; ; 1/5; 4/17; 13/50; 3/14; 2/9; 1/4; 1/4; 2/9; 4/17; ; 1/4; ; 
Draw; 11/2; 5; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; 11/2; ; 11/2; 96/19; 29/5; 49/10; 21/4; 11/2; 11/2; 5; 51/10; ; 3; ; 
Swansea; 12; 10; ; ; 12; ; 10; 12; 23/2; ; 10; ; ; 13; 9; ; 11; 41/4; 25/2; 87/10; 11; 10; 12; 12; 41/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-16 18:17:15 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; ; ; 1/5; ; 1/4; 2/9; 2/9; ; 2/7; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 2/9; 5/19; ; 1/4; ; 
Draw; 21/4; 5; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 5; 5; ; 3; ; 
Swansea; 10; 10; ; ; 12; ; 10; 12; 23/2; ; 9; ; ; 13; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 12; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-16 22:17:17 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; ; ; 1/5; ; 1/4; 2/9; 2/9; ; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 2/9; 5/19; ; 1/4; ; 
Draw; 21/4; 5; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 5; 94/19; ; 3; ; 
Swansea; 10; 10; ; ; 12; ; 9; 12; 23/2; ; 10; ; ; 13; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 12; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-17 02:17:12 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; ; ; 1/5; ; 1/4; 2/9; 2/9; ; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; ; ; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; ; ; 12; ; 9; 12; 23/2; ; 10; ; ; 13; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-17 10:17:14 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; ; 2/7; 1/5; ; 1/4; 2/9; 2/9; ; 1/4; ; ; 1/4; 1/4; ; 1/5; 1/4; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 21/4; 5; ; 9/2; 6; ; 5; 11/2; 21/4; ; 9/2; ; ; 6; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; ; 9; 12; ; 9; 12; 23/2; ; 10; ; ; 13; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-17 14:17:27 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; ; 2/7; 1/4; ; 1/4; 2/9; 2/9; ; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 21/4; 5; ; 9/2; 11/2; ; 5; 5; 21/4; ; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; ; 9; 10; ; 9; 11; 23/2; ; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-17 18:17:27 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 7/2; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-17 22:17:26 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 24/5; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 63/13; ; 3; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 37/4; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-18 02:16:51 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-18 11:36:15 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 21/4; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-18 14:17:10 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 5; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-18 18:17:22 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 2/7; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 21/4; 19/4; 94/19; ; 7/2; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-18 22:17:20 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 7/2; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 12; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-19 02:17:15 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 5/18; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 1/4; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 11/2; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 9; ; 11; 9; 25/2; 77/10; 11; 9; 12; 11; 37/4; ; 23/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-19 10:17:14 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 1/4; 2/7; 1/4; ; 1/4; 2/9; 2/9; 1/4; 1/4; ; ; 1/4; 30/100; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 19/4; 9/2; 11/2; ; 5; 5; 21/4; 9/2; 9/2; ; ; 11/2; 19/4; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 21/10; ; 
Swansea; 10; 10; 10; 9; 10; ; 9; 11; 23/2; 10; 10; ; ; 12; 8; ; 11; 35/4; 25/2; 77/10; 11; 9; 12; 11; 35/4; ; 3; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-19 14:17:21 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 2/7; ; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; ; 30/100; ; 1/5; 5/19; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 9/2; ; 5; 5; 21/4; 9/2; 11/2; 11/2; 9/2; ; ; 19/4; ; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 21/10; ; 
Swansea; 10; 10; 9; ; 9; 11; 23/2; 10; 12; 10; 10; ; ; 8; ; 11; 9; 25/2; 77/10; 11; 9; 12; 11; 37/4; ; 3; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-19 18:17:28 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 1/4; 2/7; ; 1/4; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; ; ; 30/100; 2/9; 1/5; 3/11; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 19/4; 9/2; ; 11/2; 5; 5; 21/4; 9/2; 11/2; 9/2; ; ; 19/4; 9/2; 11/2; 9/2; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; ; 12; 9; 11; 23/2; 10; 10; 10; ; ; 8; 17/2; 11; 39/4; 25/2; 77/10; 11; 9; 12; 11; 37/4; ; 3; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-19 22:16:46 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 1/4; 2/7; ; 1/4; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; ; ; 30/100; 2/9; 1/5; 3/11; 13/50; 4/17; 2/9; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 19/4; 9/2; ; 11/2; 5; 5; 21/4; 9/2; 11/2; 9/2; ; ; 19/4; 9/2; 11/2; 49/10; 29/5; 23/5; 21/4; 21/4; 11/2; 19/4; 94/19; ; 3; ; 
Swansea; 10; 10; 10; 9; ; 12; 9; 11; 23/2; 10; 10; 10; ; ; 8; 17/2; 11; 39/4; 25/2; 77/10; 11; 9; 11; 11; 37/4; ; 3; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-20 02:17:04 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 1/4; 2/7; ; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; ; ; 30/100; 2/9; 1/5; 3/11; 13/50; 4/17; 4/17; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
Draw; 21/4; 5; 19/4; 9/2; ; 11/2; 5; 5; 26/5; 9/2; 11/2; 9/2; ; ; 19/4; 9/2; 11/2; 49/10; 29/5; 23/5; 51/10; 21/4; 11/2; 19/4; 94/19; ; 21/10; ; 
Swansea; 10; 10; 10; 9; ; 12; 9; 11; 10; 10; 10; 10; ; ; 8; 17/2; 11; 39/4; 25/2; 77/10; 19/2; 9; 11; 11; 9; ; 24/5; ; 
META; english/premier-league/arsenal-v-swansea; 2017-10-20 10:17:22 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Arsenal; 2/9; 1/4; 1/4; 2/7; ; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; ; ; 30/100; 2/9; 1/5; 3/11; 13/50; 4/17; 4/17; 3/10; 1/4; 1/4; 5/19; ; 2/9; ; 
