META; english/premier-league/man-utd-v-southampton; 2017-12-18 18:17:06 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; ; ; 7/20; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; 19/2; 9; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-18 22:17:06 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; ; ; 7/20; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; 19/2; 9; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-19 02:17:08 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; ; ; 7/20; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; 19/2; 9; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-19 10:17:05 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; 9; 9; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-19 14:17:07 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; 1/50; ; 
Southampton; ; ; ; ; ; ; 9; 9; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-19 18:17:05 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 4/11; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; ; ; 4/11; ; ; 1/3; ; 1/3; ; ; 1/50; ; 
Draw; ; ; ; ; ; 4; 4; 7/2; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; ; 4; ; 15/4; ; ; 1/50; ; 
Southampton; ; ; ; ; ; 10; 9; 9; ; ; ; ; ; ; ; 17/2; ; ; 9; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-19 22:17:06 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 4/11; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; ; ; 4/11; ; ; 1/3; ; 1/3; ; ; 1/50; ; 
Draw; ; ; ; ; ; 4; 4; 7/2; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; ; 4; ; 15/4; ; ; 1/50; ; 
Southampton; ; ; ; ; ; 10; 9; 9; ; ; ; ; ; ; ; 17/2; ; ; 9; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-20 02:17:06 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 4/11; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; ; ; 4/11; ; ; 1/3; ; 1/3; ; ; 2/11; ; 
Draw; ; ; ; ; ; 4; 4; 7/2; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; ; 4; ; 15/4; ; ; 1/50; ; 
Southampton; ; ; ; ; ; 10; 9; 9; ; ; ; ; ; ; ; 17/2; ; ; 9; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-20 10:17:06 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 4/11; 1/3; 1/3; ; ; ; ; ; ; ; 1/3; ; ; 4/11; ; ; 1/3; ; 1/3; ; ; 2/11; ; 
Draw; ; ; ; ; ; 4; 4; 7/2; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; ; 4; ; 15/4; ; ; 21/10; ; 
Southampton; ; ; ; ; ; 10; 9; 9; ; ; ; ; ; ; ; 17/2; ; ; 9; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-20 14:17:08 GMT+2; 2017-12-30 17:00; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 4/11; 1/3; 1/3; ; ; ; ; ; ; ; 3/10; ; ; 9/25; ; ; 1/3; ; 1/3; ; ; 2/11; ; 
Draw; ; ; ; ; ; 4; 4; 7/2; ; ; ; ; ; ; ; 7/2; ; ; 22/5; ; ; 4; ; 15/4; ; ; 21/10; ; 
Southampton; ; ; ; ; ; 10; 19/2; 9; ; ; ; ; ; ; ; 8; ; ; 19/2; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-20 18:17:07 GMT+2; 2017-12-30 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 1/3; 1/3; 1/3; ; ; ; ; ; ; ; 3/10; ; ; 9/25; ; ; 1/3; ; 1/3; ; ; 1/4; ; 
Draw; ; ; ; ; ; 15/4; 4; 7/2; ; ; ; ; ; ; ; 7/2; ; ; 22/5; ; ; 4; ; 15/4; ; ; 21/10; ; 
Southampton; ; ; ; ; ; 19/2; 19/2; 9; ; ; ; ; ; ; ; 8; ; ; 19/2; ; ; 9; ; 10; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-20 22:17:13 GMT+2; 2017-12-30 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; 6/17; 2/7; 1/3; 1/3; ; ; ; ; ; ; ; 3/10; 6/17; ; 9/25; ; ; 1/3; ; 1/3; ; ; 1/4; ; 
Draw; ; ; ; ; 15/4; 18/5; 4; 7/2; ; ; ; ; ; ; ; 7/2; 15/4; ; 22/5; ; ; 4; ; 15/4; ; ; 21/10; ; 
Southampton; ; ; ; ; 9; 17/2; 19/2; 9; ; ; ; ; ; ; ; 8; 9; ; 19/2; ; ; 9; ; 9; ; ; 1/50; ; 
META; english/premier-league/man-utd-v-southampton; 2017-12-21 02:17:05 GMT+2; 2017-12-30 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; 1/3; 2/7; 1/3; 1/3; ; ; ; ; ; ; ; 3/10; 1/3; ; 9/25; ; ; 1/3; ; 1/3; ; ; 3/10; ; 
