META; english/premier-league/arsenal-v-bournemouth; 2017-08-16 14:17:11 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; 37/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-bournemouth; 2017-08-16 18:17:14 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 2/5; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; ; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 7; ; ; 37/5; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-bournemouth; 2017-08-16 22:17:08 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 2/5; ; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 4; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 7; ; ; 37/5; ; ; ; 15/2; ; ; ; ; 
META; english/premier-league/arsenal-v-bournemouth; 2017-08-17 02:17:08 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 2/5; ; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 4; ; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 7; ; ; 37/5; ; ; ; 15/2; ; ; ; ; 
META; english/premier-league/arsenal-v-bournemouth; 2017-08-17 10:17:10 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 2/5; ; ; ; 2/5; 4/11; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 9/2; ; ; ; 4; 15/4; ; ; ; 
Bournemouth; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 7; ; ; 37/5; ; ; ; 15/2; 7; ; ; ; 
META; english/premier-league/arsenal-v-bournemouth; 2017-08-17 14:17:11 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 2/5; ; ; ; 2/5; ; ; ; ; 
