META; english/premier-league/bournemouth-v-chelsea; 2017-10-02 22:17:52 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
META; english/premier-league/bournemouth-v-chelsea; 2017-10-12 02:18:17 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; 1/4; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; 9/4; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; 9/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-12 14:17:56 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; ; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-12 18:17:45 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 1/4; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 23/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 11/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-12 22:18:05 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-13 02:17:52 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-13 10:18:16 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-13 14:18:34 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 6/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-13 18:17:53 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 41/100; ; ; 2/5; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 43/10; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 15/2; ; ; 7; ; ; ; ; 6/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-13 22:18:14 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 41/100; ; ; 2/5; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 43/10; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 15/2; ; ; 7; ; ; ; ; 6/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-14 02:17:59 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 41/100; ; ; 2/5; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 43/10; ; ; 4; ; ; ; ; 21/10; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 15/2; ; ; 7; ; ; ; ; 6/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-14 10:18:03 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 41/100; ; ; 2/5; ; ; ; ; 2/7; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 43/10; ; ; 4; ; ; ; ; 5/2; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 15/2; ; ; 7; ; ; ; ; 4; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-14 14:18:08 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/7; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 5/2; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-14 18:17:49 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/7; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 5/2; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-14 22:17:31 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 5/2; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 4; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-15 02:17:46 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 13/5; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 12/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-15 10:17:36 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; ; ; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 13/5; ; 
Bournemouth; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 12/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-15 14:17:38 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 2/5; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; 7/2; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; ; ; ; 13/5; ; 
Bournemouth; ; ; ; ; ; 15/2; 13/2; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; ; ; ; 12/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-15 18:17:30 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; ; ; ; ; ; 38/100; 4/11; 2/5; ; ; ; ; ; ; ; ; 4/11; ; 21/50; ; ; 2/5; ; 7/20; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; 15/4; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 21/5; ; ; 4; ; 15/4; ; ; 13/5; ; 
Bournemouth; ; ; ; ; ; 15/2; 7; 13/2; ; ; ; ; ; ; ; ; 7; ; 37/5; ; ; 7; ; 8; ; ; 12/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-15 22:17:27 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; ; ; ; 1/2; 8/15; 7/15; 2/5; 5/11; ; 1/2; ; ; 1/2; ; ; 1/2; 1/2; 47/100; 10/21; 5/11; 1/2; 1/2; 12/25; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; 10/3; 10/3; 10/3; 10/3; 17/5; ; 3; ; ; 7/2; ; ; 16/5; 57/17; 15/4; 16/5; 17/5; 7/2; 10/3; 10/3; 57/17; ; 13/5; ; 
Bournemouth; 6; ; ; ; 6; 21/4; 11/2; 13/2; 6; ; 11/2; ; ; 6; ; ; 5; 51/10; 71/10; 22/5; 23/4; 11/2; 13/2; 11/2; 67/13; ; 21/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-16 02:17:28 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; ; ; ; 1/2; 8/15; 7/15; 2/5; 5/11; ; 1/2; ; ; 1/2; ; ; 1/2; 1/2; 47/100; 10/21; 5/11; 1/2; 1/2; 12/25; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; 10/3; 10/3; 10/3; 10/3; 17/5; ; 3; ; ; 7/2; ; ; 16/5; 57/17; 19/5; 16/5; 17/5; 7/2; 10/3; 10/3; 57/17; ; 14/5; ; 
Bournemouth; 6; ; ; ; 6; 21/4; 11/2; 13/2; 6; ; 11/2; ; ; 6; ; ; 5; 51/10; 69/10; 22/5; 23/4; 11/2; 13/2; 11/2; 67/13; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-16 10:17:25 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; ; 1/2; 8/15; 7/15; 2/5; 5/11; ; 1/2; ; ; 1/2; ; ; 1/2; 1/2; 47/100; 10/21; 5/11; 1/2; 1/2; 12/25; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; ; ; 10/3; 10/3; 10/3; 10/3; 17/5; ; 3; ; ; 7/2; ; ; 16/5; 57/17; 19/5; 16/5; 17/5; 7/2; 10/3; 10/3; 57/17; ; 14/5; ; 
Bournemouth; 6; 5; ; ; 6; 21/4; 11/2; 13/2; 6; ; 11/2; ; ; 6; ; ; 5; 51/10; 69/10; 22/5; 23/4; 11/2; 13/2; 11/2; 67/13; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-16 14:17:43 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; ; 1/2; 8/15; 7/15; 2/5; 5/11; ; 1/2; ; ; 1/2; 8/15; ; 1/2; 10/21; 1/2; 10/21; 5/11; 1/2; 1/2; 12/25; 17/35; ; 4/9; ; 
Draw; 10/3; 10/3; ; ; 10/3; 10/3; 10/3; 10/3; 17/5; ; 3; ; ; 7/2; 10/3; ; 16/5; 57/17; 71/20; 16/5; 17/5; 7/2; 10/3; 10/3; 17/5; ; 14/5; ; 
Bournemouth; 6; 5; ; ; 6; 21/4; 11/2; 13/2; 6; ; 11/2; ; ; 6; 5; ; 5; 53/10; 34/5; 22/5; 23/4; 11/2; 13/2; 11/2; 91/17; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-16 18:17:28 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; ; 1/2; 8/15; 1/2; 2/5; 5/11; ; 1/2; ; ; 11/20; 8/15; ; 1/2; 1/2; 1/2; 10/21; 5/11; 8/15; 8/15; 12/25; 18/35; ; 4/9; ; 
Draw; 10/3; 10/3; ; ; 10/3; 10/3; 16/5; 10/3; 17/5; ; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 71/20; 16/5; 17/5; 10/3; 10/3; 10/3; 57/17; ; 14/5; ; 
Bournemouth; 6; 5; ; ; 6; 21/4; 5; 13/2; 6; ; 11/2; ; ; 6; 5; ; 5; 5; 34/5; 22/5; 23/4; 21/4; 11/2; 11/2; 96/19; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-16 22:17:29 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; ; 1/2; 8/15; 1/2; 2/5; 5/11; ; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 1/2; 10/21; 5/11; 8/15; 8/15; 12/25; 18/35; ; 4/9; ; 
Draw; 10/3; 10/3; ; ; 10/3; 10/3; 16/5; 10/3; 17/5; ; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 71/20; 16/5; 17/5; 10/3; 10/3; 10/3; 57/17; ; 14/5; ; 
Bournemouth; 6; 5; ; ; 6; 21/4; 5; 13/2; 6; ; 5; ; ; 6; 5; ; 5; 5; 34/5; 22/5; 23/4; 21/4; 11/2; 11/2; 96/19; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-17 02:17:25 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; ; 1/2; 8/15; 1/2; 2/5; 5/11; ; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 1/2; 10/21; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; ; ; 10/3; 10/3; 16/5; 10/3; 17/5; ; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 71/20; 16/5; 17/5; 10/3; 10/3; 10/3; 57/17; ; 3; ; 
Bournemouth; 6; 5; ; ; 6; 21/4; 5; 13/2; 6; ; 5; ; ; 6; 5; ; 5; 5; 34/5; 22/5; 23/4; 21/4; 11/2; 21/4; 96/19; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-17 10:17:27 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; ; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 1/2; 10/21; 5/11; 8/15; 1/2; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; ; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; ; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 71/20; 16/5; 17/5; 10/3; 10/3; 10/3; 57/17; ; 3; ; 
Bournemouth; 6; 5; ; 11/2; 6; 21/4; 5; 13/2; 6; ; 5; ; ; 6; 5; ; 5; 96/19; 34/5; 22/5; 23/4; 21/4; 13/2; 21/4; 51/10; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-17 14:17:40 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; ; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; ; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; ; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; ; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; ; 11/2; 11/2; 21/4; 5; 13/2; 6; ; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 11/2; 21/4; 51/10; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-17 18:17:40 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 11/2; 21/4; 51/10; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-17 22:17:38 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 11/2; 21/4; 51/10; ; 23/5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-18 02:17:04 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 11/2; 21/4; 51/10; ; 10/3; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-18 11:36:28 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 1/2; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 13/2; 21/4; 51/10; ; 10/3; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-18 14:17:22 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 8/15; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 11/2; 21/4; 51/10; ; 10/3; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-18 18:17:36 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 9/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 2/5; 5/11; 8/15; 11/20; ; ; 11/20; 8/15; ; 1/2; 1/2; 8/15; 7/15; 5/11; 8/15; 1/2; 1/2; 18/35; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 3; ; ; 10/3; 10/3; ; 16/5; 33/10; 69/20; 16/5; 17/5; 10/3; 10/3; 10/3; 33/10; ; 3; ; 
Bournemouth; 6; 5; 5; 11/2; 11/2; 21/4; 5; 13/2; 6; 5; 5; ; ; 6; 5; ; 5; 96/19; 31/5; 22/5; 23/4; 21/4; 13/2; 21/4; 51/10; ; 5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-18 22:17:32 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 8/15; 1/2; 4/7; 1/2; 1/2; 8/15; 5/9; 2/5; 5/11; 4/7; 4/7; ; ; 11/20; 11/20; ; 1/2; 8/15; 14/25; ; 5/11; 4/7; 8/15; 11/20; 5/9; ; 1/2; ; 
Draw; 16/5; 10/3; 3; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 29/10; 3; ; ; 10/3; 10/3; ; 16/5; 16/5; 69/20; ; 17/5; 3; 17/5; 16/5; 16/5; ; 3; ; 
Bournemouth; 5; 5; 9/2; 11/2; 11/2; 21/4; 9/2; 13/2; 6; 9/2; 9/2; ; ; 6; 19/4; ; 5; 79/17; 57/10; ; 23/4; 5; 11/2; 19/4; 47/10; ; 5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-19 02:17:27 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 8/15; 1/2; 4/7; 1/2; 1/2; 8/15; 5/9; 2/5; 5/11; 4/7; 11/20; ; ; 11/20; 11/20; ; 1/2; 8/15; 14/25; 5/9; 5/11; 4/7; 8/15; 11/20; 5/9; ; 1/2; ; 
Draw; 16/5; 10/3; 3; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 29/10; 16/5; ; ; 16/5; 10/3; ; 16/5; 16/5; 69/20; 56/19; 17/5; 3; 17/5; 16/5; 16/5; ; 3; ; 
Bournemouth; 5; 5; 9/2; 11/2; 11/2; 21/4; 9/2; 13/2; 6; 9/2; 9/2; ; ; 5; 19/4; ; 5; 79/17; 57/10; 39/10; 23/4; 5; 11/2; 19/4; 47/10; ; 5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-19 10:17:28 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 8/15; 1/2; 4/7; 1/2; 1/2; 8/15; 5/9; 2/5; 5/11; 4/7; 11/20; ; ; 11/20; 11/20; ; 1/2; 5/9; 14/25; 5/9; 5/11; 4/7; 8/15; 11/20; 5/9; ; 1/2; ; 
Draw; 16/5; 10/3; 3; 16/5; 10/3; 10/3; 16/5; 10/3; 17/5; 3; 16/5; ; ; 16/5; 10/3; ; 16/5; 16/5; 69/20; 56/19; 17/5; 3; 17/5; 16/5; 16/5; ; 3; ; 
Bournemouth; 5; 5; 19/4; 11/2; 11/2; 21/4; 9/2; 13/2; 6; 9/2; 9/2; ; ; 5; 19/4; ; 5; 50/11; 57/10; 39/10; 23/4; 5; 11/2; 19/4; 23/5; ; 5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-19 14:17:35 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 8/15; 1/2; 4/7; 1/2; 8/15; 11/20; 5/9; 2/5; 5/11; 4/7; 1/2; 11/20; ; ; 11/20; ; 1/2; 8/15; 14/25; 5/9; 5/11; 4/7; 8/15; 11/20; 5/9; ; 1/2; ; 
Draw; 16/5; 10/3; 3; 16/5; 10/3; 16/5; 16/5; 10/3; 17/5; 3; 10/3; 16/5; ; ; 10/3; ; 16/5; 16/5; 69/20; 56/19; 17/5; 3; 17/5; 16/5; 16/5; ; 3; ; 
Bournemouth; 5; 5; 19/4; 11/2; 21/4; 5; 9/2; 13/2; 6; 9/2; 11/2; 9/2; ; ; 19/4; ; 5; 79/17; 57/10; 39/10; 23/4; 5; 11/2; 19/4; 47/10; ; 5; ; 
META; english/premier-league/bournemouth-v-chelsea; 2017-10-19 18:17:41 GMT+3; 2017-10-28 17:30; Nothing; Xlenovo
Chelsea; 8/15; 1/2; 4/7; 1/2; 8/15; 11/20; 5/9; 2/5; 5/11; 4/7; 1/2; 11/20; ; ; 11/20; 1/2; 1/2; 8/15; 14/25; 5/9; 5/11; 4/7; 8/15; 11/20; 5/9; ; 1/2; ; 
