META; english/premier-league/leicester-v-brighton; 2017-06-15 14:15:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 02:16:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 02:22:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 10:16:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 10:22:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 14:17:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 14:22:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 18:20:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 18:25:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 22:21:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-30 22:26:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 02:21:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 02:27:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 10:21:55 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 10:27:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 14:22:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; ; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; ; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; ; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 14:28:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 18:22:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 18:28:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 22:22:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-01 22:27:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 02:21:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 02:27:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 10:21:41 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 10:27:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 14:22:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 14:27:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 18:22:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 18:28:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; ; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; ; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; ; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 22:22:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-02 22:27:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 02:22:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 02:27:46 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 10:22:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 10:27:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 14:23:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 18:22:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-03 22:22:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-04 02:22:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; 7/10; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; ; 8/11; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; 45/17; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; ; 13/5; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; 4; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-04 10:22:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; 7/10; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; ; 8/11; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; 45/17; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; ; 13/5; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; 4; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-04 14:23:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; 7/10; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; ; 8/11; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; 45/17; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; ; 13/5; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; 4; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-04 18:21:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; 7/10; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; ; 8/11; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; 45/17; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; ; 13/5; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; 4; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-04 22:21:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
