META; english/premier-league/southampton-v-watford; 2017-08-16 18:17:24 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; ; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-21 18:16:59 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 11/17; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 45/17; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-21 22:17:02 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 11/17; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 45/17; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 9/2; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-22 02:16:55 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 11/17; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 45/17; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-22 10:16:56 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; ; 8/11; ; ; 3/5; 11/17; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; ; 11/4; ; ; 11/4; 45/17; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; ; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-22 14:16:57 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; ; 8/11; ; ; 3/5; 8/13; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; ; 11/4; ; ; 11/4; 13/5; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; ; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-22 18:20:13 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 8/13; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 13/5; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-22 22:21:27 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 8/13; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 13/5; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-23 02:19:40 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 8/13; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 13/5; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 9/2; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-23 10:19:24 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; ; 4/6; 11/17; ; ; ; 13/20; 8/11; ; ; 3/5; 8/13; ; 18/25; ; 11/17; ; 4/6; 4/6; ; 4/6; ; 
Draw; ; ; ; ; ; 13/5; ; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 13/5; ; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; ; 4; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; ; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-23 14:20:41 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; ; ; ; ; ; 3/5; 8/11; 4/6; 11/17; ; ; ; 13/20; 7/10; ; ; 3/5; 8/13; 11/17; 18/25; ; 11/17; ; 4/6; 4/6; ; 8/13; ; 
Draw; ; ; ; ; ; 13/5; 13/5; 13/5; 45/17; ; ; ; 27/10; 11/4; ; ; 11/4; 13/5; 45/17; 141/50; ; 45/17; ; 14/5; 13/5; ; 5/2; ; 
Watford; ; ; ; ; ; 9/2; 22/5; 9/2; 9/2; ; ; ; 9/2; 4; ; ; 9/2; 22/5; 49/11; 24/5; ; 22/5; ; 9/2; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-23 18:20:38 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 8/11; 11/17; ; ; ; 8/11; 8/11; ; 7/10; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 4/6; ; 
Draw; 27/10; ; ; ; ; 13/5; 27/10; 13/5; 45/17; ; ; ; 27/10; 13/5; ; 11/4; 11/4; 13/5; 45/17; 141/50; ; 45/17; ; 11/4; 13/5; ; 12/5; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; ; 15/4; 4; ; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-23 22:19:49 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 8/11; 11/17; ; ; ; 8/11; 8/11; 3/4; 7/10; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 4/6; ; 
Draw; 27/10; ; ; ; ; 13/5; 27/10; 13/5; 45/17; ; ; ; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 45/17; 141/50; ; 45/17; ; 11/4; 13/5; ; 12/5; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; ; 15/4; 4; 4; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-24 02:19:10 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 4/6; 11/17; ; ; 7/10; 8/11; 7/10; 3/4; 8/11; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 8/13; ; 
Draw; 11/4; ; ; ; ; 13/5; 11/4; 11/4; 45/17; ; ; 13/5; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 27/10; 141/50; ; 45/17; ; 11/4; 11/4; ; 5/2; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; 4; 15/4; 4; 4; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-24 10:18:45 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 4/6; 11/17; ; ; 7/10; 7/10; 7/10; 3/4; 8/11; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 8/13; ; 
Draw; 11/4; ; ; ; ; 13/5; 11/4; 11/4; 45/17; ; ; 13/5; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 27/10; 141/50; ; 45/17; ; 14/5; 11/4; ; 5/2; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; 4; 15/4; 4; 4; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 15/4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-24 14:19:07 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 4/6; 11/17; ; ; 7/10; 7/10; 7/10; 3/4; 8/11; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 8/13; ; 
Draw; 11/4; ; ; ; ; 13/5; 11/4; 11/4; 45/17; ; ; 13/5; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 27/10; 141/50; ; 45/17; ; 14/5; 11/4; ; 5/2; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; 4; 15/4; 4; 4; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 4; ; 7/2; ; 
META; english/premier-league/southampton-v-watford; 2017-08-24 18:19:55 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 8/11; ; ; ; ; 3/5; 3/4; 4/6; 11/17; ; ; 7/10; 7/10; 7/10; 3/4; 8/11; 3/5; 8/13; 9/13; 18/25; ; 11/17; ; 8/11; 7/10; ; 2/11; ; 
Draw; 11/4; ; ; ; ; 13/5; 27/10; 11/4; 45/17; ; ; 13/5; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 27/10; 141/50; ; 45/17; ; 14/5; 11/4; ; 5/2; ; 
Watford; 7/2; ; ; ; ; 9/2; 17/4; 4; 9/2; ; ; 4; 15/4; 4; 4; 4; 9/2; 22/5; 4; 24/5; ; 22/5; ; 4; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-watford; 2017-08-24 22:18:53 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 13/20; 2/3; ; ; ; 3/5; 8/11; 4/6; 11/17; ; ; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; 8/13; 4/6; 18/25; 9/13; 11/17; ; 4/6; 4/6; ; 4/7; ; 
Draw; 14/5; 11/4; ; ; ; 13/5; 11/4; 11/4; 45/17; ; ; 13/5; 11/4; 14/5; 14/5; 14/5; 13/5; 13/5; 27/10; 141/50; 27/10; 45/17; ; 14/5; 11/4; ; 13/5; ; 
Watford; 4; 4; ; ; ; 9/2; 9/2; 9/2; 9/2; ; ; 4; 17/4; 9/2; 4; 4; 39/10; 22/5; 17/4; 24/5; 39/11; 22/5; ; 17/4; 4; ; 4; ; 
META; english/premier-league/southampton-v-watford; 2017-08-25 02:16:41 GMT+3; 2017-09-09 15:00; Nothing; Xlenovo
Southampton; 13/20; 2/3; ; ; ; 3/5; 7/10; 4/6; 11/17; ; ; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; 8/13; 4/6; 18/25; 9/13; 11/17; ; 4/6; 4/6; ; 4/7; ; 
Draw; 14/5; 11/4; ; ; ; 13/5; 14/5; 11/4; 45/17; ; ; 13/5; 11/4; 14/5; 14/5; 11/4; 13/5; 13/5; 27/10; 141/50; 27/10; 45/17; ; 14/5; 11/4; ; 13/5; ; 
Watford; 4; 4; ; ; ; 9/2; 9/2; 9/2; 9/2; ; ; 4; 17/4; 9/2; 4; 4; 39/10; 22/5; 17/4; 24/5; 39/11; 22/5; ; 17/4; 4; ; 4; ; 
