META; english/premier-league/tottenham-v-chelsea; 2017-06-15 14:15:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 10:16:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 10:21:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 14:16:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 14:21:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 18:16:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 18:21:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 22:16:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-25 22:21:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 02:16:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 02:21:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 10:20:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 10:25:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 14:21:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 14:26:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 18:19:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 18:24:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 22:18:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-26 22:23:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 02:19:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 02:24:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 10:19:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 10:24:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 14:20:55 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 14:25:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 18:21:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 18:26:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 22:20:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-27 22:25:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 02:20:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 02:25:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 10:20:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 10:25:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 14:21:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 14:25:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 18:18:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 18:23:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 22:19:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 3/10; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-28 22:23:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 3/10; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 02:19:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 3/10; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 02:24:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 13/10; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 3/10; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 10:20:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 10:25:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 14:20:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 14:25:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 18:19:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 18:24:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
