META; english/premier-league/everton-v-liverpool; 2018-03-18 14:16:27 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-18 18:16:25 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-19 02:28:20 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-19 10:28:20 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-19 14:28:22 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-19 18:28:24 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-19 22:28:24 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-20 02:28:24 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-20 10:28:25 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-20 14:28:23 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-20 18:28:24 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 4/9
Draw; 10/3; 10/3; 14/5
Everton; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-20 22:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 17/5; 3; 16/5; 10/3; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; ; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 19/4; 19/4; 5; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-21 02:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 17/5; 16/5; 16/5; 10/3; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; ; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 19/4; 19/4; 5; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-21 10:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 4/7; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 17/5; 3; 16/5; 10/3; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 41/13; 3; ; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 19/4; 19/4; 5; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 50/11; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-21 14:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-21 18:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-21 22:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-22 02:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 3; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-22 10:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 16/5; 10/3; 17/5; 17/5; 17/5; 10/3; 16/5; 3; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 79/17; 5; 43/10; 24/5; 11/2; 19/4; 19/4; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-22 14:28:03 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 10/3; 3; 17/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-22 18:28:02 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 11/20; 11/20; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 10/3; 18/5; 3; 7/2; 3; 17/5; 3; 16/5; 16/5; 57/17; 10/3; 17/5; 17/5; 17/5; 10/3; 57/17; 14/5; 
Everton; 5; 19/4; 9/2; 26/5; 5; 5; 5; 19/4; 19/4; 9/2; 94/19; 5; 43/10; 24/5; 11/2; 19/4; 5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-22 22:28:02 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-23 02:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 5/9; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 16/5; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 79/17; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-23 10:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 14/25; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 37/10; 3; 10/3; 3; 17/5; 16/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-23 14:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 14/25; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 18/35; 8/15; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 37/10; 3; 10/3; 3; 17/5; 16/5; 3; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 49/10; 5; 43/10; 24/5; 11/2; 19/4; 94/19; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-23 18:28:02 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 24/5; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-23 22:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 24/5; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-24 02:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 24/5; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-24 10:28:01 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 33/10; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 24/5; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-24 14:28:04 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
