META; english/premier-league/everton-v-liverpool; 2018-03-18 14:16:27 GMT+2; 2018-04-08 14:15; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 57/00; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 8/15; 4/7; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 41/13; 10/3; 17/5; 17/5; 17/5; 10/3; 41/13; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 49/11; 5; 43/10; 24/5; 11/2; 19/4; 9/2; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-24 18:28:02 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 13/4; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 19/4; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-24 22:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 13/4; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 19/4; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-25 02:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 13/4; 10/3; 17/5; 17/5; 17/5; 10/3; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 19/4; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-25 10:27:58 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 13/4; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 9/2; 19/4; 5; 43/10; 24/5; 11/2; 19/4; 24/5; 23/5; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-25 14:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 3; 13/4; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 4; 19/4; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-25 18:27:58 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 4; 24/5; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-25 22:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 3; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 14/5; 
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 4; 43/10; 24/5; 11/2; 5; 24/5; 23/5; ; ; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-26 02:27:58 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 14/5
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 4; 24/5; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-26 10:27:58 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 3; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 26/5; 5; 5; 24/5; 5; 19/4; 19/4; 4; 24/5; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5; ; 
META; english/premier-league/everton-v-liverpool; 2018-03-26 14:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 26/5; 9/2; 5; 9/2; 5; 24/5; 5; 19/4; 19/4; 4; 24/5; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-26 18:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 51/10; 9/2; 5; 9/2; 5; 24/5; 5; 19/4; 19/4; 4; 19/4; 5; 43/10; 24/5; 11/2; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-26 22:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 51/10; 9/2; 5; 9/2; 5; 24/5; 5; 19/4; 19/4; 4; 19/4; 5; 43/10; 24/5; 11/2; 5; 24/5; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-27 02:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 51/10; 9/2; 5; 9/2; 5; 24/5; 5; 19/4; 19/4; 4; 19/4; 5; 43/10; 24/5; 11/2; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-27 10:28:00 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 1/2; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
Everton; 5; 19/4; 24/5; 9/2; 51/10; 9/2; 5; 9/2; 5; 24/5; 5; 19/4; 19/4; 4; 19/4; 5; 43/10; 24/5; 11/2; 5; 19/4; 23/5
META; english/premier-league/everton-v-liverpool; 2018-03-27 14:27:59 GMT+2; 2018-04-07 12:30; Nothing; Xlenovo
Liverpool; 1/2; 8/15; 8/15; 11/20; 29/50; 4/9; 8/15; 4/9; 1/2; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 11/20; 8/15; 8/15; 8/15
Draw; 10/3; 10/3; 16/5; 10/3; 18/5; 31/10; 10/3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 3; 33/10; 10/3; 17/5; 17/5; 17/5; 16/5; 33/10; 3
