META; english/premier-league/huddersfield-v-liverpool; 2018-01-03 18:17:01 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
META; english/premier-league/huddersfield-v-liverpool; 2018-01-20 10:17:20 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 6/19; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 54/13; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 17/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-20 14:18:17 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 33/4; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-20 18:17:20 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; ; 6/19; 1/3; 1/3; 3/10; 6/19; 1/4; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 9/2; 4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; ; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 33/4; 35/4; ; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-20 22:16:58 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 3/10; ; 
Draw; 4; 4; 4; 19/5; 9/2; 9/2; 17/4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 8; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-21 02:16:57 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 1/3; ; 
Draw; 4; 4; 4; 19/5; 9/2; 9/2; 17/4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 10/3
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 8; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-21 10:16:49 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 4/11; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 1/3; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 9/2; 17/4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 10/3
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 33/4; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-21 14:16:47 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; 3/10; ; 1/3
Draw; 4; 19/5; 4; 19/5; 9/2; 9/2; 17/4; 4; 17/4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 21/5; 17/4; 22/5; 17/4; 21/5; 4; ; 22/5
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 8; 8; 8; 35/4; 33/4; 35/4; 32/5; 8; 8; 19/2; 9; 33/4; 17/2; ; 9
META; english/premier-league/huddersfield-v-liverpool; 2018-01-21 18:16:46 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 3/10; ; 1/3; 7/20; 3/10; 10/29; 4/13; 10/29; 6/19; 6/19; 1/3; 1/3; 3/10; 4/13; 3/10; ; 1/3
Draw; 17/4; 4; 4; 19/5; 9/2; 9/2; 17/4; 4; 17/4; 19/5; ; 4; ; 4; 4; 4; 4; 21/5; 4; 4; 21/5; 17/4; 9/2; 17/4; 17/4; 4; ; 22/5
Huddersfield; 17/2; 17/2; 9; 8; 9; 10; 17/2; 10; 17/2; 17/2; ; 9; ; 9; 8; 8; 35/4; 33/4; 35/4; 71/10; 8; 8; 10; 9; 17/2; 17/2; ; 9
META; english/premier-league/huddersfield-v-liverpool; 2018-01-21 22:16:39 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 3/10; 7/20; 9/25; 1/3; 1/3; 3/10; 6/19; 3/10; ; 3/10; ; 1/3; 7/20; 3/10; 10/29; 3/10; 10/29; 6/19; 6/19; 1/3; 1/3; 3/10; 3/10; 3/10; ; 1/3
Draw; 17/4; 4; 4; 19/5; 22/5; 9/2; 17/4; 4; 17/4; 4; ; 4; ; 4; 4; 4; 4; 54/13; 4; 4; 21/5; 9/2; 9/2; 17/4; 21/5; 4; ; 22/5
Huddersfield; 17/2; 17/2; 9; 8; 19/2; 10; 9; 10; 17/2; 9; ; 9; ; 9; 8; 8; 35/4; 35/4; 35/4; 71/10; 8; 17/2; 10; 9; 35/4; 17/2; ; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-22 02:16:39 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 9/25; 1/3; 1/3; 3/10; 6/19; 3/10; ; 3/10; ; 1/3; 7/20; 3/10; 10/29; 3/10; 10/29; 6/19; 6/19; 1/3; 1/3; 3/10; 3/10; 2/7; ; 1/3
Draw; 17/4; 4; 4; 19/5; 22/5; 9/2; 17/4; 4; 17/4; 4; ; 4; ; 4; 4; 4; 4; 54/13; 4; 4; 21/5; 9/2; 9/2; 17/4; 21/5; 4; ; 9/2
Huddersfield; 17/2; 17/2; 9; 8; 19/2; 10; 9; 10; 17/2; 9; ; 9; ; 9; 8; 8; 35/4; 35/4; 35/4; 71/10; 8; 17/2; 10; 9; 35/4; 17/2; ; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-22 10:16:32 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 4/11; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 4/13; 2/7; ; 1/3
Draw; 17/4; 19/5; 4; 19/5; 22/5; 9/2; 4; 4; 17/4; 19/5; ; 15/4; ; 19/5; 4; 15/4; 4; 41/10; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 54/13; 4; ; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 19/2; 10; 9; 10; 17/2; 17/2; ; 17/2; ; 8; 8; 8; 35/4; 17/2; 35/4; 39/5; 8; 17/2; 19/2; 9; 35/4; 17/2; ; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-22 14:16:29 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 4/13; 3/10; 3/10; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 9/2; 4; 4; 17/4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 43/10; 21/5; 17/4; 9/2; 17/4; 54/13; 4; 3; 9/2
Huddersfield; 17/2; 15/2; 9; 8; 10; 10; 9; 10; 17/2; 17/2; ; 17/2; ; 17/2; 8; 8; 35/4; 35/4; 35/4; 39/5; 8; 17/2; 10; 9; 35/4; 17/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-22 18:16:30 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 3/10; 6/19; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 4/13; 10/29; 6/17; 6/19; 1/3; 1/3; 3/10; 4/13; 3/10; 3/10; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 9/2; 4; 4; 17/4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 43/10; 21/5; 17/4; 9/2; 17/4; 54/13; 4; 3; 9/2
Huddersfield; 17/2; 15/2; 9; 8; 10; 10; 9; 10; 17/2; 17/2; ; 17/2; ; 17/2; 8; 8; 35/4; 35/4; 35/4; 39/5; 8; 17/2; 10; 9; 35/4; 17/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-22 22:16:30 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 1/3; 1/3; 3/10; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 10/29; 4/13; 10/29; ; 6/19; 1/3; 1/3; 3/10; 4/13; 3/10; 3/10; 1/3
Draw; 17/4; 4; 4; 19/5; 9/2; 9/2; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 41/10; 4; ; 21/5; 17/4; 9/2; 17/4; 54/13; 4; 3; 9/2
Huddersfield; 17/2; 17/2; 9; 8; 10; 10; 9; 10; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 35/4; 35/4; 35/4; ; 8; 17/2; 10; 9; 35/4; 17/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-23 02:16:25 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 1/3; 1/3; 3/10; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 6/17; 4/13; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 4/13; 4/11; 3/10; 1/3
Draw; 17/4; 4; 4; 19/5; 9/2; 9/2; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 41/10; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 54/13; 4; 3; 9/2
Huddersfield; 17/2; 17/2; 17/2; 8; 10; 10; 9; 10; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 33/4; 35/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 35/4; 17/2; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-23 10:16:26 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 4; 1/3; 4; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 6/17; 4/13; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 4/13; 1/3; 3/10; 1/3
Draw; 17/4; 4; 4; 19/5; 9/2; 3/10; 4; 1/3; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 41/10; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 54/13; 4; 3; 9/2
Huddersfield; 17/2; 17/2; 17/2; 8; 10; 8; 9; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 33/4; 35/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 35/4; 17/2; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-23 14:16:23 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 1/3
Draw; 17/4; 4; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; 4; 3; 9/2
Huddersfield; 17/2; 17/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 17/2; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; 9; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-23 18:16:23 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 9; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; 9; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-23 22:16:24 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 7/2; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 9; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 9; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-24 02:16:23 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 9; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 17/2; 33/4; 17/2; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 9; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-24 10:16:21 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 9; 17/2; 17/2; 17/2; 9; 17/2; ; 17/2; 8; 8; 33/4; 17/2; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 9; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-24 14:16:19 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-24 18:16:18 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-24 22:16:19 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 4/11; 1/3; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 4; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 43/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-25 02:16:19 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 4/11; 3/10; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 3; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-25 10:16:14 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 3/10; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 6/19; ; 1/3; 3/10; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 4; ; 4; 3; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 17/2; 33/4; 17/2; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 17/2; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-25 14:16:17 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 6/19; 1/3; 3/10; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/19; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 1/3; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 9/2; 15/4; ; 4; 4; 4; 4; 39/10; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 75/19; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 17/2; 19/2; 9; 17/2; ; 19/2; 46/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-25 18:16:13 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 7/20; 1/3; 6/19; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 6/17; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 10/29; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 19/5; 4; 15/4; ; 19/5; 4; 4; 4; 50/13; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 39/10; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 29/4; 33/4; 39/5; 8; 8; 19/2; 9; 8; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-25 22:16:15 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 7/20; 1/3; 6/19; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 10/29; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 6/17; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 4; 4; 15/4; ; 19/5; 4; 4; 4; 39/10; 4; 43/10; 21/5; 17/4; 22/5; 17/4; 75/19; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 8; 19/2; 9; 17/2; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-26 02:16:14 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; ; 1/3; 7/20; 1/3; 6/19; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 10/29; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 6/17; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; ; 4; 4; 4; 17/4; 4; 4; 15/4; ; 19/5; 4; 4; 4; 39/10; 4; 43/10; 21/5; 17/4; 17/4; 17/4; 75/19; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; ; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 8; 10; 9; 33/4; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-26 10:16:15 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; ; 1/3; 7/20; 1/3; 6/19; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 10/29; 6/17; 6/17; 6/19; 1/3; 1/3; 3/10; 6/17; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; ; 4; 4; 4; 17/4; 4; 4; 15/4; ; 19/5; 4; 4; 4; 50/13; 4; 43/10; 21/5; 17/4; 17/4; 17/4; 75/19; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; ; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 8; 10; 9; 17/2; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-26 14:16:23 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
