META; english/premier-league/southampton-v-chelsea; 2018-04-02 14:16:05 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 3/4; 11/14; 7/9; 5/6; 10/13; 5/6; 4/6
Draw; 5/2; 13/5; 5/2; 27/10; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; 12/5
Southampton; 7/2; 18/5; 7/2; 41/10; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 33/10; 4; 56/19; 7/2; 19/5; 7/2; 33/10; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-02 18:16:04 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 3/4; 11/14; 7/9; 5/6; 10/13; 5/6; 4/6
Draw; 5/2; 13/5; 5/2; 27/10; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; 12/5
Southampton; 7/2; 18/5; 7/2; 41/10; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 33/10; 4; 56/19; 7/2; 19/5; 7/2; 33/10; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-02 22:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 3/4; 11/14; 7/9; 5/6; 10/13; 5/6; 4/6
Draw; 5/2; 13/5; 5/2; 27/10; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; 12/5
Southampton; 7/2; 18/5; 7/2; 41/10; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 33/10; 4; 56/19; 7/2; 19/5; 7/2; 33/10; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-03 02:16:01 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 3/4; 11/14; 7/9; 5/6; 10/13; 5/6; 4/6
Draw; 5/2; 13/5; 5/2; 27/10; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; 12/5
Southampton; 7/2; 18/5; 7/2; 41/10; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 33/10; 4; 56/19; 7/2; 19/5; 7/2; 33/10; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-03 10:16:01 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 3/4; 11/14; 7/9; 5/6; 10/13; 5/6; 4/6
Draw; 5/2; 13/5; 5/2; 27/10; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; 23/10
Southampton; 7/2; 18/5; 7/2; 41/10; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 33/10; 4; 56/19; 7/2; 19/5; 7/2; 33/10; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-03 14:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 23/10
Southampton; 7/2; 18/5; 7/2; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 7/2; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-03 18:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 12/5
Southampton; 7/2; 18/5; 7/2; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-03 22:16:02 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 02:16:06 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 10:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 14:16:05 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 18:16:05 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 4/5; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 22:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 4/5; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-05 02:16:03 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 3/4; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 4/5; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 18/5; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 4; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-05 10:16:02 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 4/5; 4/5; 8/11; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 4/5; 4/5; 8/11
