META; english/premier-league/stoke-v-man-city; 2018-02-25 18:16:36 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Stoke; 11; 9; ; 9; 11; 9; 10; 9; 19/2; ; ; 11; ; 10; 9; ; 19/2; 19/2; 8; 9; 21/2; ; 39/4; ; 41/5; ; 
META; english/premier-league/stoke-v-man-city; 2018-02-26 22:16:33 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/4; 1/4; ; 2/7; 3/10; 1/5; 1/4; 1/5; 5/18; ; ; 1/4; ; 2/7; 1/4; ; 1/4; 3/11; 1/4; 5/18; 1/4; ; 1/4; ; 1/4; ; 
Draw; 9/2; 5; ; 9/2; 49/10; 9/2; 11/2; 9/2; 9/2; ; ; 9/2; ; 19/4; 11/2; ; 5; 5; 24/5; 22/5; 5; ; 96/19; ; 4; ; 
Stoke; 11; 9; ; 9; 12; 9; 10; 9; 19/2; ; ; 11; ; 10; 9; ; 19/2; 19/2; 8; 9; 11; ; 39/4; ; 41/5; ; 
META; english/premier-league/stoke-v-man-city; 2018-02-27 02:16:31 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/4; 1/4; ; 2/7; 3/10; 1/5; 1/4; 1/5; 5/18; ; 1/4; 1/4; ; 2/7; 1/4; ; 1/4; 3/11; 1/4; 5/18; 1/4; ; 1/4; ; 1/4; ; 
Draw; 9/2; 19/4; ; 9/2; 49/10; 9/2; 5; 9/2; 9/2; ; 5; 9/2; ; 19/4; 11/2; ; 94/19; 5; 24/5; 22/5; 5; ; 5; ; 4; ; 
Stoke; 11; 9; ; 9; 12; 9; 10; 9; 19/2; ; 11; 11; ; 10; 9; ; 19/2; 19/2; 8; 9; 11; ; 39/4; ; 41/5; ; 
META; english/premier-league/stoke-v-man-city; 2018-02-27 10:16:32 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/4; 1/4; ; 2/7; 7/25; 2/11; 1/4; 1/6; 5/18; ; 1/4; 1/4; ; 1/4; 1/4; ; 4/17; 3/11; 1/4; 5/18; 1/4; ; 1/4; ; 1/4; ; 
Draw; 9/2; 5; ; 9/2; 28/5; 9/2; 11/2; 9/2; 9/2; ; 11/2; 9/2; ; 19/4; 11/2; ; 5; 5; 24/5; 22/5; 5; ; 96/19; ; 4; ; 
Stoke; 11; 10; ; 9; 11; 19/2; 10; 9; 19/2; ; 11; 11; ; 10; 9; ; 19/2; 19/2; 8; 9; 11; ; 39/4; ; 17/2; ; 
META; english/premier-league/stoke-v-man-city; 2018-02-27 14:16:35 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/4; 1/4; ; 2/7; 7/25; 2/11; 1/4; 1/6; 1/4; ; 1/4; 1/4; ; 1/4; 1/4; ; 4/17; 3/11; 1/4; 1/4; 1/4; ; 1/4; ; 1/4; ; 
Draw; 9/2; 5; ; 9/2; 28/5; 9/2; 11/2; 9/2; 26/5; ; 11/2; 9/2; ; 19/4; 11/2; ; 5; 5; 24/5; 51/10; 5; ; 96/19; ; 4; ; 
Stoke; 11; 10; ; 9; 11; 19/2; 10; 9; 44/5; ; 11; 11; ; 10; 9; ; 19/2; 19/2; 8; 17/2; 12; ; 39/4; ; 17/2; ; 
META; english/premier-league/stoke-v-man-city; 2018-02-27 18:16:35 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/4; 1/4; 1/4; 2/7; 7/25; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; ; 4/17; 3/11; 1/4; 1/4; 1/4; ; ; ; 1/4; ; 
Draw; 9/2; 5; 24/5; 9/2; 28/5; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; ; 19/4; 11/2; ; 5; 5; 24/5; 51/10; 5; ; ; ; 4; ; 
Stoke; 11; 10; 11; 9; 11; 19/2; 10; 9; 44/5; 11; 11; 11; ; 10; 9; ; 19/2; 19/2; 8; 17/2; 12; ; 39/4; ; 17/2; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-02 17:39:29 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/100; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 4; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-02 22:17:06 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 2/9; 4/17; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 21/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-03 02:17:02 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 2/9; 4/17; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 21/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-03 10:17:18 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 4/17; 2/9
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 21/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-03 14:17:05 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 63/13; 5; 49/10; 51/10; 11/2; 49/10; 4; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-03 18:17:01 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 49/10; 5; 51/10; 11/2; 94/19; 4; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 10; 12; 17/2; 12; 10; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-03 22:16:38 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 49/10; 5; 49/10; 51/10; 11/2; 94/19; 4; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 10; 12; 42/5; 17/2; 12; 10; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-04 02:16:37 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 21/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-04 10:16:37 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 2/9; 4/17; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 96/19; 5; 49/10; 51/10; 11/2; 51/10; 21/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 42/5; 17/2; 12; 41/4; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-04 14:16:39 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 4/17; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 49/10; 5; 49/10; 51/10; 11/2; 94/19; 22/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 10; 12; 42/5; 17/2; 12; 10; 17/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-04 18:16:34 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 2/9; 1/4; 1/4; 4/17; 1/4
Draw; 5; 24/5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 19/4; 11/2; 9/2; 11/2; 5; 11/2; 51/10; 5; 51/10; 11/2; 67/13; 23/5; 
Stoke; 12; 10; 11; 11; 19/2; 10; 44/5; 11; 11; 11; 10; 11; 41/4; 12; 17/2; 12; 41/4; 9; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-04 22:16:29 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 2/9; 1/4; 1/4; 2/7; 27/00; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 1/4; 4/17; 1/4; 2/9; 3/13; 1/4; 1/4
Draw; 5; 5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 24/5; 11/2; 9/2; 11/2; 5; 11/2; 51/10; 5; 49/10; 51/10; 11/2; 67/13; 23/5; 11/2; 
Stoke; 12; 10; 12; 11; 19/2; 11; 44/5; 11; 11; 11; 11; 12; 21/2; 11; 42/5; 17/2; 14; 21/2; 9; 49/5; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-05 02:16:27 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 1/4; 2/9; 2/7; 27/00; 2/11; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/4; 2/9; 2/9; 1/4; 2/9; 1/4; 3/13; 1/4; 2/9; 2/9; 1/4; 1/4
Draw; 11/2; 5; 9/2; 59/10; 9/2; 11/2; 9/2; 26/5; 5; 9/2; 5; 11/2; 5; 11/2; 11/2; 26/5; 5; 49/10; 51/10; 11/2; 21/4; 5; 11/2; 
Stoke; 12; 10; 14; 11; 19/2; 11; 44/5; 12; 11; 11; 11; 13; 11; 12; 43/4; 11; 17/2; 16; 43/4; 59/5; 49/5; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-05 10:16:27 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 27/00; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 5/19; 1/4; 2/9; 2/9; 1/4
Draw; 11/2; 11/2; 5; 59/10; 11/2; 11/2; 9/2; 26/5; 5; 9/2; 5; 11/2; 5; 11/2; 11/2; 26/5; 5; 53/10; 51/10; 11/2; 21/4; 5; 
Stoke; 12; 11; 12; 12; 11; 13; 11; 44/5; 12; 11; 11; 12; 13; 11; 12; 43/4; 11; 21/2; 17/2; 16; 43/4; 62/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-05 14:16:28 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 5/19; 1/4; 2/9; 2/9; 1/4; 1/4
Draw; 11/2; 11/2; 5; 31/5; 11/2; 11/2; 9/2; 26/5; 5; 9/2; 5; 11/2; 5; 11/2; 11/2; 26/5; 5; 53/10; 51/10; 11/2; 21/4; 5; 11/2; 
Stoke; 12; 11; 12; 12; 12; 13; 11; 44/5; 12; 11; 11; 12; 12; 11; 12; 43/4; 11; 21/2; 17/2; 16; 43/4; 62/5; 49/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-05 18:16:30 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 4/17; 1/4; 2/9; 2/9; 1/4; 1/5; 1/4
Draw; 11/2; 11/2; 5; 31/5; 11/2; 11/2; 9/2; 21/4; 5; 9/2; 5; 11/2; 5; 11/2; 11/2; 26/5; 5; 57/10; 51/10; 11/2; 21/4; 26/5; 23/5; 11/2; 
Stoke; 12; 11; 14; 12; 12; 13; 11; 10; 12; 11; 11; 12; 12; 11; 12; 43/4; 11; 21/2; 19/2; 16; 43/4; 66/5; 54/5; 49/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-05 22:16:30 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 1/4; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 3/13; 1/4; 4/17; 1/4; 2/9; 1/5; 4/17; 1/4; 1/5; 1/4
Draw; 11/2; 5; 5; 31/5; 11/2; 11/2; 9/2; 21/4; 5; 9/2; 5; 5; 11/2; 11/2; 49/10; 5; 57/10; 51/10; 11/2; 21/4; 94/19; 5; 22/5; 11/2; ; 
Stoke; 12; 10; 14; 12; 12; 13; 11; 10; 12; 11; 11; 14; 12; 11; 12; 11; 11; 21/2; 19/2; 14; 14; 11; 66/5; 54/5; 61/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-06 02:16:25 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 1/4; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 4/17; 1/4; 4/17; 1/4; 2/9; 1/5; 4/17; 1/4; 1/5; 1/4
Draw; 11/2; 5; 5; 31/5; 11/2; 11/2; 9/2; 21/4; 5; 9/2; 5; 5; 11/2; 11/2; 5; 57/10; 51/10; 11/2; 21/4; 96/19; 11/2; 22/5; 11/2; ; ; 
Stoke; 12; 10; 14; 12; 12; 13; 11; 10; 12; 11; 11; 14; 12; 11; 12; 41/4; 11; 21/2; 19/2; 14; 14; 21/2; 62/5; 54/5; 61/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-06 10:16:24 GMT+2; 2018-03-11 16:00; Nothing; Xlenovo
Tottenham; 8/15; 8/15; 8/15; 11/20; 11/20; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15
Draw; 3; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 3; 17/5; 16/5; 16/5; 3; 7/2; 16/5; 100/0; 3; 41/13; 17/5; 38/11; 57/17; 7/2; 10/3; 16/5; 3; 7/2; 
Bournemouth; 11/2; 19/4; 5; 9/2; 28/5; 5; 4; 94/19; 24/5; 9/2; 9/2; 6; 19/4; 19/4; 9/2; 49/10; 5; 24/5; 11/2; 5; 94/19; 11/2; 24/5; 11/2; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-06 14:16:25 GMT+2; 2018-03-11 16:00; Nothing; Xlenovo
Tottenham; 8/15; 8/15; 8/15; 11/20; 11/20; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 3; 17/5; 16/5; 16/5; 3; 7/2; 16/5; 100/0; 3; 16/5; 17/5; 38/11; 57/17; 10/3; 16/5; 3; 10/3; 7/2
Bournemouth; 11/2; 19/4; 5; 9/2; 28/5; 5; 4; 94/19; 24/5; 9/2; 9/2; 6; 19/4; 19/4; 9/2; 49/10; 5; 24/5; 5; 94/19; 11/2; 28/5; 11/2; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-06 18:16:28 GMT+2; 2018-03-11 16:00; Nothing; Xlenovo
Tottenham; 8/15; 8/15; 8/15; 11/20; 11/20; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 3; 17/5; 13/4; 16/5; 3; 7/2; 16/5; 100/0; 3; 13/4; 17/5; 38/11; 57/17; 7/2; 10/3; 13/4; 3; 10/3; 7/2
Bournemouth; 11/2; 19/4; 5; 9/2; 28/5; 5; 4; 94/19; 5; 9/2; 9/2; 6; 19/4; 9/2; 5; 5; 24/5; 11/2; 5; 96/19; 26/5; 27/5; 11/2; ; ; 
META; english/premier-league/stoke-v-man-city; 2018-03-07 10:48:59 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 13/50; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 4/17; 1/4; 4/17; 1/4; 2/9; 1/5; 4/17; 1/4; 1/5; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 21/4; 5; 9/2; 5; 5; 11/2; 11/2; 94/19; 5; 57/10; 51/10; 11/2; 21/4; 5; 11/2; 22/5; 11/2; ; 
Stoke; 12; 12; 14; 12; 25/2; 13; 11; 11; 10; 14; 11; 11; 14; 12; 11; 12; 41/4; 11; 21/2; 19/2; 12; 14; 41/4; 64/5; 54/5; 61/5
META; english/premier-league/stoke-v-man-city; 2018-03-07 14:16:19 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 13/50; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 3/13; 1/4; 4/17; 1/4; 2/9; 1/5; 3/13; 1/4; 1/5; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 21/4; 5; 9/2; 5; 5; 11/2; 11/2; 94/19; 5; 57/10; 51/10; 11/2; 21/4; 5; 11/2; 23/5; 27/5; ; 
Stoke; 12; 11; 14; 12; 25/2; 13; 12; 11; 10; 12; 11; 12; 14; 13; 11; 12; 11; 11; 21/2; 19/2; 12; 14; 11; 66/5; 56/5; 61/5
META; english/premier-league/stoke-v-man-city; 2018-03-07 18:16:22 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 13/50; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 2/9; 1/4; 4/17; 1/4; 2/9; 2/11; 3/13; 1/4; 1/4; 1/4; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 27/5; 5; 9/2; 5; 5; 11/2; 11/2; 5; 57/10; 21/4; 11/2; 21/4; 5; 11/2; 24/5; 11/2; 28/5; ; ; 
Stoke; 12; 11; 14; 12; 25/2; 13; 12; 11; 23/2; 14; 11; 12; 14; 13; 11; 12; 45/4; 11; 21/2; 11; 12; 18; 45/4; 69/5; 68/5; 61/5; 71/5
META; english/premier-league/stoke-v-man-city; 2018-03-07 22:16:19 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 4/17; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 3/13; 1/4; 4/17; 2/9; 2/11; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 11/2; 11/2; 9/2; 5; 5; 11/2; 11/2; 51/10; 5; 27/5; 11/2; 21/4; 67/13; 28/5; 29/5; 11/2; 28/5; ; 
Stoke; 12; 11; 14; 12; 27/2; 13; 12; 11; 12; 14; 11; 11; 14; 13; 11; 12; 47/4; 11; 23/2; 12; 18; 47/4; 69/5; 71/5; 61/5; 71/5
META; english/premier-league/stoke-v-man-city; 2018-03-08 02:16:12 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Man City; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 4/17; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 2/9; 3/13; 1/4; 4/17; 4/17; 2/9; 2/11; 4/17; 1/4; 1/5; 1/4; 1/4
