META; english/premier-league/crystal-palace-v-arsenal; 2017-12-13 22:17:34 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 4/9; 1/4; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; ; ; ; 8/11; ; 
Crystal Palace; ; ; ; ; ; ; 6; 11; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; 8/11; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-14 02:17:15 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; 4/9; 1/4; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; ; ; ; 13/10; ; 
Crystal Palace; ; ; ; ; ; ; 13/2; 11; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; 5/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-14 10:17:20 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 4/9; 1/4; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; 4; 7/2; 4; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; ; ; ; 13/10; ; 
Crystal Palace; ; ; ; ; ; 12; 13/2; 11; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; 5/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-14 14:17:17 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 4/9; 1/4; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; ; ; ; 2/7; ; 
Draw; ; ; ; ; ; 9/2; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; ; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 13/2; 10; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; 13/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-14 18:17:18 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 4/9; 1/4; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; ; ; ; 2/7; ; 
Draw; ; ; ; ; ; 9/2; 15/4; 4; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; ; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 13/2; 10; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; 3; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-14 22:17:14 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 4/9; 2/7; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; 2/5; ; ; 1/4; ; 
Draw; ; ; ; ; ; 9/2; 15/4; 7/2; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; 10/3; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 13/2; 9; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; 15/2; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-15 02:17:15 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 7/15; 2/7; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; 4/7; ; ; 1/3; ; 
Draw; ; ; ; ; ; 9/2; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; 3; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 6; 9; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; 19/4; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-15 10:17:20 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 8/15; 2/7; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; 4/7; ; ; 1/3; ; 
Draw; ; ; ; ; ; 9/2; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; 67/20; ; ; ; ; 3; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 5; 9; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; 19/4; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-15 14:17:18 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 4/9; 2/7; ; ; ; ; ; ; ; ; ; ; 63/ 100; ; ; ; ; 4/7; ; ; 1/4; ; 
Draw; ; ; ; ; ; 9/2; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 13/2; 9; ; ; ; ; ; ; ; ; ; ; 49/10; ; ; ; ; 19/4; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-15 18:17:18 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; 1/3; 7/15; 2/7; ; ; ; ; ; ; ; 4/7; ; ; 63/ 100; ; ; 4/7; ; 4/7; ; ; 1/4; ; 
Draw; ; ; ; ; ; 9/2; 10/3; 7/2; ; ; ; ; ; ; ; 3; ; ; 10/3; ; ; 3; ; 3; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; ; 10; 6; 9; ; ; ; ; ; ; ; 4; ; ; 49/10; ; ; 9/2; ; 19/4; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-15 22:17:20 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 1/2; 4/11; 7/15; 2/7; ; ; ; ; ; ; ; 4/7; 1/2; ; 63/ 100; ; ; 4/7; ; 4/7; ; ; 1/4; ; 
Draw; ; ; ; ; 10/3; 4; 7/2; 7/2; ; ; ; ; ; ; ; 3; 10/3; ; 10/3; ; ; 3; ; 3; ; ; 5/2; ; 
Crystal Palace; ; ; ; ; 11/2; 19/2; 6; 9; ; ; ; ; ; ; ; 4; 11/2; ; 49/10; ; ; 9/2; ; 19/4; ; ; 21/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-16 02:17:15 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 1/2; 4/11; 4/9; 2/7; ; ; ; 8/13; ; ; ; 4/7; 1/2; ; 14/25; ; ; 4/7; ; 4/7; ; ; 1/4; ; 
Draw; ; ; ; ; 10/3; 4; 7/2; 7/2; ; ; ; 3; ; ; ; 3; 10/3; ; 18/5; ; ; 3; ; 3; ; ; 5/2; ; 
Crystal Palace; ; ; ; ; 11/2; 19/2; 6; 9; ; ; ; 4; ; ; ; 4; 11/2; ; 27/5; ; ; 9/2; ; 19/4; ; ; 21/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-16 10:17:19 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 1/2; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 1/2; 1/2; ; 14/25; ; ; 8/15; ; 8/15; ; ; 1/4; ; 
Draw; ; ; ; ; 10/3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 10/3; ; 18/5; ; ; 3; ; 3; ; ; 5/2; ; 
Crystal Palace; ; ; ; ; 11/2; 5; 5; 5; ; ; ; 5; ; ; ; 5; 11/2; ; 27/5; ; ; 21/4; ; 11/2; ; ; 11/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-16 14:17:30 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 11/21; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 8/15; 11/21; ; 14/25; ; ; 8/15; ; 8/15; ; ; 8/15; ; 
Draw; ; ; ; ; 3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 3; ; 18/5; ; ; 3; ; 3; ; ; 14/5; ; 
Crystal Palace; ; ; ; ; 21/4; 5; 5; 5; ; ; ; 5; ; ; ; 5; 21/4; ; 27/5; ; ; 21/4; ; 11/2; ; ; 29/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-16 18:17:18 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 11/21; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 8/15; 11/21; ; 14/25; ; ; 8/15; ; 8/15; ; ; 8/15; ; 
Draw; ; ; ; ; 3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 3; ; 18/5; ; ; 3; ; 3; ; ; 14/5; ; 
Crystal Palace; ; ; ; ; 21/4; 5; 5; 5; ; ; ; 5; ; ; ; 5; 21/4; ; 27/5; ; ; 21/4; ; 11/2; ; ; 29/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-16 22:16:58 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 11/21; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 8/15; 11/21; ; 14/25; ; ; 8/15; ; 8/15; ; ; 8/15; ; 
Draw; ; ; ; ; 3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 3; ; 18/5; ; ; 3; ; 3; ; ; 14/5; ; 
Crystal Palace; ; ; ; ; 21/4; 5; 5; 5; ; ; ; 5; ; ; ; 5; 21/4; ; 27/5; ; ; 21/4; ; 11/2; ; ; 29/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-17 02:16:59 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 11/21; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 8/15; 11/21; ; 14/25; ; ; 8/15; ; 8/15; ; ; 8/15; ; 
Draw; ; ; ; ; 3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 3; ; 18/5; ; ; 3; ; 3; ; ; 14/5; ; 
Crystal Palace; ; ; ; ; 21/4; 5; 5; 5; ; ; ; 5; ; ; ; 5; 21/4; ; 27/5; ; ; 21/4; ; 11/2; ; ; 23/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-17 10:16:57 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; ; ; ; 11/21; 8/13; 8/15; 4/7; ; ; ; 11/20; ; ; ; 8/15; 11/21; ; 14/25; ; ; 8/15; ; 8/15; ; ; 8/15; ; 
Draw; ; ; ; ; 3; 16/5; 16/5; 3; ; ; ; 3; ; ; ; 3; 3; ; 18/5; ; ; 3; ; 3; ; ; 23/10; ; 
Crystal Palace; ; ; ; ; 21/4; 5; 5; 5; ; ; ; 5; ; ; ; 5; 21/4; ; 27/5; ; ; 21/4; ; 11/2; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-17 14:17:01 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; ; 2/3; ; ; 11/21; 8/13; 3/5; 4/7; ; ; ; 8/13; ; ; ; 8/13; 11/21; ; 31/50; ; ; 4/7; 8/13; 4/7; ; ; 8/15; ; 
Draw; ; 11/4; ; ; 3; 16/5; 3; 3; ; ; ; 14/5; ; ; ; 14/5; 3; ; 10/3; ; ; 3; 16/5; 3; ; ; 19/10; ; 
Crystal Palace; ; 4; ; ; 21/4; 5; 19/4; 9/2; ; ; ; ; ; ; ; 4; 21/4; ; 5; ; ; 19/4; 19/4; 19/4; ; ; 24/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-17 18:16:56 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; 8/11; 4/6; 4/6; ; 11/17; 4/6; 13/20; 8/13; ; 8/13; ; 8/13; ; 4/6; 8/13; 4/6; 11/17; ; 31/50; ; ; 8/11; 8/13; 7/10; ; ; 8/15; ; 
Draw; 14/5; 29/10; 29/10; ; 14/5; 31/10; 3; 3; ; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; ; 10/3; ; ; 3; 16/5; 57/20; ; ; 23/10; ; 
Crystal Palace; 7/2; 4; 4; ; 4; 9/2; 17/4; 4; ; 19/5; ; 9/2; ; 4; 9/2; 15/4; 4; ; 5; ; ; 19/5; 19/4; 15/4; ; ; 24/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-17 22:16:51 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; 3/5; 4/6; 11/18; ; 11/17; 8/13; 5/8; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 8/13; 11/17; 11/17; 31/50; 5/8; 5/8; 8/13; 13/20; 3/5; 11/17; ; 4/7; ; 
Draw; 3; 29/10; 3; ; 14/5; 16/5; 3; 3; 29/10; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 56/19; 10/3; 58/19; 29/10; 3; 31/10; 3; 56/19; ; 23/10; ; 
Crystal Palace; 17/4; 4; 4; ; 4; 5; 17/4; 9/2; 17/4; 4; ; 4; ; 17/4; 9/2; 4; 4; 4; 5; 39/11; 21/5; 9/2; 19/4; 9/2; 77/19; ; 24/5; ; 
META; english/premier-league/crystal-palace-v-arsenal; 2017-12-18 02:16:48 GMT+2; 2017-12-28 20:00; Nothing; Xlenovo
Arsenal; 3/5; 8/13; 11/18; ; 11/17; 8/13; 5/8; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 8/13; 11/17; 11/17; 61/ 100; 5/8; 5/8; 8/13; 13/20; 3/5; 11/17; ; 4/7; ; 
Draw; 3; 3; 3; ; 14/5; 16/5; 3; 3; 29/10; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 56/19; 67/20; 58/19; 29/10; 3; 31/10; 3; 56/19; ; 9/4; ; 
Crystal Palace; 17/4; 17/4; 4; ; 4; 5; 17/4; 9/2; 17/4; 4; ; 4; ; 17/4; 9/2; 4; 4; 4; 51/10; 39/11; 21/5; 9/2; 19/4; 9/2; 77/19; ; 24/5; ; 
